Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid (£) including VAT if charged,APC paid (£) excluding VAT,VAT (£),Additional publication costs (£),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in £,Amount of APC charged to RCUK OA fund (include VAT if charged) in £,Licence,Correct license applied,Problem-free open access publication,Notes
Aston University,16/02/2015,"Pam Lowe (107, 97 cancelled)",Languages & Social Sciences,,,10.1080/23293691.2015,Pam Lowe,Taylor & Francis,Women's Reproductive Health,2329-3691,Journal article/Review (Hybrid journal),Milk for a girl and bananas for a boy: Recipes and reasons for sex-preference practices in a British internet forum,01/12/2015,Institutional,,,,,,,,,01/10/2015,2424,2020,404,GBP,2424,2020,404,,,,,CC BY,Yes,Yes,
Aston University,09/07/2015,Yves Guillaume,Aston Business School,,,10.1002/job.2040,Yves Guillaume,Wiley-Blackwell,Journal of Organizational Behavior,0894-3796,Journal article/Review (Hybrid journal),Harnessing Demographic Differences in Organizations: What Moderates the Effects of Workplace Diversity?,22/07/2015,Other,Institutional,,,,,,,,09/07/2015,1800,1500,300,GBP,1800,1500,300,,Wiley pre-payment discount,,,CC BY,Yes,Yes,
Aston University,12/01/2015,Nicholas Theodorakopoulos,Aston Business School,,,10.1111/1467-8551,Nicholas Theodorakopoulos,Wiley-Blackwell,British Journal of Management,1045-3172,Journal article/Review (Hybrid journal),Procedural Justice in Procurement Management and Inclusive Interorganisational Relations: An Institutional Perspective,13/03/2015,Other,Institutional,,Other,,,Aston University,,,12/01/2015,1800,1500,300,GBP,1800,1500,300,,Pre-payment discount,,,CC BY-NC,Yes,Yes,
Aston University,30/06/2015,Helen Griffiths,Life & Health Sciences,,,10.1111/acel.12416,Helen Griffiths,Wiley-Blackwell,Aging Cell,1474-9718,Journal article/Review (Hybrid journal),Age-associated changes in long chain fatty acid profile during healthy ageing promote pro-inflammatory monocyte polarisation via PPAR,,RCUK,,,BBSRC,,,???,,,07/07/2015,,,,GBP,1584,1320,264,,,,1584,CC BY,Yes,Yes,
Aston University,14/07/2015,Doina Gherghel,Life & Health Sciences,,26149453,10.1111/aos.12786,Doina Gherghel,Wiley-Blackwell,Acta Ophthalmologica,1755-375X,Journal article/Review (Hybrid journal),Ageing effect on flicker-induced diameter changes in retinal microvessels of healthy individuals,06/07/2015,Institutional,,,,,,,,,14/07/2015,,,,GBP,1800,1500,300,,Wiley pre-payment discount,,,CC BY-NC-ND,Yes,Yes,
Aston University,26/05/2015,Michael Butler,Aston Business School,,,10.1111/ijmr.12071,Michael Butler,Wiley-Blackwell,International Journal of Management Reviews,1460-8545,Journal article/Review (Hybrid journal),How Organizational Cognitive Neuroscience can Deepen our Understanding of Managerial Decision Making ?,17/06/2015,Other,Institutional,,,,,,,,27/05/2015,1800,1500,300,GBP,1800,1500,300,,Pre-payment discount,,,None,No,No,"OA, non-CC, but British Academy of Management & Wiley retain copyright - will be CC BY in future?"
Cardiff University,09/11/2015,Phil Stephens,BIOSI,,,10.5966/sctm.2015-0043,,AlphaMed,Stem Cells Translational Medicine,2157-6564,Journal article/Review (Hybrid journal),Oral Mucosal Lamina Propria-Progenitor Cells Exert Antibacterial Properties via the Secretion of Osteoprotegerin and Haptoglobin,16/09/2015,RCUK,,,MRC,,,G0901562,,,,1500,1500,0,USD,1198.01,998.34,199.67,0,,,1198.01,None,No,No,
Cardiff University,06/01/2015,,,,,10.4049/jimmunol.1401785,,American Association of Immunologists,Journal of Immunology,,,Antibody Stabilization of Peptide–MHC Multimers Reveals Functional T Cells Bearing Extremely Low-Affinity TCRs,12/01/2014,COAF,,,Wellcome Trust,,,WT100327MA,,,30/01/2015,,,,GBP,1650,,,,,,,CC BY,Yes,No,
Cardiff University,02/11/2015,David Cole,MEDIC,PMC4671089,26553072,10.4049/jimmunol.1402787,,American Association of Immunologists,Journal of Immunology,0022-1767,Journal article/Review (Hybrid journal),Enhanced detection of Antigen Specific CD4+ T-Cells using altered peptide flanking residue peptide MHC class II multimers,11/09/2015,COAF,,,Wellcome Trust,,,WT095767,,,12/04/2015,3000,3000,0,USD,2416.1,2013.42,402.68,0,,2416.1,,CC BY,Yes,Yes,
Cardiff University,06/03/2015,,,,,10.4049/jimmunol.1402956,,American Association of Immunologists,Journal of Immunology,,,Functional Analysis of a Complement Polymorphism (rs17611) Associated with Rheumatoid Arthritis,27/02/2015,COAF,,,Arthritis Research UK,,,19436,,,20/03/2015,,,,GBP,2478.48,,,,,,,CC BY,Yes,No,
Cardiff University,13/05/2015,,,,,10.4049/jimmunol.1402961,,American Association of Immunologists,Journal of Immunology,,,Skin Metabolites Define New Paradigm in the Localization of Skin Tropic Memory T Cells,22/05/2015,RCUK,,,MRC,,,MR/L018284/1,,,,,,,,,,,,,,,CC BY,Yes,Yes,
Cardiff University,13/08/2015,Rebecca Melen,CHEMY,,,10.1021/acs.organomet.5b00546,,American Chemical Society,Organometallics,0276-7333,Journal article/Review (Hybrid journal),"Diverging Pathways in the Activation of Allenes with Lewis Acids and Bases: Addition, 1,2-Carboboration, and Cyclization",13/08/2015,Institutional,,,,,,,,,14/09/2015,3000,3000,0,USD,2365.78,1971.48,394.3,0,,,,,,No,
Cardiff University,04/11/2015,Rebecca Melen,CHEMY,,,10.1021/acs.organomet.5b00753,,American Chemical Society,Organometallics,0276-7333,Journal article/Review (Hybrid journal),Pathways to Functionalized Heterocycles: Propargyl Rearrangement using B(C6F5)3,21/10/2015,Institutional,,,,,,,,,11/12/2015,3000,3000,0,USD,2407.38,2006.15,401.23,0,,,,,,Yes,
Cardiff University,14/05/2015,,,,,10.1021/acscatal.5b00480,,American Chemical Society,ACS Catalysis,,,Au-Pd Nanoparticles Dispersed on Composite Titania/Graphene Oxide-Supports as a Highly Active Oxidation Catalyst,29/04/2015,RCUK,,,EPSRC,,,EP/K014854/1,,,16/06/2015,,,,GBP,1587.81,,,Yes for CC BY,,,,Unknown,No,No,
Cardiff University,20/11/2015,Rebecca Melen,CHEMY,,,10.1021/jacs.5b09311,,American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal article/Review (Hybrid journal),Cyclopropanation / Carboboration Reactions of Enynes with B(C6F5)3,18/11/2015,Institutional,,,,,,,,,12/04/2015,3000,3000,0,USD,2416.1,2013.42,402.68,0,,,,,,Yes,
Cardiff University,21/10/2015,David Jesson,PHYSX,,,10.1063/1.4934218,,American Institute of Physics,Applied Physics Letters,0003-6951,Journal article/Review (Hybrid journal),Congruent evaporation temperature of molecular beam epitaxy grown GaAs (001) determined by local droplet etching,20/10/2015,Institutional,,,,,,,,,11/05/2015,2200,2200,0,USD,1759.06,1465.88,293.18,0,,,,None,,Yes,
Cardiff University,11/09/2015,Juan Viterbo,PHYSX,,,10.1103/physrevb.92.144512,,American Physical Society,Physical Review B,1098-0121,Journal article/Review (Hybrid journal),Enhancements of pinning by superconducting nanoarrays,21/10/2015,Institutional,,,,,,,,,10/09/2015,1700,1700,0,USD,1352.34,1126.95,225.39,0,,,,CC BY,,No,
Cardiff University,16/03/2015,,,,,10.1037/bne0000059,,American Psychological Association,Behavioral Neuroscience,,,Early life stress produces compulsive-like but not impulsive behavior in females,06/01/2015,RCUK,,,MRC,,,MR/L010305/1,,,,,,,,,,,,Pre-payment discount,,,CC BY,Yes,Yes,
Cardiff University,22/10/2015,John Pearce,PSYCH,,,10.1037/xan0000056,,American Psychological Association,Journal of Experimental Psychology: Animal Learning and Cognition,2329-8456,Journal article/Review (Hybrid journal),Asymmetric generalization of length in the rat,27/04/2015,RCUK,,,BBSRC,,,BB/H006176,,,11/02/2015,4000,4000,0,USD,3185.77,2654.81,530.96,0,Pre-payment discount,,3185.77,CC BY,Yes,Yes,
Cardiff University,06/10/2015,,,,,10.1037/xan0000073,,American Psychological Association,Journal of Experimental Psychology: Animal Learning and Cognition,,,Asymmetry in the Discrimination of Quantity: The Role of Stimulus Generalization,,RCUK,,,BBSRC,,,BB/H006176,,,,,,,,,,,,Pre-payment discount,,,,,,
Cardiff University,08/12/2015,Rob Honey,PSYCH,,,10.1037/xap0000061,,American Psychological Association,Journal of Experimental Psychology: Applied,1076-898X,Journal article/Review (Hybrid journal),Goal-oriented training affects decision-making processes in virtual and simulated fire and rescue environments,11/02/2015,Institutional,,,,,,,,,,3000,3000,0,USD,,,,0,Pre-payment discount,,,None,,Yes,
Cardiff University,13/10/2015,Ulrich von Hecker,PSYCH,,,10.1037/xlm0000220,,American Psychological Association,"Journal of Experimental Psychology: Learning, Memory, and Cognition",0278-7393,Journal article/Review (Hybrid journal),Spatial processes in linear ordering,12/07/2015,Institutional,,,,,,,,,,,,,,,,,0,Pre-payment discount,,,None,,Yes,
Cardiff University,12/01/2015,Stephan Collishaw,MEDIC,,,,,American Psychological Association,Journal of Abnormal Psychology,0021-843X,Journal article/Review (Hybrid journal),Examining whether offspring psychopathology influences illness course in mothers with recurrent depression using a high-risk longitudinal sample,,RCUK,,,ESRC,,,ES/J011657/1,,,,,,,,,,,0,Pre-payment discount,,,,,,
Cardiff University,26/06/2015,,,,,10.1074/jbc.m114.622522,,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,,,Distortion of the MHC class I binding groove to accommodate an insulinderived,,COAF,,,Wellcome Trust,,,WT095767,,,,,,,,,,,,,,,,,,
Cardiff University,30/03/2015,,,,,10.1074/jbc.m114.625939,,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,,,Hyaluronan regulates Bone Morphogenetic Protein-7 dependent prevention and reversal of myofibroblast phenotype,25/02/2015,RCUK,,,MRC,,,MR/K010328/1,,,13/04/2015,,,,GBP,1669.33,,,,Pre-payment discount,,,CC BY,Yes,Yes,
Cardiff University,23/06/2015,,,,,10.1074/jbc.m115.640524,,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,,,Characterization of Zinc Influx Transporters (ZIPs) in Pancreatic Beta Cells: Roles in Regulating Cytosolic Zinc Homeostasis and Insulin Secretion,,COAF,,,Wellcome Trust,,,091991/Z/10/Z,,,,,,,,,,,,,,,,,,
Cardiff University,02/11/2015,Tony Lai,MEDIC,,,10.1074/jbc.m115.658443,,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,0021-9258,Journal article/Review (Hybrid journal),"Essential Role of the EF-hand Domain in Targeting Sperm Phospholipase C to Membrane Phosphatidylinositol 4,5-Bisphosphate (PIP2)",10/01/2015,Institutional,,,,,,,,,20/11/2015,1500,1500,0,USD,1255.86,989.88,265.98,0,Pre-payment discount,,,CC BY,,No,
Cardiff University,23/11/2015,Jean-Yves Maillard,PHRMY,,,10.1128/aem.03010-15,,American Society for Microbiology,Applied and Environmental Microbiology,0099-2240,Journal article/Review (Hybrid journal),An Investigation of the Sporicidal Mechanism of Activity for the Synergistic Combination of Peracetic Acid and Hydrogen Peroxide,12/04/2015,Institutional,,,,,,,,,01/05/2016,2250,2250,0,USD,1885.48,1571.23,314.25,0,,,,CC BY,,No,
Cardiff University,30/03/2015,,,,,10.1128/jvi.03586-14,,American Society for Microbiology,Journal of Virology,,,Peptide dependent recognition of HLA-B* 57.01 by KIR3DS1,03/04/2015,COAF,,,Wellcome Trust,,,WT100326,,,,,,,,,,,,,,,Unknown,No,No,"Publisher cannot change license, can only issue an erratum in following issue."
Cardiff University,28/07/2015,Devin Sapsford,ENGIN,,,10.1061/(asce)ee.1943-7870.0001014,,American Society of Civil Engineers,Journal of Environmental Engineering,0733-9372,Journal article/Review (Hybrid journal),Physicochemical Characterization of Sludge Originating from Vegetable Oil-Based Cutting Fluids,09/04/2015,Institutional,,,,,,,,,08/05/2015,1750,1750,0,USD,1363.37,1136.14,227.23,0,Pre-payment discount,,,CC BY,,No,
Cardiff University,02/09/2015,Pete Burnap,COMSC,,,10.1145/2808797.2809281,,Association for Computing Machinery,Proceedings of the 2015 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining (ASONAM),,Conference Paper/Proceeding/Abstract,Real-time Classification of Malicious URLs on Twitter using Machine Activity Data,01/01/2015,RCUK,,,EPSRC,,,EP/K03345X/1,,,15/10/2015,700,700,0,USD,554.2,461.83,92.37,0,,,554.2,None,No,No,
Cardiff University,23/01/2015,,,,,10.1167/15.1.24,,Association for Research in Vision and Ophthalmology,Journal of Vision,,,Saccadic compensation for reflexive optokinetic nystagmus just as good as compensation for volitional pursuit,26/01/2015,RCUK,,,ESRC,,,ES/K002325/1,,,02/03/2015,,,,GBP,1104.14,,,,,,,Unknown,No,No,
Cardiff University,27/03/2015,,,,,10.1167/15.3.20,,Association for Research in Vision and Ophthalmology,Journal of Vision,,,The effect of eye-movements and blinks on afterimage appearance and duration,26/03/2015,RCUK,,,ESRC,,,ES/K002325/1,,,13/04/2015,,,,GBP,1314.6,,,,,,,Unknown,No,No,
Cardiff University,30/11/2015,Lesley Jones,MEDIC,,,10.1186/s12864-015-2251-4,,BioMed Central,BMC Genomics,1471-2164,Journal article/Review (Full OA journal),Similar striatal gene expression profiles in the striatum of the YAC128 and HdhQ150 mouse models of Huntington's disease are not reflected in mutant Huntingtin inclusion prevalence,21/12/2015,Institutional,,,,,,,,,,,,,,,,,0,Pre-payment discount,,,CC BY,,Yes,
Cardiff University,06/10/2015,Elizabeth Randell,MEDIC,,,10.1186/s12875-015-0359-x,,BioMed Central,BMC Family Practice,1471-2296,Journal article/Review (Full OA journal),"Eligibility for interventions, co-occurrence and risk factors for unhealthy behaviours in patients consulting for routine primary care: results from the Pre-Empt study",10/09/2015,RCUK,,,MRC,,,G0501283,,,10/07/2015,1397.4,1164.5,232.9,GBP,1397.4,1164.5,232.9,0,Pre-payment discount,,1397.4,CC BY,Yes,Yes,
Cardiff University,21/07/2015,Jemima Collins,MEDIC,,,10.1186/s12885-015-1565-6,,BioMed Central,BMC Cancer,1471-2407,Journal article/Review (Full OA journal),Association of sarcopenia and observed physical performance with attainment of multidisciplinary team planned treatment in non-small cell lung cancer: an observational study protocol.,24/07/2015,Institutional,,,,,,,,,24/07/2015,1650,1375,275,GBP,1650,1375,275,0,Pre-payment discount,,,CC BY,,No,
Cardiff University,11/08/2015,Chris Hurt,MEDIC,,,10.1186/s12885-015-1598-x,,BioMed Central,BMC Cancer,1471-2407,Journal article/Review (Full OA journal),"PATHOS: A phase II/III trial of risk-stratified, reduced intensity adjuvant treatment in patients undergoing transoral surgery for Human papillomavirus (HPV) – positive oropharyngeal cancer",27/08/2015,Institutional,,,,,,,,,09/07/2015,1704,1420,284,GBP,1704,1420,284,0,Pre-payment discount,,,CC BY,,No,
Cardiff University,12/09/2015,Grace McCutchan,MEDIC,,,10.1186/s12885-015-1972-8,,BioMed Central,BMC Cancer,1471-2407,Journal article/Review (Full OA journal),"Influences of cancer symtpom knowledge, beliefs and barriers on cancer symtpom presenation in relation to socioeconomic deprivation: a systematic review",23/12/2015,Institutional,,,,,,,,,,,,,GBP,,,,0,Pre-payment discount,,,CC BY,,Yes,
Cardiff University,20/08/2015,Graham Moore,SOCSI,,,10.1186/s12889-015-2244-x,,BioMed Central,BMC Public Health,1471-2458,Journal article/Review (Full OA journal),Socioeconomic gradients in the effects of universal school-based health behaviour interventions: a systematic review of intervention studies,17/09/2015,RCUK,,,MRC,,,MR/K021400/1,,,,,,,,,,,0,Pre-payment discount,,,CC BY,Yes,Yes,
Cardiff University,11/12/2015,Catherine Sampson,MEDIC,,,10.1186/s12890-015-0145-5,,BioMed Central,BMC Pulmonary Medicine,1471-2466,Journal article/Review (Full OA journal),The Care Needs of Patients with Idiopathic Pulmonary Fibrosis and their Carers (CaNoPy): results of a qualitative study.,12/04/2015,Institutional,,,,,,,,,,,,,,,,,0,Pre-payment discount,,,CC BY,,Yes,
Cardiff University,16/06/2015,,,,,10.1186/s12909-015-0305-6,,BioMed Central,BMC Medical Education,,,Optimising Single-Best Answer Questions: Practical Advice from Question Writing Experience,,Institutional,,,,,,,,,,,,,,,,,,Pre-payment discount,,,,,,
Cardiff University,25/11/2015,Trevor Dale,BIOSI,PMC4672529,26643252,10.1186/s12943-015-0475-1,,BioMed Central,Molecular Cancer,1476-4598,Journal article/Review (Full OA journal),A functional connectome: regulation of Wnt/TCF-dependent transcription by pairs of pathway activators.,12/08/2015,COAF,COAF,,Cancer Research UK,Cancer Research UK,,C368/A45454,C368/A4669,,,,,,,,,,0,,,,CC BY,Yes,Yes,
Cardiff University,19/08/2015,Wen Jiang,MEDIC,,,10.1186/s12967-015-0639-1,,BioMed Central,Journal of Translational Medicine,1479-5876,Journal article/Review (Full OA journal),"YangZheng XiaoJi exerts anti-tumour growth effects by antagonising the effects of HGF and its receptor, cMET in human lung cancer cells",27/08/2015,Institutional,,,,,,,,,,1590,1325,265,GBP,1590,1325,265,0,,,,CC BY,,No,
Cardiff University,11/05/2015,Rhys Carrington,MEDIC,,,10.1186/s13014-015-0537-y,,BioMed Central,Radiation Oncology,1748-717X,Journal article/Review (Full OA journal),The effect of dose escalation on gastric toxicity when treating lower oesophageal tumours: A radiobiological investigation.,19/11/2015,Institutional,,,,,,,,,,,,,,,,,0,,,,CC BY,,Yes,
Cardiff University,12/09/2015,Nina Gobat,MEDIC,,,10.1186/s13063-015-1110-6,,BioMed Central,Trials,1745-6215,Journal article/Review (Full OA journal),"Key stakeholder perceptions about consent to participate in acute illness research: a rapid, systematic review to inform epi/pandemic research preparedness",29/12/2015,Institutional,,,,,,,,,,,,,,,,,0,,,,CC BY,,No,
Cardiff University,11/04/2015,Joanna James,BIOSI,,,10.1186/s13071-015-1199-1,,BioMed Central,Parasites & Vectors,1756-3305,Journal article/Review (Full OA journal),Reduced aggression and foraging efficiency of invasive signal crayfish (Pacifastacus leniusculus) infested with non-native branchiobdellidans (Annelida:Clitellata),17/11/2015,Institutional,,,,,,,,,,,,,,,,,0,,,,CC BY,,Yes,
