"APC paid (actual currency) including VAT if charged","APC paid (£) including VAT (calculated)","APC paid (£) including VAT if charged","Currency of APC","DOI","Date of APC payment","Date of initial application by author","ISSN0","Institution","Journal","Licence","PubMed Central (PMC) ID","PubMed ID","Publisher","TCO year","Type of publication","Drop?","Year of publication","period","is_hybrid","euro"
"","","2839","","10.1093/aje/kwu207","","2014-07-15","","University of Glasgow","American Journal of Epidemiology","","","","Oxford University Press (OUP)","2014","","0","","2014","","3521.81"
"","","","","","","","","","","","","","","","","","","","",""
"","","2040","","10.1088/0264-9381/31/18/185011","","2014-07-22","","University of Glasgow","Classical and Quantum Gravity","","","","IOP Publishing","2014","","0","","2014","","2530.64"
"","","784.06","USD","10.1364/oe.22.018662","","2014-07-22","","University of Glasgow","Optics Express","","","","Optical Society of America","2014","","0","","2014","","972.63"
"","","400","","10.1177/1474474014542745","","2014-07-23","","University of Glasgow","Curtural Geographies","","","","SAGE Publications","2014","","0","","2014","","496.2"
"","","402","","10.1128/jvi.01567-14","","2014-07-23","","University of Glasgow","Journal of Virology ","","","","American Society for Microbiology","2014","","0","","2014","","498.69"
"","","1500","","10.1111/rssc.12082","","2014-07-24","","University of Glasgow","Journal of the Royal Statistical Society: Series C (Applied Statistics)","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","2296.07","USD","10.1021/jo5014492","","2014-07-25","","University of Glasgow","Journal of Organic Chemistry","","","","American Chemical Society (ACS)","2014","","0","","2014","","2848.3"
"","","2726.89","USD","10.1021/ic500885r","","2014-07-28","","University of Glasgow","Inorganic Chemistry","","","","American Chemical Society (ACS)","2014","","0","","2014","","3382.73"
"","","1357.7","USD","10.1364/oe.22.019284","","2014-07-29","","University of Glasgow","Optics Express","","","","Optical Society of America","2014","","0","","2014","","1684.24"
"","","1500","","10.1111/jvh.12310","","2014-07-29","","University of Glasgow","Journal of Viral Hepatitis","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","1609.2","","10.1080/00076791.2014.950956","","2014-07-29","","University of Glasgow","Business History","","","","Informa UK Limited","2014","","0","","2014","","1996.23"
"","","1004.4","USD","10.1371/journal.pone.0110858","","2014-08-01","","University of Glasgow","PLOSONE","","","","Public Library of Science (PLoS)","2014","","0","","2014","","1245.97"
"","","847.8","USD","10.1103/physrevx.4.041004","","2014-08-05","","University of Glasgow","Physical Review X","","","","American Physical Society (APS)","2014","","0","","2014","","1051.7"
"","","2040","","10.1088/2040-8978/16/10/105710","","2014-08-05","","University of Glasgow","Journal of Optics","","","","IOP Publishing","2014","","0","","2014","","2530.64"
"","","","","","","","","","","","","","","","","","","","",""
"","","1080","","10.1088/1367-2630/16/9/093008","","2014-08-13","","University of Glasgow","New Journal of Physics","","","","IOP Publishing","2014","","0","","2014","","1339.75"
"","","1227.99","","10.1016/j.jneumeth.2014.08.003","","2014-08-13","","University of Glasgow","Journal of Neuroscience Methods","","","","Elsevier BV","2014","","0","","2014","","1523.33"
"","","1500","","10.1144/qjegh2014-011","","2014-08-14","","University of Glasgow","Quarterly Journal of Engineering Geology and Hydrogeology","","","","The Geological Society","2014","","0","","2014","","1860.77"
"","","2040","","10.1088/1612-2011/11/11/115804","","2014-08-15","","University of Glasgow","Laser Physics Letters","","","","IOP Publishing","2014","","0","","2014","","2530.64"
"","","2040","","10.1088/2040-8978/16/10/105404","","2014-08-15","","University of Glasgow","Journal of Optics","","","","IOP Publishing","2014","","0","","2014","","2530.64"
"","","1657","","10.1136/jech-2014-203990","","2014-08-20","","University of Glasgow","Journal of Epidemiology and Community Health","","","","BMJ","2014","","0","","2014","","2055.53"
"","","200","","10.1177/1471082x14524673","","2014-08-20","","University of Glasgow","Statistical Modelling","","","","SAGE Publications","2014","","0","","2014","","248.1"
"","","1123.03","USD","10.1177/2041731414552114","","2014-08-22","","University of Glasgow","Journal of Tissue Engineering ","","","","SAGE Publications","2014","","0","","2014","","1393.13"
"","","300","","10.1332/030557314x14080105693951","","2014-08-22","","University of Glasgow","Policy and Politics","","","","Policy press","2014","","0","","2014","","372.15"
"","","1374.72","","10.1364/oe.22.021690","","2014-08-26","","University of Glasgow","Optics Express","","","","Optical Society of America","2014","","0","","2014","","1705.35"
"","","2059.2","","10.1016/j.anbehav.2014.09.012","","2014-08-26","","University of Glasgow","Animal Behaviour","","","","Elsevier BV","2014","","0","","2014","","2554.46"
"","","1740","","10.1039/c4lc00749b","","2014-08-28","","University of Glasgow","Lab on a chip","","","","Royal Society of Chemistry (RSC)","2014","","0","","2014","","2158.49"
"","","1350","","10.1371/journal.pone.0111789","","2014-08-29","","University of Glasgow","PLOS One","","","","Public Library of Science (PLoS)","2014","","0","","2014","","1674.69"
"","","1500","","10.1002/term.1957","","2014-09-01","","University of Glasgow","Journal of Tissue Engineering and Regenerative Medicine ","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","2285.17","EUR","10.1016/j.jmps.2014.09.003","","2014-09-02","","University of Glasgow","Mechanics and Physics of Solids","","","","Elsevier BV","2014","","0","","2014","","2834.78"
"","","2077.43","EUR","10.1016/j.gca.2014.08.019","","2014-09-03","","University of Glasgow","Geochimica et Cosmochimca Acta","","","","Elsevier BV","2014","","0","","2014","","2577.07"
"","","1500","","10.15252/embj.201488887","","2014-09-03","","University of Glasgow","EMBO Journal","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","1472.53","USD","10.1073/pnas.1401383111","","2014-09-03","","University of Glasgow","PNAS","","","","PNAS","2014","","0","","2014","","1826.69"
"","","2753.06","USD","10.1128/jvi.02183-14","","2014-09-05","","University of Glasgow","Journal of Virology","","","","American Society for Microbiology","2014","","0","","2014","","3415.2"
"","","1740","","10.1093/mnras/stu1857","","2014-09-11","","University of Glasgow","Monthly Notices of the Royal Astronomical Society","","","","","2014","","0","","2014","","2158.49"
"","","1830","USD","10.2105/ajph.2014.302279","","2014-09-12","","University of Glasgow","American Journal of Public Health","","","","American Public Health Association","2014","","0","","2014","","2270.13"
"","","2040","","10.1088/0264-9381/31/21/215009","","2014-09-12","","University of Glasgow","Classical and Quantum Gravity","","","","IOP ","2014","","0","","2014","","2530.64"
"","","1800","","10.1093/pubmed/fdu078","","2014-09-15","","University of Glasgow","Journal of Public Health","","","","Oxford University Press (OUP)","2014","","0","","2014","","2232.92"
"","","1472.53","USD","10.1073/pnas.1412706111","","2014-09-15","","University of Glasgow","PNAS","","","","","2014","","0","","2014","","1826.69"
"","","2928","USD","10.1021/nn504767g","","2014-09-17","","University of Glasgow","ACS Nano","","","","American Chemical Society (ACS)","2014","","0","","2014","","3632.21"
"","","2040","","10.1088/0264-9381/31/21/215009","","2014-09-18","","University of Glasgow","IOP Classical and Quantum Gravity","","","","IOP Publishing","2014","","0","","2014","","2530.64"
"","","1500","","10.1111/cmi.12368","","2014-09-18","","University of Glasgow","Cellular Microbiology","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","1242.93","USD","10.1104/pp.114.244319","","2014-09-19","","University of Glasgow","Plant Physiology","","","","American Society of Plant Biologists","2014","","0","","2014","","1541.87"
"","","","","","","","","","","","","","","","","","","","",""
"","","2077.43","","10.1016/j.gca.2014.09.014","","2014-09-19","","University of Glasgow"," Geochemica et Cosmochimica Acta","","","","Elsevier BV","2014","","0","","2014","","2577.07"
"","","988.2","","10.1371/journal.pone.0110362","","2014-09-22","","University of Glasgow","PLOS ONE","","","","Public Library of Science (PLoS)","2014","","0","","2014","","1225.87"
"","","2077.43","","10.1016/j.socscimed.2014.09.037","","2014-09-23","","University of Glasgow","Social Science and Medicine","","","","Elsevier BV","2014","","0","","2014","","2577.07"
"","","3360","","10.1038/icb.2014.90","","2014-09-24","","University of Glasgow","Immunology & Cell Biology","","","","Springer Nature","2014","","0","","2014","","4168.11"
"","","2550","","10.1136/bmjopen-2014-006547","","2014-09-25","","University of Glasgow","BMJ Open ","","","","BMJ","2014","","0","","2014","","3163.3"
"","","1004.4","USD","10.1371/journal.pone.0110811","","2014-09-29","","University of Glasgow","PLOS One","","","","Public Library of Science (PLoS)","2014","","0","","2014","","1245.97"
"","","3462.38","","10.1016/j.cub.2014.09.075","","2014-09-30","","University of Glasgow","Current Biology","","","","Elsevier BV","2014","","0","","2014","","4295.12"
"","","1194","","10.1108/joepp-09-2014-0061","","2014-10-03","","University of Glasgow","Journal of Organizational Effectiveness: People and Performance","","","","Emerald","2014","","0","","2014","","1481.17"
"","","1500","","10.1111/rati.12085","","2014-10-03","","University of Glasgow","Ratio","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","1709.28","EUR","10.1016/j.clinph.2014.10.007","","2014-10-06","","University of Glasgow","Clinical Neurophysiology","","","","Elsevier BV","2014","","0","","2014","","2120.38"
"","","2915","","10.1038/ncomms6571","","2014-10-06","","University of Glasgow","Nature Communications","","","","Springer Nature","2014","","0","","2014","","3616.09"
"","","1740","","10.1039/c4cp03505d","","2014-10-07","","University of Glasgow","Physical Chemistry Chemical Physics","","","","Royal Society of Chemistry (RSC)","2014","","0","","2014","","2158.49"
"","","1500","","10.1002/cnm.2691","","2014-10-08","","University of Glasgow","International Journal for Numerical Methods in Biomedical Engineering","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","2976","USD","10.1021/nl5015298","","2014-10-10","","University of Glasgow","Nano Letters","","","","American Chemical Society (ACS)","2014","","0","","2014","","3691.76"
"","","1500","","10.1002/jbm.b.33302","","2014-10-15","","University of Glasgow","Journal of Biomedical Materials Research: Part B - Applied Biomaterials ","","","","Wiley-Blackwell","2014","","0","","2014","","1860.77"
"","","2311.08","","10.3109/09687637.2014.977228","","2014-10-15","","University of Glasgow","Drugs: Education, Prevention and Policy","","","","Informa Healthcare","2014","","0","","2014","","2866.92"
"","","1609.2","","10.1080/09662839.2014.968134","","2014-10-16","","University of Glasgow","European Security","","","","Informa UK Limited","2014","","0","","2014","","1996.23"
"","","1401.7","USD","10.1364/oe.22.028467","","2014-10-17","","University of Glasgow","Optics Express","","","","Optical Society of America","2014","","0","","2014","","1738.82"
"","","967.2","USD","10.1642/auk-13-243.1","","2014-10-20","","University of Glasgow","The Auk","","","","The American Ornithologists' Union (BioOne)","2014","","0","","2014","","1199.82"
"","","1709.28","EUR","10.1016/j.apcata.2014.10.030","","2014-10-21","","University of Glasgow","Applied Catalysis A: General","","","","Elsevier BV","2014","","0","","2014","","2120.38"
"","","1683.5","","10.1103/physrevlett.113.240404","","2014-10-24","","University of Glasgow","Physical Review Letters","","","","American Physical Society (APS)","2014","","0","","2014","","2088.4"
"","","1400","","10.1068/p7766","","2014-10-27","","University of Glasgow","Perception","","","","Pion","2014","","0","","2014","","1736.71"
"","","1450","","10.1039/c4ce01379d","","2014-10-27","","University of Glasgow","CrystEngComm","","","","Royal Society of Chemistry (RSC)","2014","","0","","2014","","1798.74"
"","","1700","","10.1088/0264-9381/32/3/035002","","2014-10-27","","University of Glasgow","Classical and Quantum Gravity","","","","IOP Publishing","2014","","0","","2014","","2108.87"
"","","1350","","10.1371/journal.pone.0112642","","2014-10-27","","University of Glasgow","PLOS One","","","","Public Library of Science (PLoS)","2014","","0","","2014","","1674.69"
"","","2085.6","EUR","10.1007/s00265-014-1834-4","","2014-10-29","","University of Glasgow","Behavioural Ecology & Sociology","","","","Springer Nature","2014","","0","","2014","","2587.21"
"","","1657.5","","10.1136/bmjopen-2014-005717","","2014-10-31","","University of Glasgow","BMJ Open ","","","","BMJ publishing group","2014","","0","","2014","","2056.15"
"","","1497.6","","10.3389/fnhum.2014.00941","","2014-11-04","","University of Glasgow","Frontiers in Human Neuroscience","","","","Frontiers Media SA","2014","","0","","2014","","1857.79"
"","","2304","USD","10.1016/j.jgg.2014.06.002","","2014-11-06","","University of Glasgow","Journal of Genetics and Genomics","","","","Elsevier BV","2014","","0","","2014","","2858.14"
"","","1504.16","EUR","10.1016/j.ultramic.2014.10.014","","2014-11-06","","University of Glasgow","Ultramicroscopy","","","","","2014","","0","","2014","","1865.93"
