"","Title","Title.Alternative","Identifier","Publisher","Language","ISSN","EISSN","Keyword","Start.Year","End.Year","Added.on.date","Subjects","Country","Publication.fee","Further.Information","CC.License","Content.in.DOAJ"
"69","Encounters on Education","Encuentros sobre Educación : Rencontres sur l'Éducation","http://library.queensu.ca/ojs/index.php/encounters/index","Queen's University","English,Spanish,French","1494-4936","1925-8992","history of education,educational theory,critical pedagogy",2000,NA,"2011-05-10T09:42:42Z","Education (General),Education,Education,Social Sciences","Canada","N","http://library.queensu.ca/ojs/index.php/encounters/about/submissions#authorGuidelines","","Yes"
"70","Makara Seri Sosial Humaniora","Makara of Social Sciences and Humanities Series","http://journal.ui.ac.id/humanities","Universitas Indonesia","Indonesian,English","1693-6701","","social sciences,humanities,psychology,sociology",2002,NA,"2011-05-13T11:03:04Z","Social sciences (General),Social Sciences,Social Sciences","Indonesia","N","http://journal.ui.ac.id/index.php/humanities/about/submissions#authorGuidelines","by","Yes"
"71","Journal of Ecology and Environment","","http://www.jecoenv.org","Ecological Society of Korea, Korean Society of Limnology, Korean Society of Environmental Biology","English","2287-8327","2288-1220","field biology,plant ecology,agricultural ecology,wetland ecology,island ecology,behavioral ecology",2013,NA,"2013-04-21T20:43:37Z","Ecology,Biology (General),Science,Ecology,Earth and Environmental Sciences","South Korea","Y","http://www.jecoenv.org/journal.do?method=journalintro&journalSeq=J000028&menuId=0202&introMenuId=0103","by-nc","Yes"
"72","Atlas Journal of Biology","","http://www.atlas-publishing.org/2013/07/17/atlas-journal-of-biology-issn-2158-9151/","Atlas Publishing, LP","English","2158-9151","","life sciences",2010,NA,"2011-05-16T11:01:38Z","Biology (General),Science,Biology,Biology and Life Sciences","United States","Y","http://www.atlas-publishing.org/manuscript-submission/","","Yes"
"73","Cadmus","","http://www.cadmusjournal.org/","Risk Institute, Trieste- Geneva","English","2038-5242","2038-5250","economics,global governance,human capital,peaceful evolution",2010,NA,"2011-05-18T14:15:14Z","International relations,Political science,Political Science,Law and Political Science","Italy","N","http://www.cadmusjournal.org/content/editorial-policy","","Yes"
"74","Present Environment and Sustainable Development","PESD : Present Environment & Sustainable Development","http://www.pesd.ro","Alexandru Ioan Cuza University of Iasi","English,French","1843-5971","2284-7820","environmental science,environmental geography,sustainable development",2007,NA,"2011-05-18T14:17:07Z","Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","Romania","N","http://www.pesd.ro/Paper%20submission.html","","Yes"
"75","Revista de la Unión Matemática Argentina","Revista de la UMA : Revista de la Union Matematica Argentina","http://inmabb.criba.edu.ar/revuma/revuma.php","Unión Matemática Argentina","English,Spanish","0041-6932","1669-9637","pure mathematics,applied mathematics",2004,NA,"2011-05-19T10:07:34Z","Mathematics,Science,Mathematics,Mathematics and Statistics","Argentina","N","http://inmabb.criba.edu.ar/revuma/revuma.php?p=forauthors","","Yes"
"76","Domínios de Lingu@gem","Dominios de Linguagem","http://www.seer.ufu.br/index.php/dominiosdelinguagem","Universidade Federal de Uberlândia","Portuguese","1980-5799","","theoretical linguistics,applied linguistics",2007,NA,"2011-05-20T10:31:46Z","Philology. Linguistics,Language and Literature,Linguistics,Languages and Literatures","Brazil","N","http://www.seer.ufu.br/index.php/dominiosdelinguagem/about/submissions#authorGuidelines","by-nc-nd","Yes"
"77","ISRN Urology","","http://www.isrn.com/journals/urology/","Hindawi Publishing Corporation","English","2090-5807","2090-5815","urology",2011,NA,"2011-05-23T12:42:14Z","Diseases of the genitourinary system. Urology,Specialties of internal medicine,Internal medicine,Medicine,Urology,Medicine (General),Health Sciences","Egypt","Y","http://www.isrn.com/journals/urology/apc/","by","Yes"
"78","ISRN Cardiology","","http://www.isrn.com/journals/cardiology/","Hindawi Publishing Corporation","English","2090-5580","2090-5599","cardiovascular diseases",2011,NA,"2011-05-23T13:00:09Z","Diseases of the circulatory (Cardiovascular) system,Specialties of internal medicine,Internal medicine,Medicine,Cardiovascular,Medicine (General),Health Sciences","Egypt","Y","http://www.isrn.com/journals/cardiology/apc/","by","Yes"
"79","Acta Geographica Debrecina. Landscape and Environment Series","","http://geo.science.unideb.hu/acta/landsenv","University of Debrecen","English","1789-4921","1789-7556","landscape ecology,environmental aspects",2007,NA,"2011-05-24T15:48:43Z","Ecology,Biology (General),Science,Ecology,Earth and Environmental Sciences,Environmental sciences,Geography. Anthropology. Recreation,Environmental Sciences,Earth and Environmental Sciences","Hungary","N","http://geo.science.unideb.hu/acta/landsenv/page/insforauthors.html","","Yes"
"80","Annals of the University of Craiova. Mathematics and Computer Science Series","Analele Universităţii din Craiova. Seria Matematică, Informatică","http://inf.ucv.ro/~ami/index.php/ami","University of Craiova","English,French","1223-6934","2246-9958","theoretical mathematics,applied mathematics,computer science",2003,NA,"2011-05-25T13:07:44Z","Mathematics,Science,Mathematics,Mathematics and Statistics","Romania","N","http://inf.ucv.ro/~ami/index.php/ami/about/submissions#authorGuidelines","","Yes"
"81","Revista Brasileira de Ecoturismo","RBEcotur","http://www.sbecotur.org.br/rbecotur/seer/index.php/ecoturismo","Sociedade Brasileira de Ecoturismo","Portuguese,English","1983-9391","","natural and protected areas,ecotourism,environmental education",2008,NA,"2011-05-26T10:13:53Z","Geography (General),Geography. Anthropology. Recreation,Geography,Earth and Environmental Sciences","Brazil","Y","http://www.sbecotur.org.br/rbecotur/seer/index.php/ecoturismo/about/submissions#authorGuidelines","by","Yes"
"82","Journal of Drug Delivery","","http://www.hindawi.com/journals/jdd/","Hindawi Publishing Corporation","English","2090-3014","2090-3022","pharmaceuticals",2011,NA,"2011-05-26T10:33:24Z","Pharmacy and materia medica,Medicine,Pharmacy and materia medica,Medicine (General),Health Sciences","Egypt","Y","http://www.hindawi.com/journals/jdd/apc/","by","Yes"
"83","CES Medicina","","http://revistas.ces.edu.co/index.php/medicina","Universidad CES","Spanish,English","0120-8705","2215-9177","medicine,epidemiology",1996,NA,"2011-05-26T15:54:02Z","Medicine (General),Medicine,Medicine (General),Health Sciences","Colombia","N","http://revistas.ces.edu.co/index.php/medicina/about/submissions#authorGuidelines","","Yes"
"84","Hermeneia : Journal of Hermeneutics, Art Theory and Art Criticism","Hermeneia : Journal of Hermeneutics, Art Theory & Art Criticism","http://hermeneia.ro","Axis Academic Foundation","English,Romanian,French,German","1453-9047","2069-8291","philosophy,hermeneutics,art theory and criticism",2003,NA,"2011-06-08T09:37:52Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion,Arts in general,Fine Arts,Arts in general,Arts and Architecture","Romania","N","http://hermeneia.ro/?page_id=9","","Yes"
"85","Acta Theologica","","http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1015-8758&lng=en&nrm=iso","University of the Free State","Afrikaans,English","1015-8758","","religion,christianity,theology",2009,NA,"2011-06-27T11:20:16Z","Doctrinal Theology,Philosophy. Psychology. Religion,Religion,Philosophy and Religion","South Africa","N","http://www.scielo.org.za/revistas/at/iinstruc.htm","","Yes"
"86","Pharmacology & Pharmacy","Pharmacology and Pharmacy","http://www.scirp.org/journal/pp/","Scientific Research Publishing","English","2157-9423","2157-9431","analytical toxicology,clinical pharmacology,drug information,health informatics,medical informatics",2010,NA,"2011-06-27T11:56:36Z","Therapeutics. Pharmacology,Medicine,Therapeutics,Medicine (General),Health Sciences","United States","Y","http://www.scirp.org/journal/pp/","by","Yes"
"87","Journal of Security Engineering","","http://www.sersc.org/journals/JSE/","SERSC","English","1738-7531","","access control,secure remote access,information security",2005,NA,"2011-06-27T15:24:33Z","Electronic computers. Computer science,Instruments and machines,Mathematics,Science,Computer Science,Technology and Engineering","South Korea","Y","http://www.sersc.org/journals/JSE/","","Yes"
"88","Journal of Plant Protection Research","JPPR","http://www.degruyter.com/view/j/jppr","Versita","English","1427-4345","1899-007X","plant pathology,protection of plants,biocontrol of plant diseases",2008,NA,"2011-06-28T15:36:55Z","Plant culture,Agriculture,Plant Sciences,Agriculture and Food Sciences","Poland","N","http://www.degruyter.com/view/supplement/s1899007X_Instructions_for_Authors.pdf","by","Yes"
"89","International Journal of Nano Dimension","IJND","http://www.ijnd.ir","Islam Azad University, Tonekabon Branch","English","2008-8868","2228-5059","materials science,nanostructured materials",2010,NA,"2011-06-29T09:20:50Z","Materials of engineering and construction. Mechanics of materials,Electrical engineering. Electronics. Nuclear engineering,Technology,Materials,Technology and Engineering","Iran","N","http://www.ijnd.ir/index.php?option=com_content&view=article&id=47&Itemid=30","by-nc-nd","Yes"
"90","Instantes y Azares : Escrituras Nietzscheanas","Instantes & Azares","http://www.instantesyazares.com.ar/","La Cebra","Spanish","1666-2849","1853-2144","Friedrich Nietzsche",2001,NA,"2011-06-29T10:41:09Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Argentina","N","http://www.instantesyazares.com.ar/archivo#!__informacion-para-autores","","Yes"
"91","Eleutheria","","http://www.eleutheria.ufm.edu/","Universidad Francisco Marroquín","Spanish,English,Portuguese","1990-2433","","philosophical theories",2004,NA,"2011-07-03T16:19:32Z","Philosophy (General),Philosophy. Psychology. Religion,Philosophy,Philosophy and Religion","Guatemala","N","http://www.eleutheria.ufm.edu/","","Yes"
"92","Lumen et Virtus","","http://www.jackbran.com.br/lumen_et_virtus/","JackBran Consult Ltda.","Portuguese,English","2177-2789","","culture,literature,philosophy,culture São Paulo",2010,NA,"2011-07-04T16:12:29Z","General Works,Multidisciplinary,General Works","Brazil","N","http://www.jackbran.com.br/lumen_et_virtus/numero4/normas.html","","Yes"
"93","Scientific Bulletin : Economic Sciences","","http://economic.upit.ro/buletin","University of Pitesti","English,German,Romanian","1583-1809","2344-4908","European economic policies,management,marketing",2008,NA,"2011-07-06T16:32:18Z","Economic theory. Demography,Social Sciences,Economics,Business and Economics","Romania","N","http://economic.upit.ro/tehnoredactare.php","by-nc","Yes"
"94","continent.","","http://www.continentcontinent.cc/index.php/continent/index","continent.","English","2159-9920","","media theory,philosophy,contemporary arts,poetry,fiction,new media",2011,NA,"2011-07-07T17:58:39Z","Communication. Mass media,Philology. Linguistics,Language and Literature,Media and communication,Social Sciences","United States","N","http://www.continentcontinent.cc/index.php/continent/about/submissions#authorGuidelines","by","Yes"
"95","Noise and Health","","http://www.noiseandhealth.org","Medknow Publications","English","1463-1741","1998-4030","noise pollution,noise reduction systems,hearing and health",1998,NA,"2011-07-11T08:48:21Z","Public aspects of medicine,Medicine,Public Health,Health Sciences","United Kingdom","N","http://www.noiseandhealth.org/contributors.asp","by-nc-sa","Yes"
"96","European Psychomotricity Journal","","http://www.psychomotor.gr","Athlotypo Sports Publishing","English","1791-3837","","psychomotor development,psychomotor activity,psychomotor education",2008,NA,"2011-07-12T10:56:09Z","General Works,Multidisciplinary,General Works","Greece","Y","http://www.psychomotor.gr/for-authors-a-reviewers/guidelines-for-authors.html","","Yes"
"97","World Journal of AIDS","","http://www.scirp.org/journal/wja","Scientific Research Publishing","English","2160-8814","2160-8822","HIV/AIDS,prevention of HIV/AIDS,treatment of HIV/AIDS",2011,NA,"2011-07-14T08:47:09Z","Immunologic diseases. Allergy,Specialties of internal medicine,Internal medicine,Medicine,Allergy and Immunology,Medicine (General),Health Sciences","United States","Y","http://www.scirp.org/journal/wja/","by","Yes"
"98","Open Journal of Pediatrics","","http://www.scirp.org/journal/ojped","Scientific Research Publishing","English","2160-8741","2160-8776","adolescent medicine,pediatric cardiology,medical genetics",2011,NA,"2011-07-14T09:22:36Z","Pediatrics,Medicine,Pediatrics,Medicine (General),Health Sciences","United States","Y","http://www.scirp.org/journal/ojped/","by","Yes"
"99","Clinical Medicine Insights : Women's Health","","http://www.la-press.com/clinical-medicine-insights-womens-health-journal-j77","Libertas Academica","English","1179-562X","","disorders specific to women",2011,NA,"2011-07-17T10:10:22Z","Medicine (General),Medicine,Medicine (General),Health Sciences","New Zealand","Y","http://www.la-press.com/author_resources.php?folder_id=121","by","Yes"
"100","Open Journal of Stomatology","","http://www.scirp.org/journal/ojst","Scientific Research Publishing","English","2160-8709","2160-8717","endodontics,oral and maxillofacial surgery,oral infection",2011,NA,"2011-07-17T18:06:17Z","Dentistry,Medicine,Dentistry,Health Sciences","United States","Y","http://www.scirp.org/journal/ojst/","by","Yes"
"101","Veterinary Science Development","","http://www.pagepress.org/vsd","PAGEPress Publications","English","2038-9698","2038-9701","animal care,parasitology",2011,NA,"2011-07-19T08:35:13Z","Veterinary medicine,Animal culture,Agriculture,Animal Sciences,Agriculture and Food Sciences","Italy","N","http://www.pagepress.org/journals/index.php/vsd/about/submissions#authorFees","by-nc","Yes"
"102","International Journal of Geosciences","","http://www.scirp.org/journal/ijg/","Scientific Research Publishing","English","2156-8359","2156-8367","earthquakes,seismology,geophysics",2010,NA,"2011-07-21T13:12:12Z","Geology,Science,Earth Sciences,Earth and Environmental Sciences","United States","Y","http://www.scirp.org/journal/ijg/","by","Yes"
