"PubMed ID","Journal Title","Open Access?","Publication Date","Publisher","Licence","EPMC lic","Fulltext in EPMC?","AAM?","DOI","E-ISSN","Type of publication","Article title","Fund that APC is paid from (1)","Fund that APC is paid from (2)","AOP?","Funder of research (1)","Grant ID (1)","Funder of research (2)","Grant ID (2)","Funder of research (3)","Grant ID (3)","Date of APC payment","APC paid (actual currency) excluding VAT","Currency of APC","APC paid (£) including VAT if charged","Additional publication costs (£)","Discounts, memberships & pre-payment agreements","Amount of APC charged to COAF grant (including VAT if charged) in £","Amount of APC charged to RCUK OA fund (including VAT if charged) in £","Licence","Notes","AOP?"
29891135,"Journal of autoimmunity",0,8/1/2018,"Elsevier BV","cc-by-nc-nd","cc-by-nc-nd",1,0,"10.1016/j.jaut.2018.05.010",,"Journal Article/Review","11 Beta-hydroxysteroid dehydrogenase type 1 regulates synovitis, joint destruction, and systemic bone loss in chronic polyarthritis","COAF",,"Unknown","Arthritis Research UK",20843,,,,,6-Jul-18,3579.07,"EUR",3883.61,,,3883.61,,"CC BY NC ND","Incorrect licence - queried with publisher ","Unknown"
29472360,"Haematologica",0,5/1/2018,"Ferrata Storti Foundation (Haematologica)","cc-by-nc","cc-by-nc",1,0,"10.3324/haematol.2017.182972",,"Journal Article/Review","Immobilized fibrinogen activates human platelets through glycoprotein VI","COAF",,"Unknown","British Heart Foundation","RG/13/18/30563",,,,,29-Jun-18,800,"EUR",854.88,,,854.88,,"CC BY",,"Unknown"
30150656,"Scientific reports",1,8/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-31173-3",,"Journal Article/Review","Endogenous Galectin-9 Suppresses Apoptosis in Human Rheumatoid Arthritis Synovial Fibroblasts","COAF",,"Unknown","Arthritis Research UK","RRAK16108","European Union","REAZ11692",,,14-Sep-18,1165,"GBP",1398,,,1398,,"CC BY",,"Unknown"
28847766,"Annals of the rheumatic diseases",0,12/1/2017,"BMJ","cc-by","cc-by",1,0,"10.1136/annrheumdis-2017-211286",,"Journal Article/Review","Identification of a transitional fibroblast function in very early rheumatoid arthritis","COAF",,"Unknown","British Heart Foundation","PG/14/28/30774","Arthritis Research UK","19899, 19791, 18547, 20298",,,28-Sep-17,1657.5,"GBP",1989,,"Institutional_Prepayment",1989,,"CC BY",,"Unknown"
29183928,"BMJ Open",1,11/1/2017,"BMJ Publishing Group","cc-by","cc-by",1,0,"10.1136/bmjopen-2017-017733",,"Journal Article/Review","Viability testing and transplantation of marginal livers (VITTAL) using normothermic machine perfusion: A study protocol for an open label, non-randomised, prospective, single arm trial","COAF",,"Unknown","Wellcome Trust","20012/Z/15/Z",,,,,29-Nov-17,1147.5,"GBP",1377,,"Institutional_Prepayment",1377,,"CC BY",,"Unknown"
28931051,"PloS one",1,1/1/2017,"Public Library of Science (PLoS)","cc-by","cc-by",1,0,"10.1371/journal.pone.0184841",,"Journal Article/Review","Interleukin-17-positive mast cells influence outcomes from BCG for patients with CIS: Data from a comprehensive characterisation of the immune microenvironment of urothelial bladder cancer","COAF",,"Unknown","Cancer Research UK","DF-21/TC/0710",,,,,30-Oct-17,1495,"USD",1228.76,,"Institutional_Prepayment",1228.76,,"CC BY",,"Unknown"
28846707,"PLoS genetics",1,8/1/2017,"Public Library of Science (PLoS)","cc-by","cc-by",1,0,"10.1371/journal.pgen.1006968",,"Journal Article/Review","Kek-6: A truncated-Trk-like receptor for Drosophila neurotrophin 2 regulates structural synaptic plasticity","COAF",,"Unknown","Wellcome Trust","094175/Z/10/Z; 073228/Z/03/Z","MRC","G0200140","BBSRC",,28-Oct-17,2250,"USD",1636.37,,"Institutional_Prepayment",1636.37,,"CC BY",,"Unknown"
28728594,"BMC medical research methodology",1,7/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12874-017-0381-x",,"Journal Article/Review","Implementing the EffTox Dose-Finding Design in the Matchpoint Trial","COAF",,"Unknown","Bloodwise",14030,,,,,20-Oct-17,1164.5,"GBP",1397.4,,"Institutional_Prepayment",1397.4,,"CC BY",,"Unknown"
29166877,"BMC cardiovascular disorders",1,11/1/2017,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s12872-017-0715-y",,"Journal Article/Review","A Prospective Study Examining the Role of Myocardial Fibrosis in Outcome Following Mitral Valve Repair IN DEgenerative Mitral Regurgitation: rationale and design of the Mitral FINDER study","COAF",,"Unknown","British Heart Foundation","PG/14/74/31056",,,,,22-Nov-17,1164.5,"GBP",1397.4,,"Institutional_Prepayment",1397.4,,"CC BY",,"Unknown"
29416879,"Research involvement and engagement",1,1/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1186/s40900-018-0089-z",,"Journal Article/Review","Establishing research priorities relating to the long-term impact of TIA and minor stroke through stakeholder-centred consensus","COAF",,"Unknown","Wellcome Trust","RCHX19467",,,,,25-Jan-18,1330.25,"GBP",1596.3,,"Institutional_Prepayment",1596.3,,"CC BY",,"Unknown"
29590099,"PLoS medicine",1,3/1/2018,"Public Library of Science (PLoS)","cc-by","cc-by",1,0,"10.1371/journal.pmed.1002542",,"Journal Article/Review","Polycystic ovary syndrome (PCOS), androgen excess and the risk of non-alcoholic fatty liver disease (NAFLD) in women: a longitudinal study based on a UK primary care database","COAF",,"Unknown","Wellcome Trust",92283,,,,,28-Mar-18,2900,"USD",2383.56,,"Institutional_Prepayment",2383.56,,"CC BY",,"Unknown"
29275334,"Annals of the rheumatic diseases",0,3/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/annrheumdis-2017-212268",,"Journal Article/Review","Effect of rituximab on a salivary gland ultrasound score in primary Sjögren’s syndrome: results of the TRACTISS randomised double-blind multicentre sub-study","COAF",,"Unknown","Arthritis Research UK",18810,,,,,23-Jan-18,1657.5,"GBP",1989,,"Institutional_Prepayment",1989,,"CC BY",,"Unknown"
29101259,"Gut",0,4/1/2018,"BMJ","cc-by","cc-by",1,0,"10.1136/gutjnl-2017-314861",,"Journal Article/Review","Deciphering the biology of IgG4 related disease: specific antigens and disease?","COAF",,"Unknown","Wellcome Trust","108741/Z/15/Z",,,,,3-Nov-17,1657.5,"GBP",1989,,"Institutional_Prepayment",1989,,"CC BY",,"Unknown"
29435346,"BMJ open respiratory research",1,1/1/2017,"BMJ","cc-by","cc-by",1,0,"10.1136/bmjresp-2017-000257",,"Journal Article/Review","The effect of anti-podoplanin antibody administration during lipopolysaccharide-induced lung injury in mice","COAF",,"Unknown","British Heart Foundation","CH/03/003, RG/13/18/30563","Wellcome Trust","091864/Z/10/Z",,,8-Nov-17,1445,"GBP",1734,,"Institutional_Prepayment",1734,,"CC BY",,"Unknown"
28786132,"Magnetic resonance in medicine",0,4/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/mrm.26837",,"Journal Article/Review","Application of pattern recognition techniques for classification of paediatric brain tumours by in vivo 3T 1H MRS – A multi centre study","COAF",,"Unknown","Cancer Research UK","C7809/A10342",,,,,11-Oct-17,1875,"GBP",2250,,"Institutional_Prepayment",2250,,"CC BY",,"Unknown"
28944953,"European journal of immunology",0,2/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/eji.201747134",,"Journal Article/Review","NK cells produce high levels of IL-10 early after allogeneic stem cell transplantation and suppress development of acute GVHD","COAF",,"Unknown","Bloodwise",12052,"MRC","MR/K021192/1",,,25-Oct-17,1875,"GBP",2250,,"Institutional_Prepayment",2250,,"CC BY",,"Unknown"
29234325,"Frontiers in immunology",1,1/1/2017,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fimmu.2017.01668",,"Journal Article/Review","The future of immunotherapy for cancer and autoimmune diseases: a 20 year perspective","COAF",,"Unknown","Wellcome Trust",,,,,,28-Nov-17,1092.5,"USD",897.95,,"Institutional_Prepayment",897.95,,"CC BY",,"Unknown"
29761074,"Frontiers in oncology",1,1/1/2018,"Frontiers Media SA","cc-by","cc-by",1,0,"10.3389/fonc.2018.00132",,"Journal Article/Review","The clinical utility of cell-free DNA measurement in differentiated thyroid cancer: a systematic review","COAF",,"Unknown","Cancer Research UK",,"NIH",,,,30-Apr-18,1805,"USD",1483.56,,"Institutional_Prepayment",1483.56,,"CC BY",,"Unknown"
28847818,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",0,10/1/2017,"The Royal Society","cc-by","cc-by",1,0,"10.1098/rstb.2016.0281",,"Journal Article/Review","SUMO; a small, but powerful, regulator of double-strand break repair","COAF",,"Unknown","Cancer Research UK","A19062",,,,,28-Oct-17,1700,"GBP",2040,,"Institutional_Prepayment",2040,,"CC BY",,"Unknown"
29168171,"International journal of cancer",0,4/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/ijc.31170",,"Journal Article/Review","The arginine metabolome in Acute Lymphoblastic Leukemia can be targeted by the PEG-recombinant Arginase I BCT-100","COAF",,"Unknown","Cancer Research UK","C596/A17196, C596/A18076",,,,,23-Nov-17,1996.5,"GBP",2395.8,,"Institutional_Prepayment",2395.8,,"CC BY",,"Unknown"
29488279,"Stem cells (Dayton, Ohio)",0,7/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/stem.2811",,"Journal Article/Review","Origin-specific adhesive interactions of mesenchymal stem cells with platelets influence their behaviour after infusion","COAF",,"Unknown","Arthritis Research UK",19899,"British Heart Foundation","PG/14/28/30774, RG/13/18/30563, CH03/003",,,23-Mar-18,750,"GBP",900,,"Institutional_Prepayment",900,,"CC BY",,"Unknown"
28855246,"Journal of virology",0,11/1/2017,"American Society for Microbiology","cc-by","cc-by",1,0,"10.1128/JVI.00930-17",,"Journal Article/Review","Localization of Double-Strand Break Repair Proteins to Viral Replication Compartments following Lytic Reactivation of Kaposi’s Sarcoma-Associated Herpesvirus""","COAF",,"Unknown","Cancer Research UK","C198/A15989",,,,,26-Oct-17,2250,"USD",1977.43,,,1977.43,,"CC BY",,"Unknown"
28893919,"Infection and immunity",0,12/1/2017,"American Society for Microbiology","cc-by","cc-by",1,0,"10.1128/IAI.00593-17",,"Journal Article/Review","Antigen localisation influences the magnitude and kinetics of the endogenous adaptive immune response to recombinant Salmonella vaccines","COAF",,"Unknown","Wellcome Trust",62457,,,,,28-Oct-17,3300,"USD",2900.23,,,2900.23,,"CC BY",,"Unknown"
29643192,"Journal of immunology (Baltimore, Md. : 1950)",0,5/1/2018,"The American Association of Immunologists","cc-by","cc-by",1,0,"10.4049/jimmunol.1700790",,"Journal Article/Review","Characterizing the Mechanisms of Nonopsonic Uptake of Cryptococci by Macrophages
virulence in the fatal human pathogen Cryptococcus gattii
Proliferation and Control of Titan Cell Morphology during
Macrophage Infection","Wellcome supplement",,"Unknown","Wellcome Trust","102705, 097377","MRC","MR/N006364/1",,,25-Apr-18,3000,"USD",2709.62,,,2709.62,,"CC BY",,"Unknown"
29850793,"Endocrinology",0,8/1/2018,"The Endocrine Society","cc-by","cc-by",1,0,"10.1210/en.2018-00014",,"Journal Article/Review","Nicotinamide Nucleotide Transhydrogenase as a Novel Treatment Target for Adrenocortical Carcinoma","COAF",,"Unknown","Wellcome Trust","WT101671AIA",,,,,16-May-18,3000,"USD",2284.84,,,2284.84,,"CC BY",,"Unknown"
29850793,"Endocrinology",0,8/1/2018,"The Endocrine Society","cc-by","cc-by",1,0,"10.1210/en.2018-00014",,"Journal Article/Review","Nicotinamide Nucleotide Transhydrogenase as a Novel Treatment Target for Adrenocortical Carcinoma","Wellcome supplement",,"Unknown","Wellcome Trust","WT101671AIA",,,,,16-May-18,,,449.2,,,449.2,,"CC BY","VAT charge","Unknown"
29743239,"The Journal of biological chemistry",0,6/1/2018,"American Society for Biochemistry & Molecular Biology (ASBMB)","cc-by","cc-by",1,0,"10.1074/jbc.RA118.002248",,"Journal Article/Review","Human DHEA sulfation requires direct interaction between PAPS synthase 2 and DHEA sulfotransferase SULT2A1","COAF",,"Unknown","Wellcome Trust",92283,"European Union","SUPA-HD 625451",,,23-May-18,2000,"USD",1533.51,,,1533.51,,"CC BY",,"Unknown"
29743239,"The Journal of biological chemistry",0,6/1/2018,"American Society for Biochemistry & Molecular Biology (ASBMB)","cc-by","cc-by",1,0,"10.1074/jbc.RA118.002248",,"Journal Article/Review","Human DHEA sulfation requires direct interaction between PAPS synthase 2 and DHEA sulfotransferase SULT2A1","Wellcome supplement",,"Unknown","Wellcome Trust",92283,"European Union","SUPA-HD 625451",,,23-May-18,,,299.47,,,299.47,,"CC BY","VAT charge","Unknown"
29165577,"The Journal of clinical endocrinology and metabolism",0,4/1/2018,"The Endocrine Society","cc-by","cc-by",1,0,"10.1210/jc.2017-01481",,"Journal Article/Review","Quantitative Brain MRI in Congenital Adrenal Hyperplasia: In Vivo Assessment of the Cognitive and Structural Impact of Steroid Hormones","COAF",,"Unknown","Wellcome Trust","183ISSFPP","NIH","13-0053",,,7-Dec-17,3000,"USD",2300.26,,,2300.26,,"CC BY",,"Unknown"
29165577,"The Journal of clinical endocrinology and metabolism",0,4/1/2018,"The Endocrine Society","cc-by","cc-by",1,0,"10.1210/jc.2017-01481",,"Journal Article/Review","Quantitative Brain MRI in Congenital Adrenal Hyperplasia: In Vivo Assessment of the Cognitive and Structural Impact of Steroid Hormones","Wellcome supplement",,"Unknown","Wellcome Trust","183ISSFPP","NIH","13-0053",,,7-Dec-17,,,450.42,,,450.42,,"CC BY","VAT charge","Unknown"
29758330,"Journal of hepatology",0,9/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.jhep.2018.05.007",,"Journal Article/Review","Human liver infiltrating ?? T cells are composed of clonally expanded circulating and tissue-resident populations","Wellcome supplement",,"Unknown","Wellcome Trust","099266/Z/12/Z",,,,,22-May-18,2651.16,"EUR",2839.01,,,2839.01,,"CC BY",,"Unknown"
30013050,"Scientific reports",1,7/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1038/s41598-018-29124-z",,"Journal Article/Review","Non-viral-mediated suppression of AMIGO3 promotes disinhibited NT3-mediated regeneration of spinal cord dorsal column axons","Wellcome supplement",,"Unknown","Wellcome Trust","092539/Z/10/Z",,,,,6-Jul-18,1165,"GBP",1398,,,1398,,"CC BY",,"Unknown"
30046665,"Cell surface (Amsterdam, Netherlands)",0,6/1/2018,"Elsevier BV","cc-by","cc-by",1,0,"10.1016/j.tcsw.2018.06.003",,"Journal Article/Review","The singular Corynebacterium glutamicum Emb arabinofuranosyltransferase polymerises the (15) arabinan backbone in the early stages of cell wall arabinan biosynthesis","Wellcome supplement",,"Unknown","Wellcome Trust","081569/Z/06/Z","MRC","MR/K012118/1",,,19-Jun-18,2209.3,"EUR",2397.72,,,2397.72,,"CC BY",,"Unknown"
30307159,"Journal of molecular endocrinology",0,10/1/2018,"Bioscientifica","cc-by","cc-by",1,0,"10.1530/JME-18-0085",,"Journal Article/Review","The emergence of the nicotinamide riboside kinases in the regulation of NAD+ metabolism","Wellcome supplement",,"Unknown","Wellcome Trust","104612/Z/14/Z",,,,,13-Jun-18,1500,"GBP",1800,,,1800,,"CC BY",,"Unknown"
29688698,"ACS nano",0,6/1/2018,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acsnano.8b00222",,"Journal Article/Review","Direct Laser Writing of Nanophotonic Structures on Contact Lenses","Wellcome supplement",,"Unknown","Wellcome Trust","Seed Award",,,,,17-Jul-18,4000,"USD",3759.35,,,3759.35,,"CC BY",,"Unknown"
29750502,"ACS nano",0,6/1/2018,"American Chemical Society (ACS)","cc-by","cc-by",1,0,"10.1021/acsnano.8b00829",,"Journal Article/Review","Wearable Contact Lens Biosensors for Continuous Glucose Monitoring Using Smartphones","Wellcome supplement",,"Unknown","Wellcome Trust","Seed Award",,,,,17-Jul-18,4000,"USD",3774.77,,,3774.77,,"CC BY",,"Unknown"
30174826,"RSC advances",1,3/1/2017,"Royal Society of Chemistry (RSC)","cc-by","cc-by",1,0,"10.1039/C7RA00109F",,"Journal Article/Review","Femtosecond Laser Directed Fabrication of Optical Diffusers","Wellcome supplement",,"Unknown","Wellcome Trust","201929/Z/16/Z","Other","PLP-2013-021",,,24-Mar-17,500,"GBP",600,,,600,,"CC BY",,"Unknown"
30102389,"The Journal of infectious diseases",0,1/1/2019,"Oxford University Press (OUP)","cc-by","cc-by",1,0,"10.1093/infdis/jiy493",,"Journal Article/Review","Subclinical reactivation of cytomegalovirus drives CD4+CD28null T-cell expansion and impaired immune response to pneumococcal vaccination in ANCA-associated vasculitis","Wellcome supplement",,"Unknown","Wellcome Trust","097962/Z/11/Z",,,,,13-Aug-18,2297,"GBP",2756.4,,,2756.4,,"CC BY",,"Unknown"
29659606,"PloS one",1,1/1/2018,"Public Library of Science (PLoS)","cc-by","cc-by",1,0,"10.1371/journal.pone.0195730",,"Journal Article/Review","Humoral immunity to memory antigens and pathogens is maintained in patients with chronic kidney disease","Wellcome supplement",,"Unknown","Wellcome Trust","105479/Z/14/Z",,,,,16-Apr-18,1495,"USD",1228.76,,"Institutional_Prepayment",1228.76,,"CC BY",,"Unknown"
29979685,"PLoS computational biology",1,7/1/2018,"Public Library of Science (PLoS)","cc-by","cc-by",1,0,"10.1371/journal.pcbi.1006304",,"Journal Article/Review","Age-dependent Pavlovian biases influence motor decision-making","Wellcome supplement",,"Unknown","Wellcome Trust","101252/Z/13/Z, 078865/Z/05/Z","European Union",637488,,,16-Jul-18,2250,"USD",1849.32,,"Institutional_Prepayment",1849.32,,"CC BY",,"Unknown"
30263883,"ChemNanoMat : chemistry of nanomaterials for energy, biology and more",0,8/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/cnma.201800054",,"Journal Article/Review","Structural determinants of the stability of enzyme-responsive polyion complex (PIC) nanoparticles targeting Pseudomonas aeruginosa’s elastase","Wellcome supplement",,"Unknown","Wellcome Trust","177ISSFPP",,,,,23-Apr-18,2250,"GBP",2700,,"Institutional_Prepayment",2700,,"CC BY",,"Unknown"
29704264,"Glia",0,9/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/glia.23446",,"Journal Article/Review","NF-Y-dependent regulation of glutamate receptor 4 expression and cell survival in cells of the oligodendrocyte lineage","Wellcome supplement",,"Unknown","Wellcome Trust","Wellcome Trust ISSF round 2015","European Union",659279,,,27-Apr-18,2100,"GBP",2520,,"Institutional_Prepayment",2520,,"CC BY",,"Unknown"
29851080,"European journal of immunology",0,9/1/2018,"Wiley","cc-by","cc-by",1,0,"10.1002/eji.201847511",,"Journal Article/Review","Dynamic changes in intrathymic ILC populations during murine neonatal development","Wellcome supplement",,"Unknown","Wellcome Trust","110199/Z/15/Z","MRC","MR/N000919/1",,,2-Jul-18,1875,"GBP",2250,,"Institutional_Prepayment",2250,,"CC BY",,"Unknown"
29181827,"The international journal of cardiovascular imaging",0,5/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s10554-017-1277-x",,"Journal Article/Review","Reference Ranges for Three-Dimensional Feature Tracking Cardiac Magnetic Resonance: Comparison with Two-Dimensional Methodology and Relevance of Age and Gender","COAF",,"Unknown","British Heart Foundation","FS/11/17/28700",,,,,27-Nov-17,,,0,,"Springer Compact",0,,"CC BY",,"Unknown"
29779050,"Experimental brain research",0,8/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s00221-018-5289-0 ",,"Journal Article/Review","Proprioceptive loss and the perception, control and learning of arm movements in humans: Evidence from sensory neuronopathy","COAF",,"#N/A","Wellcome Trust","WT087554","Other",,,,9-May-18,,,0,,"Springer Compact",0,,"CC BY",,"#N/A"
29948767,"Journal of neuro-oncology",0,9/1/2018,"Springer Nature","cc-by","cc-by",1,0,"10.1007/s11060-018-2901-x",,"Journal Article/Review","The utility of routine surveillance screening with magnetic resonance imaging (MRI) to detect tumour recurrence in children with low grade central nervous system (CNS) tumours: a systematic review","COAF",,"Unknown","Cancer Research UK","PB-PG-1112-29122",,,,,9-Jun-18,,,0,,"Springer Compact",0,,"CC BY",,"Unknown"
