"PMCID";"PMID";"DOI";"Publisher";"Journal title";"ISSN";"Article title";"Cost (£) (inc VAT when charged)";"Full text in Europe PMC?";"Accepted author manuscript?";"Licence";"Licence Source";"Journal Type";"Wellcome Trust compliant?"
"PMC3887190";24273165;"10.1074/jbc.M113.529099";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Direct Gating of ATP-activated Ion Channels (P2X2 Receptors) by Lipophilic Attachment at the Outer End of the Second Transmembrane Domain";£1,465.26;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3887218";24235150;"10.1074/jbc.m113.515445";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Extracellular Monomeric Tau is Sufficient to Initiate the Spread of Tau Pathology";£1,463.40;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3937625";24403061;"10.1074/jbc.m113.529305";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Lack of an Efficient Endoplasmic Reticulum-localized Recycling System Protects Peroxiredoxin IV from Hyperoxidation ";£1,459.42;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3924271";24371134;"10.1074/jbc.M113.523365";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"A Mechanism for Actin Filament Severing by Malaria Parasite Actin Depolymerizing Factor 1 Via a Low-Affinity Binding Interface";£1,449.02;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4162157";25070889;"10.1074/jbc.M114.580365";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Protein Kinase C? (PKC?) Regulates Bone Architecture and Osteoblast Activity";£1,445.78;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4175358";25100731;"10.1074/jbc.M114.578435";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Conformational Analysis of the Streptococcus pneumoniae Hyaluronate Lyase and Characterization of Its Hyaluronanspecific Carbohydrate-binding Module";£1,445.09;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3937683";24446451;"10.1074/jbc.M113.522623";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Benzothiazinones mediate killing of Corynebacterineae by blocking decaprenyl phosphate recycling";£1,443.78;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4047408";24778189;"10.1074/jbc.M114.566679";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Assembly of respiratory mucin MUC5B: a new model for a gel-forming mucin";£1,422.96;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4155686";25012658;"10.1074/jbc.M114.577338. Epub 2014 Jul 10.";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Oleoyl-Coenzyme A Regulates Interaction of Transcriptional Regulator RaaS (Rv1219c) with DNA in Mycobacteria";£1,405.20;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3814743";24043619;"10.1074/jbc.M113.475574";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"N-terminal serine dephosphorylation is required for KCC3 cotransporter full activation by cell swelling.";£1,253.97;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3814758";24064211;"10.1074/jbc.M113.491928";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"The Geminin and Idas coiled coils preferentially form a heterodimer that inhibits Geminin function in DNA replication licensing.";£1,253.97;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4106349";24895121;"10.1074/jbc.M114.574624";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Siglec-E promotes ?2-integrin-dependent NADPH oxidase activation to suppress neutrophil recruitment to the lung.";£1,242.00;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4192483";25147180;"10.1074/jbc.M114.572297";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Fucosylated Chondroitin Sulfates from the Body Wall of the Sea Cucumber Holothuria forskali. Conformation, Selectin Binding and Biological Activity";£1,240.38;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3961690";24469455;"10.1074/jbc.M113.513457";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"AN EXTENDED ACTIVE-SITE MOTIF CONTROLS THE REACTIVITY OF THE THIOREDOXIN FOLD";£1,234.37;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3795262";24005673;"10.1074/jbc.M113.477422";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Inter-alpha-inhibitor impairs TSG-6 induced hyaluronan cross-linking";£1,231.45;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3879539";24257749;"10.1074/jbc.M113.501833";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Control of KirBac3.1 potassium channel gating at the interface between 
cytoplasmic domains";£1,222.44;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4132801";24942743;"10.1074/jbc.M114.563353";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"A structural and biochemical model of processive chitin synthesis";£1,221.60;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3979416";24497639;"10.1074/jbc.M113.523019";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Affinity Map of BRD4 Interactions with the Histone H4 Tail and the Small Molecule Inhibitor JQ1";£1,209.20;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3814755";24030822;"10.1074/jbc.M113.503300";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Mutagenic Analysis of the Intracellular Portals of the Human 5-HT3A Receptor";£1,179.50;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4118103";24942733;"10.1074/jbc.M113.528463";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Arsenite Stress Downregulates Phosphorylation and 14-3-3 Binding of Leucine-rich Repeat Kinase 2 (LRRK2) Promoting Self-Association and Cellular Redistribution";£1,165.96;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4118132";24928504;"10.1074/jbc.m114.550657";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Norovirus translation requires an interaction between the C terminus of the genome-linked viral protein VPg and eukaryotic translation initiation factor 4G";£1,085.20;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4059138";24790092;"10.1074/jbc.M113.539114";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Structural basis for multiple sugar recognition of Jacalin-related human ZG16p lectin";£1,073.09;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4031500";24706754;"10.1074/jbc.m113.529578";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"New Insights into the DT40 B-Cell Receptor Cluster using a Proteomic Proximity Labeling Assay";£1,071.05;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4036194";24567321;"10.1074/jbc.m113.527994";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Crystal structure and molecular imaging of the Nav channel ?? subunit indicates a trimeric assembly";£1,071.05;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4047413";24753245;"10.1074/jbc.M114.55893";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Carbohydrate Sequence of the Prostate Cancer-associated Antigen F77 Assigned by a Mucin O-glycome Designer Array";£1,065.98;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4047414";24753248;"10.1074/jbc.M114.559047";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Determination of carbohydrate structure recognized by prostate-specific F77 monoclonal antibody through expression analysis of glycosyltransferase genes ";£1,065.98;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4132792";24958724;"10.1074/jbc.m114.557900";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Engagement of nucleotide-binding oligomerization domain-containing protein 1 (NOD1) by receptor interacting protein 2 (RIP2) is insufficient for signal transduction";£1,051.09;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3961637";24459149;"10.1074/jbc.m113.545384";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Structres of complexes of a metal-independent glycosyltransferase GT6 from Bacteroides ovatus with UDP-GaINAc and its hydrolysis products";£957.05;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3887213";24275654;"10.1074/jbc.M113.507913";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"A direct interaction between Leucine-rich Repeat Kinase 2 and specific beta-tubulin isoforms regulates tubulin acetylation";£920.31;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3974974";24550402;"10.1074/jbc.M114.550558";"American Society for Biochemistry and Molecular Biology";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Polymorphisms in the human inhibitory signal-regulatory protein a do not affect binding ti its ligand CD47";£891.35;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3734580";23660474;"10.1074/mcp.M113.028589";"American Society for Biochemistry and Molecular Biology";"Molecular and Cellular Proteomics";"1535-9476, 1535-9484";"Heterogeneity in neutrophil microparticles reveals distinct proteome and functional properties";£1,545.70;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3843076";24106277;"10.1074/jbc.M113.510917";"American Society for Biochemistry and Molecular Biology ";"Journal of Biological Chemistry";"0021-9258, 1083-351X";"Identification of a Receptor for Neuropeptide VGF and Its Role in Neuropathic Pain";£1,482.02;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4151218";25105365;"10.1172/JCI74281";"American Society for Clinical Investigation";"The Journal of Clinical Investigation";"0021-9738, 1558-8238";"Endothelial C-type natriuretic peptide maintains vascular homeostasis";£2,636.75;1;"unknown";"unknown";;"hybrid";0
;25078692;"10.1128/jvi.01567-14";"American Society for Microbiology";"Journal of Virology ";"0022-538X, 1098-5514";"A Single Amino Acid Substitution in the Novel H7N9 Influenza A Virus NS1 Protein Increases CPSF30 Binding and Virulence ";£1,199.62;0;"unknown";"cc-by";"publisher";"hybrid";0
"PMC3870257";24327341;"10.1128/mBio.00856-13";"American Society for Microbiology";"MBIO";"2150-7511";"MINCDE DRIVE COUNTER-OSCILLATION OF EARLY CELL DIVISION PROTEINS PRIOR TO ESCHERICHIA COLI SEPTUM FORMATION";£1,360.07;1;0;"cc-by-nc-sa";"epmc_xml";"oa";0
"PMC3910970";24376004;"10.1128/EC.00269-13";"American Society for Microbiology";"Eukaryotic Cell";"1535-9778, 1535-9786";"The ancient small GTPase Rab21 functions in intermediate endocytic steps in trypanosomes";£1,215.80;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3719633";23698529;"10.1128/JCM.00066-13";"American Society for Microbiology";"Journal of Clinical Microbiology";"0095-1137, 1098-660X";"Real time Genomic Epemiologgical Evaluation of Human Campylobacter Isolates by use of whole geonome multilocus sequency typing";£1,299.23;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3592016";23319051;"10.1128/mcb.01525-12";"American Society for Microbiology";"Molecular and Cellular Biology";"0270-7306, 1098-5549";"Impaired In Vitro Erythropoiesis following Deletion of the Scl (Tal1) +40 Enhancer Is Largely Compensated for In Vivo despite a Significant Reduction in Expression";£1,577.60;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC4019063";24687851;"10.1128/mcb.00197-14";"American Society for Microbiology";"Molecular and Cellular Biology";"0270-7306, 1098-5549";"USP28 is recruited to sites of damage by the tandem BRCT domains of 53BP1 but plays a minor role in double-strand break metabolism";£1,442.65;1;"unknown";"non-standard-licence";"publisher";"hybrid";0
"PMC3957857";24366732;"10.1128/aac.02024-13";"American Society for Microbiology";"Antimicrobial Agents and Chemotherapy";"0066-4804, 1098-6596";"Green Fluorescent Diamidines as Diagnostic Probes for Trypanosomes ";£2,431.62;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3993240";24550326;"10.1128/AAC.00122-14";"American Society for Microbiology";"Antimicrobial Agents and Chemotherapy";"0066-4804, 1098-6596";"Independence from Kinetoplast DNA Maintenance and Expression Is Associated with Multidrug Resistance in Trypanosoma brucei In Vitro";£2,323.24;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4187911";25049258;"10.1128/AAC.02793-14";"American Society for Microbiology";"Antimicrobial Agents and Chemotherapy";"0066-4804, 1098-6596";"Bacterial Drug Tolerance under Clinical Conditions is Governed by Anaerobic Adaptation, but not Anaerobic Respiration";£2,311.55;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4136063";24913169;"10.1128/AAC.02889-14";"American Society for Microbiology";"Antimicrobial Agents and Chemotherapy";"0066-4804, 1098-6596";"G6PD status and risk of haemolysis in African P.falciparum infected children ...";£1,786.88;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4136063";24913169;"10.1128/AAC.02889-14";"American Society for Microbiology";"Antimicrobial Agents and Chemotherapy";"0066-4804, 1098-6596";"Glucose-6-phosphate dehydrogenase status and risk of hemolysis in Plasmodium falciparum-infected African children receiving single-dose primaquine";£1,786.88;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3993263";24590482;"10.1128/AAC.02774-13";"American Society for Microbiology";"Antimicrobial Agents and Chemotherapy";"0066-4804, 1098-6596";"Antimicrobial Treatment Improves Mycobacterial Survival in Nonpermissive Growth Conditions";£1,435.20;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4097435";24828094;"10.1128/CVI.00128-14";"American Society for Microbiology";"Clinical and Vaccine Immunology";"1556-6811, 1556-679X";"Process of Assay Selection and Optimization for the Study of Case and Control Samples from a Phase Iib Efficacy Trial of a Candidate Tuberculosis Vaccine, MVA85A";£2,950.58;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC4054250";24695776;"10.1128/CVI.00133-14";"American Society for Microbiology";"Clinical and Vaccine Immunology";"1556-6811, 1556-679X";"implications of differential age distribution of disease associated meningococcal lineages for vaccine development";£1,438.53;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3957582";24442893;"10.1128/EC.00335-13";"American Society for Microbiology";"Eukaryotic Cell";"1535-9778, 1535-9786";"High-Throughput Chemical Screening for Antivirulence Developmental Phenotypes in Trypanosoma brucei.";£3,805.83;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3957982";24343653;"10.1128/IAI.01189-13";"American Society for Microbiology";"Infection and Immunity";"0019-9567, 1098-5522";"The role of Dectin-2 for host defense against systemic infection with Candida glabrata ";£2,315.15;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3811811";24002065;"10.1128/IAI.00976-13";"American Society for Microbiology";"Infection and Immunity";"0019-9567, 1098-5522";"Zebrafish as a novel vertebrate model to dissect enterococcal pathogenesis";£2,208.24;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3957994";24379295;"10.1128/IAI.01187-13";"American Society for Microbiology";"Infection and Immunity";"0019-9567, 1098-5522";"Efficacy of a Plasmodium vivax Malaria Vaccine Using ChAd63 and Modified Vaccinia Ankara Expressing Thrombospondin-Related Anonymous Protein as Assessed with Transgenic Plasmodium berghei Parasites.";£2,200.39;1;0;"cc-by";"epmc_xml";"hybrid";1
"PMC3958005";24343658;"10.1128/IAI.01233-13";"American Society for Microbiology";"Infection and Immunity";"0019-9567, 1098-5522";"Rosetting Plasmodium falciparum-Infected Erythrocytes Bind to Human Brain Microvascular Endothelial Cells In Vitro, Demonstrating a Dual Adhesion Phenotype Mediated by Distinct P. falciparum Erythrocyte Membrane Protein 1 Domains";£2,090.37;1;0;"cc-by";"epmc_xml";"hybrid";1
