PMID,PMCID,DOI,Publisher,Journal title,ISSN,Fully Open Access Journal,Article title,Cost,"Discounts, memberships & pre-payment agreements",Fulltext in EPMC?,Licence in EPMC,Licence on publisher website,Accepted Author Manuscript?,Ahead of Print?,COAF Compliant?,Funder of research (1),Grant ID (1),Funder of research (2),Grant ID (2),Funder of research (3),Grant ID (3)
28853884,PMC5788404,10.1021/acs.jmedchem.7b00675,American Chemical Society (ACS),Journal of medicinal chemistry,"0022-2623, 1520-4804",0,"Group-based optimization of potent and cell-active inhibitors of the von Hippel-Lindau (VHL) E3 ubiquitin ligase: structure-activity relationships leading to the chemical probe (2S,4R)-1-((S)-2-(1-cyanocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide (VH298)",962.07,ACS_AuthorChoice membership discount,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100476/Z/12/Z,,094090/Z/10/Z,,097945/B/11/Z
28470052,PMC5408339,10.1021/acscentsci.7b00039,American Chemical Society (ACS),ACS central science,"2374-7943, 2374-7951",0,Multi-modal hydrogel-based platform to deliver and monitor cardiac progenitor/stem cell engraftment,959.62,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,"RE/13/4/30184, CH/08/002/25297, RE/08/002/23906, RM/13/1/30157, CH/08/002/25297, RG/15/1/31165 ",Wellcome Trust, 098411/Z/12/Z,,
28443337,PMC5444047,10.1021/acsnano.6b08551,American Chemical Society (ACS),ACS nano,"1936-0851, 1936-086X",0,Inhaled Nanoparticles Accumulate at Sites of Vascular Disease,788.09,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,RG/10/9/28286,British Heart Foundation,PG/10/042/28388,Wellcome Trust,PG/12/8/29371
28351901,PMC5444425 ,10.1161/CIRCULATIONAHA.116.026910,American Heart Association,Circulation,,0,Association Between Mid-wall Late Gadolinium Enhancement and Sudden Cardiac Death in Patients with Dilated Cardiomyopathy and Mild and Moderate Left Ventricular Systolic Dysfunction,4510.2,Not reported,1,CC-BY,not applicable,0,Unknown,1,British Heart Foundation,"FS/15/29/31492, FS/17/21/32712",,,,
28494075,PMC5710264,10.1001/jamaophthalmol.2017.1109,American Medical Association (AMA),JAMA ophthalmology,"2168-6165, 2168-6173",0,Six-Year Incidence and Progression of Age-Related Macular Degeneration in Kenya,4789.27,Not reported,1,Unknown,Unknown,0,Unknown,0,Wellcome Trust,098481/Z/12/Z,,,,
28880972,Unknown,10.1001/jamaoncol.2017.2579,American Medical Association (AMA),JAMA oncology,"2374-2437, 2374-2445",0,"MVA-5T4 immunotherapy (TroVax) and low-dose cyclophosphamide for advanced colorectal cancer (TaCTiCC): an open-label, randomized phase 1/2 clinical trial",4611.84,None,0,Unknown,Unknown,0,0,0,Wellcome Trust,086983/Z/08/Z,Cancer Research UK,509485,Other,505164
28678984,PMC5710549,10.1001/jamapsychiatry.2017.1713,American Medical Association (AMA),JAMA psychiatry,"2168-622X, 2168-6238",0,Association of neural and emotional impacts of reward prediction errors with major depression,3871.09,None,1,Unknown,Unknown,0,Unknown,0,Wellcome Trust,098362/Z/12/Z  Ray Dolan,MRC,MR/N02401X/1  Robb Brooks Rutledge,,
,Unknown,10.1103/PhysRevFluids.1.073201,American Physical Society (APS),Physical Review Fluids,2469-990X,0,Elastohydrodynamic synchronization of adjacent beating flagella,1771.21,None,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,,,,,
27967109,Unknown,10.1103/physreve.94.052401,American Physical Society (APS),Physical review. E,"2470-0045, 2470-0053",0,"Filter-feeding, near-field flows, and the morphologies of colonial choanoflagellates",1771.21,None,0,Unknown,Unknown,0,0,0,EPSRC,,Wellcome Trust,,,
,Unknown,10.1103/PhysRevFluids.1.081201,American Physical Society (APS),Physical Review Fluids,2469-990X,0,"Long-range interactions, wobbles, and phase defects in chains of model cilia",1445.06,None,0,Unknown,Unknown,0,Unknown,0,Wellcome Trust,,,,,
27766317,PMC5068559 ,10.1103/PhysRevE.94.042401,American Physics Society,Physical Review E,,0,Myocardial Architecture and Patient Variability in Clinical Patterns of Atrial Fibrillation,1776.53,Not reported,1,CC-BY,not applicable,1,Unknown,0,British Heart Foundation,"FS/13/54/30642, ",,,,
28298304,Unknown,10.1152/jn.00896.2016,American Physiological Society,Journal of neurophysiology,"0022-3077, 1522-1598",0,No consistent effect of cerebellar transcranial direct current stimulation (tDCS) on visuomotor adaptation,1922.15,None,0,Unknown,Unknown,0,0,0,Wellcome Trust,WT087554,European Union,ERC MotMotLearn (637488),,
28077669,PMC5350265,10.1152/jn.00856.2016,American Physiological Society,Journal of neurophysiology,"0022-3077, 1522-1598",0,Preparatory alpha-band oscillations reflect spatial gating independently of predictions regarding target identity,1915.7,,1,Unknown,Unknown,0,Unknown,0,Wellcome Trust,098771/Z/12/Z,,104571/14/Z,,
27923791,PMC5402008,10.1152/ajpheart.00528.2016,American Physiological Society,American journal of physiology. Heart and circulatory physiology,"0363-6135, 1522-1539",0,Reduced density and altered regulation of rat atrial L-type Ca2+ current in heart failure,1860.47,None,1,Unknown,Unknown,0,Unknown,0,British Heart Foundation,"BHF FS/10/68, PG/10/91, PG/11/97, RG/12/10",,,,
28302598,PMC5495915,10.1152/ajpgi.00024.2017,American Physiological Society,American journal of physiology. Gastrointestinal and liver physiology,"0193-1857, 1522-1547",0,Helminths in the gastrointestinal tract 1 as modulators of immunity and pathology,2471.78,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust (WELLCOME),106122/A/14/Z,Wellcome Trust (WELLCOME),104111/Z/14/Z & A,,
28202572,PMC5411468,10.1152/jn.00810.2016,American Physiological Society,Journal of neurophysiology,"0022-3077, 1522-1598",0,Differential regulation of NMDA receptors by D-serine and glycine in mammalian spinal locomotor networks,1989.024,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,ISSF 2,,,,
27663767,PMC5206342,10.1152/ajpheart.00002.2016,American Physiological Society,American journal of physiology. Heart and circulatory physiology,"0363-6135, 1522-1539",0,Microstructure and mechanics of human resistance arteries,1978.9,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,PG/11/17/28788,0,0,0,0
28100499,PMC5495891,10.1152/ajprenal.00344.2016,American Physiological Society,American journal of physiology. Renal physiology,"1931-857X, 1522-1466",0,Gremlin1 plays a key role in kidney development and renal fibrosis,1971.18,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,109648/Z/15/Z,,,,
28003411,PMC5340880,10.1152/jn.00762.2016,American Physiological Society,Journal of neurophysiology,"0022-3077, 1522-1598",0,Dorsal versus ventral differences in fast Up-state associated oscillations in the medial prefrontal cortex (mPFC) of the urethane anaesthetised rat,1952.664,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,092994/Z/10/Z,,,,
27609768,PMC5130553,10.1152/ajpgi.00181.2015,American Physiological Society,American journal of physiology. Gastrointestinal and liver physiology,"0193-1857, 1522-1547",0,Segmental differences in upregulated apical potassium channels in mammalian colon during potassium adaptation,1919.62,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT Project Grant,,,,
28473332,PMC5582880,10.1152/ajpgi.00411.2016,American Physiological Society,American journal of physiology. Gastrointestinal and liver physiology,"0193-1857, 1522-1547",0,CD151 supports VCAM-1 mediated lymphocyte adhesion to liver endothelium and is upregulated in chronic liver disease and hepatocellular carcinoma,1858.88,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,097162/Z/11/Z,,,,
28250150,PMC5411475,10.1152/jn.00843.2016,American Physiological Society,Journal of neurophysiology,"0022-3077, 1522-1598",0,Delta and gamma oscillations in operculo-insular cortex underlie innocuous cold thermosensation,1856.12,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100227/Z/12/Z  ,,  ,,
28550171,PMC5582914,10.1152/ajpheart.00094.2017,American Physiological Society,American Journal of Physiology - Heart and Circulatory Physiology,"0363-6135, 1522-1539",0,?-adrenergic receptor stimulation inhibits proarrhythmic alternans in post-infarction border zone cardiomyocytes: a computational analysis,1855.72,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,100246/Z/12/Z,,,,
28522564,PMC5582930,10.1152/ajplung.00382.2016,American Physiological Society,American journal of physiology. Lung cellular and molecular physiology,"1040-0605, 1522-1504",0,Decreased phosphatase PTEN amplifies PI3K signaling and enhances pro-inflammatory cytokine release in COPD.,1847.57,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,093080/Z/10/Z,,,,
28420650,PMC5689017,10.1152/ajpendo.00449.2016,American Physiological Society,American journal of physiology. Endocrinology and metabolism,"0193-1849, 1522-1555",0,Changes in LXR signaling influence early-pregnancy lipogenesis and protect against dysregulated fetoplacental lipid homeostasis,1807.1,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
27707814,PMC5411473,10.1152/jn.00723.2016,American Physiological Society,Journal of neurophysiology,"0022-3077, 1522-1598",0,Acetaminophen study yields new insights into neurobiological underpinnings of empathy,1805.62,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,200099/Z/15/Z,,,,
28130428,PMC5374453,10.1152/physiolgenomics.00106.2016,American Physiological Society,Physiological genomics,"1094-8341, 1531-2267",0,HLA gene expression is altered in whole blood and placenta from women who later developed preeclampsia,1657.25,Not reported,1,cc-by,not applicable,0,Unknown,1,European Commission (EC),,Scottish Executive Health Department (SEHHD-CSO),ETM/196,British Heart Foundation (BHF),FS/12/66/30003
27422990,PMC5142182,10.1152/ajpheart.00912.2015,American Physiological Society,American journal of physiology. Heart and circulatory physiology,"0363-6135, 1522-1539",0,The von Hippel-Lindau Chuvash mutation in mice alters cardiac substrate and high-energy phosphate metabolism,1568.78,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,14470,,,,
27329800,PMC5005967 ,10.1152/ajpendo.00074.2016,American Physiological Society,"American Journal of Physiology, Endocrinology and Metabolism",,0,Changes in the expression of the type 2 diabetes-associated gene VPS13C in the ? cell are associated with glucose intolerance in humans and mice,960.45,Not reported,1,CC-BY,not applicable,0,0,1,Wellcome Trust,098424/Z/12/ZR,,,,
28004960,PMC5178868,10.1037/rev0000045,American Psychological Association (APA),Psychological review,"0033-295X, 1939-1471",0,Self-evaluation of decision-making: A general Bayesian framework for metacognitive computation,3905.52,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,091593/Z/10/Z  ,,  ,,
28026191,PMC5191902,10.1037/dev0000221,American Psychological Association (APA),Developmental psychology,"0012-1649, 1939-0599",0,Maternal Postnatal Depression and Anxiety and Their Association with Child Emotional Negativity and Behavior Problems at Two Years,3859.45,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,71571,,,,
28221055,PMC5695386,10.1037/pas0000443,American Psychological Association (APA),Psychological assessment,"1040-3590, 1939-134X",0,Psychometric Properties of the GAD-Q-IV in Postpartum Mothers,3830.81,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,71571,,,,
28816476,Unknown,10.1037/xhp0000449,American Psychological Association (APA),Journal of experimental psychology. Human perception and performance,"0096-1523, 1939-1277",0,Benefits of flexible prioritization in working memory can arise without costs,3791.17,,0,Unknown,Unknown,0,1,0,Wellcome Trust,104571/Z/14/Z,MRC,HQRWQVL0/ CQ00.01,,
28557503,PMC5708146,10.1037/xlm0000419,American Psychological Association (APA),"Journal of experimental psychology. Learning, memory, and cognition","0278-7393, 1939-1285",0,"Fast or Frugal, but not both: Decision Heuristics under Time Pressure",3756.88,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,106931  Bradley Love,,  ,,
28569518,PMC5518650,10.1037/ccp0000214,American Psychological Association (APA),Journal of consulting and clinical psychology,"0022-006X, 1939-2117",0,Outcomes of psychological therapies for prisoners with mental health problems: a systematic review and meta-analysis,3727.86,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,202836/Z/16/Z,,,,
28758779,PMC5611761,10.1037/dev0000372,American Psychological Association (APA),Developmental psychology,"0012-1649, 1939-0599",0,A longitudinal study of families formed through reproductive donation: Parent-adolescent relationships and adolescent adjustment at age 14.,3701.22,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,,,,,
28910126,PMC5784934,10.1037/xge0000356,American Psychological Association (APA),Journal of experimental psychology. General,"0096-3445, 1939-2222",0,Negative emotional content disrupts the coherence of episodic memories,3691.15,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,202805/Z/16/Z  Neil Burgess,,  ,,
27935726,PMC5343749,10.1037/adb0000232,American Psychological Association (APA),Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors,"0893-164X, 1939-1501",0,Automatic avoidance tendencies for alcohol cues predict drinking after detoxification treatment in alcohol dependence,3273.72,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,068247/Z/08/Z ,,,,
25664884,PMC4321742,10.1037/a0038524,American Psychological Association (APA),History of psychology,"1093-4510, 1939-0610",0,"The emergence of the disorganized/disoriented (D) attachment classification, 1979-1982.",3231.46,None,1,cc-by,not applicable,0,Unknown,1,,,,,,
27748611,PMC5267562,10.1037/hea0000426,American Psychological Association (APA),"Health psychology : official journal of the Division of Health Psychology, American Psychological Association","0278-6133, 1930-7810",0,Perceived weight discrimination mediates the prospective relation between obesity and depressive symptoms in US and UK adults,3197.16,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,097826/Z/11/A,,,,
27913581,PMC5294217,10.1074/mcp.o116.065219,American Society for Biochemistry & Molecular Biology (ASBMB),Molecular & cellular proteomics : MCP,"1535-9476, 1535-9484",0,A proteomic approach to analyse the aspirin-mediated lysine acetylome,3659.31,None,1,cc-by,not applicable,0,Unknown,1,Cancer Research UK,C434/A13067 ,Wellcome Trust,098391/Z/12/7,,
27466368,PMC5025699,10.1074/jbc.m116.735175,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Aldosterone upregulates transient receptor potential melastatin 7 (TRPM7),2180.23,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation (BHF),CH/12/4/29762,,,,
27903649,PMC5247654,10.1074/jbc.m116.741603,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Structural mechanism underpinning cross-reactivity of a CD8+ T-cell clone that recognises a peptide derived from human telomerase reverse transcriptase,2010.89,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT095767,,,,
27703012,PMC5207246,10.1074/jbc.m116.749523,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Role of glycosltransferases modifying type B flagellin of emerging hypervirulent Clostridum difficile lineages and their impact on motility and biofilm formation.,1965.44,Not reported,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT086418,,,,
27994059,PMC5290948,10.1074/jbc.m116.761536,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Assessing oxidative stress in tumors by measuring the rate of hyperpolarized [1-13C]dehydroascorbic acid reduction using 13C magnetic resonance spectroscopy,1956.53,None,1,cc-by,not applicable,0,Unknown,1,EPSRC,17242,MRC,,Cancer Research UK,
27703008,PMC5114424,10.1074/jbc.m116.750422,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,The role of folate transport in antifolate drug action in Trypanosoma Brucei,1939.48,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,WT079838; WT104242; WT100320; WT105021,,,,
27777305,PMC5207086,10.1074/jbc.m116.761213,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Expansion of Lysine-rich Repeats in Plasmodium Proteins Generates Novel Localisation Sequences that Target the Periphery of the Host Erythrocyte,1934.08,None,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,091095  Andrew Osborne,,  ,,
27634042,PMC5087735,10.1074/jbc.m116.721894,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Disruption of macrodomain protein SCO6735 increases antibiotic production in Streptomyces coelicolor,1920.94,,1,cc-by,not applicable,0,Unknown,1,Wellcome Trust,101794,,,,
28209710,PMC5392571,10.1074/jbc.m117.776732,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,A Model for the Conformational Activation of the Structurally Quiescent Metalloprotease ADAMTS13 by Von Willebrand Factor.,1919.23,Not reported,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,"PG/12/55/29740, PG/14/87/3118",,,,
28007913,PMC5294206,10.1074/mcp.m116.064428,American Society for Biochemistry & Molecular Biology (ASBMB),Molecular & cellular proteomics : MCP,"1535-9476, 1535-9484",0,VEGF Promotes Assembly of the p130Cas Interactome to Drive Endothelial Chemotactic Signaling and Angiogenesis,1917.05,None,1,cc-by,not applicable,0,Unknown,1,British Heart Foundation,RG/11/11/29050  Ian Zachary,,  ,,
27909057,PMC5241739,10.1074/jbc.m116.761528,American Society for Biochemistry & Molecular Biology (ASBMB),The Journal of biological chemistry,"0021-9258, 1083-351X",0,Structure of the TIR domain of BCAP which links phosphoinositide metabolism with the negative regulation of the TLR signalosome,1914.19,None,1,cc-by,not applicable,0,Unknown,1,MRC,,Wellcome Trust,,,
