PMCID;PMID;DOI;Publisher;Journal title;ISSN;Article title;Cost (£) (inc VAT when charged);Fulltext in Europe PMC?;Early View? Yes/No;Date first published online (only where yes to early view);Accepted author manuscript?;Licence;Licence Source;Journal Type;COAF compliant?;Funder of research (1);Funder of research (2);Funder of research (3);Grant ID (1);Grant ID (2);Grant ID (3);
PMC4373508;25859219;10.3389/fphys.2015.00080;Frontiers;Frontiers in Physiology;1664-042X;The importance of Ca(2+) - dependent mechanisms for the initiation of the heartbeat;843.1;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;;;;FS/09/054;;
PMC4256473;25474027;10.1371/journal.pntd.003316;PLOS;PLOS Neglected Tropical Diseases;1935-2727, 1935-2735;Multi-modal analysis of courtship behaviour in the old world leishmaniasis vector phlebotomus argentipes;845.19;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust; ; ;91689;89342; ;
PMC4426833;25596205;10.1093/bioinformatics/btu861;Oxford University Press;Bioinformatics;1367-4803, 1367-4811;scrm: efficiently simulating long sequences using the approximated coalescent with recombination;850;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;090532/Z/09/Z;;
PMC4498744;26162093;10.1371/journal.pone.0132239;PLOS;PLOS One;1932-6203;Comparison of bone mineral density between urban and rural areas: Systematic review and meta-analysis.;850.18;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT084674/Z/08/Z;;;
PMC4212176;24027033;10.3758/s13414-013-0541-y;Springer;Attention, Perception & Psychophysics;1943-3921, 1943-393X;The privileged role of location in visual working memory;851.91;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;;98282;;
PMC4267653;25429977;10.1093/nar/gku123;Oxford University Press;Nucleic Acids Research (OA);0305-1048, 1362-4962;DNA cleavage by CgII and NgoAVII requires interaction between N- and R-proteins and extensive nucleotide hydrolysis;852;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT84086;;;
PMC4333373;25572315;10.1093/nar/gku1295;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Specific and non-specific interactions of ParB with DNA: implications for chromosome segregation;852;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT77368;WT100401;;
PMC4267662;25428352;10.1093/nar/gku1254;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Constrained transcription factor spacing is prevalent and important for transcriptional control of mouse blood cells;852;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4477659;25940628;10.1093/nar/gkv429;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Generation of functionally distinct isoforms of PTBP3 by alternative splicing and translation initiation;852;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4227794;25326325;10.1093/nar/gku981;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Mapping overlapping functional elements embedded within the protein-coding regions of RNA viruses;852;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4245959;25389270;10.1093/nar/gku1134;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Molecular recognition of RhlB and RNase D in the Caulobacter crescentus RNA degradosome;852;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4482059;25722372;10.1093/nar/gkv135;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;multiSNV: a probabilistic approach for improving detection of somatic point mutations from multiple related tumour samples;852;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4550654;26194024;10.1007/s00134-015-3930-y;Springer;Intensive Care Medicine;0342-4642, 1432-1238;Consensus statement from the 2014 International Microdialysis Forum;852;1;;;0;cc-by;epmc_xml;hybrid;1;0;0;0;0;0;0;
PMC4267655;0;10.1093/nar/gku1238;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Brr2p carboxy-terminal Sec63 domain modulates Prp16 splicing RNA helicase;852;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;087551, 092076 ;;;
PMC4231753;25262348;10.1093/nar/gku884;;Nucleic acids research;0305-1048, 1362-4962;A split intein T7 RNA polymerase for transcriptional AND-logic;£852.00;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;102944/Z/13/Z;;;
PMC4513864;0;10.1093/nar/gkv586;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Bacteriophage Xp10 and anti-termination factor p7 induces forward translocation by host RNA polymerase;852;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;102851/Z/13/Z;0;0;
PMC4402522;25779042;10.1093/nar/gkv194;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;Identification of U2AF(35)-dependent exons by RNA-Seq reveals a link between 3â€™ splice-site organization and activity of U2AF-related proteins;852;1;;;0;cc-by;epmc_xml;oa;1;Leukaemia & Lymphoma Research;;;12060;;;
PMC4384018;25348408;10.1093/nar/gku947;Oxford University Press;Nucleic Acids Research;0305-1048, 1362-4962;CATH: Comprehensive structural and functional annotations for genome sequences;852;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;081989/2/02/2;;;
PMC4229124;0;10.1371/journal.pone.0112014;PLOS;PLOS ONE;1932-6203;Inhibitors Of The Interferon Response Enhance Virus Replication In Vitro;854.43;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;087751/A/08/Z;;;
PMC4227661;0;10.1371/journal.pone.0111851;PLOS;PLoS One;1932-6203;NET23/STING Promotes Chromatin Compaction from the Nuclear Envelope;857.03;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;095209/Z/10/Z;;;
PMC4498629;26162085;10.1371/journal.pone.0132401;PLOS;PLOS Neglected Tropical Diseases;1932-6203;A systematic review of tobacco smoking prevalence and description of tobacco control strategies in Sub-Saharan African Countries 2007 - 2014. ;857.96;1;;;0;cc0;epmc_xml;oa;1;Wellcome Trust;;;WT098504/Z/12/Z;;;
PMC4504505;26181760;10.1371/journal.pone.0132840;PLOS;PLOS One;1932-6203;Whole genome sequencing shows a low proportion of tuberculosis disease is attributable to known close contacts in rural Malawi.;857.96;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT098610/Z/12/Z;;;
PMC4322845;25713538;10.3389/fphys.2015.00023;Frontiers;Frontiers in Physiology;1664-042X;Cytosolic calcium ions exert a major influence on the firing rate and maintenance of pacemaker activity in guinea-pig sinus node;858.38;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;;;;FS/09/054;;
PMC4470912;26083409;10.1371/journal.pone.0129928;PLOS;PLOS ONE;1932-6203;T-cell subsets predict mortality in malnourished Zambian adults initiating antiretroviral therapy;860.2;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;093768/Z/10/Z;;;
PMC4474610;26090798;10.1371/journal.pone.0130356;PLOS;PLoS One;1932-6203;Conditional U1 Gene Silencing in Toxoplasma gondii;863.39;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;087582/Z/08/Z;;;
PMC4332656;25679979;10.1371/journal.pone.0116342;PLOS;PLOSOne;1932-6203;Risk factors associated with recurrent diarrheal illnesses among children in Kabul, Afghanistan: a prospective cohort study.;863.39;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT082476/Z07/Z;;;
PMC4331495;25689628;10.1371/journal.pone.0118187;PLOS;PLOS ONE;1932-6203;Vasoactivity of Rucaparib, a PARP-1 Inhibitor, is a Complex Process that Involves Myosin Light Chain Kinase, P2 Receptors, and PARP Itself;864.21;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;;;C1278/A5965;;;
PMC4593553;26437372;10.1371/journal.pcbi.1004355;PLOS;PLoS Computational Biology;1553-734X, 1553-7358;Reconciling estimates of cell proliferation from stable isotope labeling experiment;£865.10;1;;;0;cc-by;epmc_xml;oa;1;WT;;;103865/Z/14/Z;;;
PMC4452790;26034982;10.1371/journal.pone.0128513;PLOS;PLoS One;1932-6203;The forkhead transcription factor in FOXP2 is required for regulation of p21WAF1/CIP1 in 143B osteosarcoma cell growth arrest;866.68;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;Leukaemia & Lymphoma Research;;;075491 and 080971;10044;
PMC4476610;26098415;10.1371/journal.pone.0129063;PLOS;PLoS One;1932-6203;The Leukocyte immunoglobulin-like receptor family member LILRB5 Binds to HLA-class I Heavy chains;866.68;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK ;;;;A10702;;
PMC4216080;25360558;10.1371/journal.pone.0111518;PLOS;PLoS One;1932-6203;An analysis of the binding characteristics of a panel of recently selected ICAM-1 binding Plasmodium falciparum patient isolates;868.7;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT095507;;;
PMC4520585;26225853;10.1371/journal.pone.0136976;PLOS;PLOS One;1932-6203;Designing psychological treatments for scalability: The PREMIUM approach.;870.8;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT092907/Z/10/Z;;;
PMC4469320;26079685;10.1371/journal.pone.0129468;PLOS;PLOS One;1932-6203;Is the association between Vitamin D and cardiovascular disease risk confounded by obesity?;871.81;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT083707;;;
PMC4550285;0;10.1371/journal.pone.0134883;PLOS;PLOS;1932-6203;Sex-differences in the Metabolic Health of Offspring of Parents with Diabetes: A Record-linkage Study;874.65;1;;;0;cc-by;epmc_xml;oa;1;Wellocme Trust;0;0;WT086113;;;WT064890
PMC3879413;24392306;10.1016/j.nicl.2013.12.004;Elsevier;NeuroImage: Clinical;2213-1582;Progressive white matter changes following anterior temporal lobe resection for epilepsy;877;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;MRC;;83148;G0802012;;
PMC4250081;0;10.1371/journal.pone.0114117;PLOS;PLoS One;1932-6203;Characterisation of Translation Elongation Factor eEF1B Subunit Expression in Mammalian Cells and Tissues and Co-Localisation with eEF1A2;879.27;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;WT094180;;;
PMC4580650;26398888;10.1371/journal.pone.0138545;PLOS;PLOS One;1932-6203;Characterizing heterogeneity within head & neck lesions using cluster analysis of multi-parametric MRI data;883.5;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;;;0;;;
PMC4468205;26076167;10.1371/journal.pone.0129470;PLOS;PLOS One;1932-6203;PTEN regulates epithelial cytodifferentiation during prostate development;883.5;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK;;;0;;;
PMC4556633;26325073;10.1371/journal.pone.0136962;PLOS;PLoS ONE;1932-6203;The perfect burrow, but for what?;£885.00;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;NERC;;090213/z/09/z;;;
PMC4364955;25785774;10.1371/journal.pone.0119120;PLOS;PLOSOne;1932-6203;Adequately Diversified Dietary Intake and Iron and Folic Acid Supplementation during Pregnancy Is Associated with Reduced Occurrence of Symptoms Suggestive of Pre-Eclampsia or Eclampsia in Indian Women;885.36;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT084674;;;
PMC4382175;0;10.1371/journal.pone.0121303;PLOS;PLOS ONE;1932-6203;"Plasmodium knowlesi Genome Sequences from Clinical Isolates Reveal Extensive
Genomic Dimorphism";888.16;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;097831/Z/11/Z;;;
PMC4380462;25826619;10.1371/journal.pone.0122589;PLOS;PLOS One;1932-6203;Common variation at 1q24.1 (ALDH9A1) is a potential risk factor for renal cancer;889.11;1;;;0;cc0;epmc_xml;oa;1;Cancer Research UK;;;#REF!;;;
PMC4486172;26121586;10.1371/journal.pone.0131218;PLOS;PLOS D;1932-6203;Serendipitous SAD Solution for DMSO-Soaked SOCS2-ElonginC-ElonginB Crystals Using Covalently Incorporated Dimethylarsenic: Insights into Substrate Receptor Conformational Flexibility in Cullin RING Ligases.;889.96;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;100476/Z/12/Z;;88891
PMC4449205;0;10.1371/journal.pone.0127712;PLOS;PLOS;1932-6203;TMEM120A and B: Nuclear Envelope Transmembrane Proteins Important for Adipocyte Differentiation;892.79;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;095209/Z/10/Z;;;
PMC4687864;26139220;10.1152/japplphysiol.01014.2014;Cadmus Journal Services;Journal of Applied Physiology ;8750-7587, 1522-1601;Identification of mouse gaits using a novel force-sensing exercise wheel;893.15;1;;;0;cc-by;epmc_xml;hybrid;1;;;;;;;
PMC4468061;0;10.1371/journal.pone.0129548;PLOS;PLOS ONE;1932-6203;Deletion of Genes encoding Arginase improves use of heavy isotope labeled Arginine for mass Spec;893.83;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;[094517][103139][091020][C20060/A10789] [092076];;;
PMC4569348;26367874;10.1371/journal.pone.0136207;PLOS;PLoS One;1932-6203;Double Relapsed and/or Refractory Multiple Myeloma: Clinical Outcomes and Real World Healthcare Costs;894.5;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;102341/Z/13/Z;;
PMC4569550;26367740;10.1371/journal.pone.0137947;PLOS;PLoS ONE;1932-6203;Functional Divergence of Hsp90 Genetic Interactions in Biofilm and Planktonic Cellular States;895.21;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;RG10992-10;0;0;
PMC4179512;25324843;10.3389/fimmu.2014.00466;;Frontiers in immunology;1664-3224;Immunity to RSV in Early Life;£897.61;1;;;0;cc-by;epmc_xml;oa;1;"Medical Research Council (MRC); Wellcome Trust; National Institute for Health Research";;;"090382/Z/09/Z; 087805/Z/08/Z";;;
PMC4547745;0;10.1371/journal.pone.0134620;PLOS;PLOS;1932-6203;Klf15 Is Critical for the Development and Differentiation of Drosophila Nephrocytes;898.07;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;0;0;FS/13/17/29905;;;
PMC4557950;0;10.1371/journal.pone.0137377;PLOS;PLOS;1932-6203;Low vitamin D status is associated with systemic and gastrointestinal inflammation in dogs with a chronic enteropathy;898.07;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;098493/Z/12/Z;;;
PMC4577127;26390124;10.1371/journal.pone.0138026;PLOS;PLoS One;1932-6203;Non-Life Threatening Maternal Morbidity: Cross Sectional Surveys from Malawi and Pakistan;900.97;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT065810/Z/01/Z;;;
PMC4468130;0;10.1371/journal.pone.0130147;PLOS;PLOS ONE;1932-6203;2-O Heparan Sulfate Sulfation by Hs2st is Required for Erk/Mapk Signalling Activation at the Mid-gestational Mouse Telencephalic Midline;901.64;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;094832/Z/10/Z;;;
PMC4583259;26406307;10.1371/journal.pone.0138762;PLOS;PLoS One;1932-6203;Chronic Household Air Pollution Exposure Is Associated with Impaired Alveolar Macrophage Function in Malawian Non-Smokers;901.78;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT086756/B/08/Z;;;
PMC4300917;25653599;10.3389/fnsys.2014.00250;Frontiers;Frontiers in Systems Neuroscience;1662-5137;Lesions of either anterior orbitofrontal cortex or ventrolateral prefrontal cortex in marmoset monkeys heighten innate fear and attenuate active coping behaviors to predator threat;902.75;1;;;0;cc-by;epmc_xml;oa;1;0;0;0;0;0;0;
PMC4468870;26136743;10.3389/fimmu.2015.00303;Frontiers;Frontiers in Immunology;1664-3224;MR1-Restricted Mucosal-Associated Invariant T Cells and Their Activation during Infectious Diseases;903.8;1;;;0;cc-by;epmc_xml;oa;1;Cancer Research UK ;;;;C399/A17722;;
PMC4427185;25962075;10.1371/journal.pone.0126666;PLOS;PLosONE;1932-6203;Beyond the biomedical: community resources for mental health care in rural Ethiopia.;905.13;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;100142/Z/12/Z;;;
PMC4441256;25135277;10.1111/mmi.12755;Wiley;Molecular Microbiology;0950-382X, 1365-2958;The post-translational modification of the Clostridium difficile flagellin affects motility, cell surface properties and virulence;905.2;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;WT086418;;;
PMC4372349;25803307;10.1371/journal.pone.0119718;PLOS;PLoS One;1932-6203;Annexin A8 identifies a subpopulation of transiently quiescent c-kit positive luminal progenitor cells of the ductal mammary epithelium;906.58;1;;;0;cc-by;epmc_xml;oa;1;Breast Cancer Campaign;;;2012NovPR006;;;
PMC4390202;25853703;10.1371/journal.pone.0121357;PLOS;PLoS One;1932-6203;External validation and calibration of IVFpredict: a national prospective cohort study of 130960 in vitro fertilisation cycles;906.58;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;094311/Z/10/Z;;;
PMC4285868;25610399;10.3389/fphys.2014.00508;Frontiers;Frontiers in Physiology;1664-042X;Detecting cardiac contractile activity in the early mouse embryo using multiple modalities;906.66;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;Wellcome Trust;;;RE/13/1/30181;074246/Z04/Z;
PMC4435908;25984723;10.1371/journal.pone.0126271;PLOS;PLoS Medicine;1932-6203;The Association between Mycobacterium Tuberculosis Genotype and Drug Resistance in Peru;907.44;1;;;0;cc0;epmc_xml;oa;1;Wellcome Trust;;;WT078067/Z/05/Z;;;
PMC4283608;25601869;10.3389/fimmu.2014.00677;Frontiers Media;Frontiers in Immunology;1664-3224;Metabolic syndrome and the immunologic affair with the blood-brain barrier;913.77;1;;;0;cc-by;epmc_xml;oa;1;British Heart Foundation;British Heart Foundation;Arthritis Research UK;RG/14/2/30616;FS/12/38/29640;;
PMC4441487;26001071;10.1371/journal.pone.0127713;PLOS;PLOS ONE;1932-6203;MAGE-A Cancer/Testis Antigens Inhibit MDM2 Ubiquitylation Function and Promote Increased Levels of MDM4;916.65;1;;;0;cc-by;epmc_xml;oa;1;Breast Cancer Campaign;;;;2008NovPR32;2001NovPhD07;
PMC4240045;25484868;10.3389/fphys.2014.00445;Frontiers;Frontiers in Physiology ;1664-042X;Expression analysis of candidate genes regulating successional tooth formation in the human embryo;920;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;MRC;Arthritis UK / British Heart Foundation;AMS-SGCL 10- Xavier;;;
PMC4528075;26079577;10.1016/j.ydbio.2015.06.003;Elsevier;Developmental Biology;0012-1606, 1095-564X;Cellular basis of neuroepithelial bending during mouse spinal neural tube closure;920;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;MRC;;grants 051690, 058714, 068554, 087525;G0801124;;
PMC4430519;0;10.1371/journal.pone.0125997;PLOS;PLOS One;1932-6203;Vitamin D status predicts 30 day mortality in hospitalised cats;920.08;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;Wellcome trust intermediate clinical fellowship grant ;;;
PMC4498604;26143919;10.1107/S1399004715008548;International Union of Crystallography;Acta Crystallographica Section D;0907-4449, 1399-0047;Structure of protease-cleaved Escherichia coli [alpha]-2-macroglobulin reveals a putative mechanism of conformational activation for protease entrapment;922.96;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;;;093597/Z/10/Z) ;;;
PMC4323408;25669238;10.3402/gha.v8.25946;Co-Action Publishing;Global Health Action;1654-9716, 1654-9880;Community perceptions of health and chronic disease in South Indian rural transitional communities.;926.41;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;WT084674/B/08/Z;;;
PMC4382121;0;10.1371/journal.pone.0123028;PLOS;PLoS One;1932-6203;Changes to serum sample tube and processing methodology does not cause inter-individual variation in automated whole serum N-glycan profiling in health and disease;930.12;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;0;0;WT097943MA;;;
PMC4603017;26200614;10.1097/MD.0000000000001134;Wolters Kluwer;Medicine;0025-7974, 1536-5964;Molecular Analyses Define V?7.2-J?33+ MAIT Cell Depletion in HIV Infection: A Caseâ€“Control Study;931.9;1;;;0;cc-by;epmc_xml;oa;1;Wellcome Trust;;;;091663/Z/10/Z;;
PMC4498606;26143927;10.1107/S1399004715009220;International Union of Crystallography;Acta Crystallographica. Section D: Biological Crystallography;0907-4449, 1399-0047;From bacterial to human diÂ­hydrouridine synthase: automated structure determination;932.17;1;;;0;cc-by;epmc_xml;hybrid;1;Wellcome Trust;0;0;098230/Z/12/Z;0;0;
