institution,period,PMID,PMCID,DOI,Publisher,Journal title,ISSN,is_hybrid,euro
Wellcome Trust,2017,28436936,PMC5451246,10.1172/jci91363,American Society for Clinical Investigation,The Journal of clinical investigation,"0021-9738, 1558-8238",TRUE,4931.29
Wellcome Trust,2017,28138552,PMC5256146,10.1172/jci.insight.87379,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3244.95
Wellcome Trust,2017,28194447,PMC5291742,10.1172/jci.insight.91103,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3798.21
Wellcome Trust,2017,28614791,PMC5470884,10.1172/jci.insight.93683,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3753.7
Wellcome Trust,2017,28878126,PMC5621885,10.1172/jci.insight.93344,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3715.84
Wellcome Trust,2017,28405622,PMC5374077,10.1172/jci.insight.91868,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3714.7
Wellcome Trust,2017,28422761,PMC5396531,10.1172/jci.insight.92641,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3708.59
Wellcome Trust,2017,28814669,PMC5621870,10.1172/jci.insight.93739,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,3644.32
Wellcome Trust,2017,28783043,PMC5669559,10.1172/jci91684,American Society for Clinical Investigation,The Journal of clinical investigation,"0021-9738, 1558-8238",TRUE,3144.04
Wellcome Trust,2017,27942587,PMC5135281,10.1172/jci.insight.89173,American Society for Clinical Investigation,JCI insight,2379-3708,TRUE,2805.49
Wellcome Trust,2017,28784672,Unknown,10.1128/aac.00965-17,American Society for Microbiology,Antimicrobial agents and chemotherapy,"0066-4804, 1098-6596",TRUE,1963.76
Wellcome Trust,2017,27920299,PMC5287405,10.1128/jb.00647-16,American Society for Microbiology,Journal of bacteriology,"0021-9193, 1098-5530",TRUE,3611.66
Wellcome Trust,2017,27965449,PMC5156302,10.1128/mbio.01790-16,American Society for Microbiology,mBio,2150-7511,FALSE,3750.53
Wellcome Trust,2017,28680969,PMC5489658,10.1128/msphere.00234-17,American Society for Microbiology,mSphere,2379-5042,FALSE,3523.19
Wellcome Trust,2017,27582517,PMC5078552,10.1128/jcm.01428-16,American Society for Microbiology,Journal of clinical microbiology,"0095-1137, 1098-660X",TRUE,3485.4
Wellcome Trust,2017,28031367,PMC5309941,10.1128/jvi.02119-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,3378.71
Wellcome Trust,2017,28137812,PMC5365657,10.1128/aac.02169-16,American Society for Microbiology,Antimicrobial agents and chemotherapy,"0066-4804, 1098-6596",TRUE,3303.49
Wellcome Trust,2017,28744481,PMC5518269,10.1128/msphere.00211-17,American Society for Microbiology,mSphere,2379-5042,FALSE,3126.51
Wellcome Trust,2017,28249999,PMC5405268,10.1128/jcm.00025-17,American Society for Microbiology,Journal of clinical microbiology,"0095-1137, 1098-660X",TRUE,3283.33
Wellcome Trust,2017,28031267,PMC5328496,10.1128/iai.00641-16,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,3277.31
Wellcome Trust,2017,28077632,PMC5331790,10.1128/jvi.01884-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,3269.11
Wellcome Trust,2017,28835498,PMC5640846,10.1128/jvi.00378-17,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,3177.87
Wellcome Trust,2017,28559405,PMC5520436,10.1128/iai.00139-17,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,3160.72
Wellcome Trust,2017,28760933,PMC5607420,10.1128/iai.00074-17,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,3155.43
Wellcome Trust,2017,28830949,PMC5565971,10.1128/mbio.01268-17,American Society for Microbiology,mBio,2150-7511,FALSE,2558.47
Wellcome Trust,2017,28701467,PMC5585695,10.1128/cvi.00142-17,American Society for Microbiology,Clinical and vaccine immunology : CVI,"1556-6811, 1556-679X",TRUE,3123.7
Wellcome Trust,2017,27777985,PMC5071534,10.1128/msphere.00279-16,American Society for Microbiology,mSphere,2379-5042,FALSE,2473.96
Wellcome Trust,2017,28122790,PMC5382826,10.1128/cvi.00533-16,American Society for Microbiology,Clinical and vaccine immunology : CVI,"1556-6811, 1556-679X",TRUE,2855.83
Wellcome Trust,2017,28461315,PMC5487625,10.1128/aac.00210-17,American Society for Microbiology,Antimicrobial agents and chemotherapy,"0066-4804, 1098-6596",TRUE,2855.83
Wellcome Trust,2017,28765221,PMC5539426,10.1128/mbio.00909-17,American Society for Microbiology,mBio,2150-7511,FALSE,2194.07
Wellcome Trust,2017,27736780,PMC5116738 ,10.1128/IAI.00704-16,American Society for Microbiology,Infection and immunity,,TRUE,2746.39
Wellcome Trust,2017,28179403,PMC5382829,10.1128/cvi.00501-16,American Society for Microbiology,Clinical and vaccine immunology : CVI,"1556-6811, 1556-679X",TRUE,2737.2
Wellcome Trust,2017,28483958,PMC5487634,10.1128/aac.00414-17,American Society for Microbiology,Antimicrobial agents and chemotherapy,"0066-4804, 1098-6596",TRUE,2703.56
Wellcome Trust,2017,27512077,PMC5044832,10.1128/jvi.03262-15,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2621.66
Wellcome Trust,2017,28446571,PMC5483910,10.1128/jcm.00080-17,American Society for Microbiology,Journal of clinical microbiology,"0095-1137, 1098-660X",TRUE,2604.12
Wellcome Trust,2017,28468851,PMC5483921,10.1128/jcm.00363-17,American Society for Microbiology,Journal of clinical microbiology,"0095-1137, 1098-660X",TRUE,2604.12
Wellcome Trust,2017,28615203,PMC5553161,10.1128/jvi.00805-17,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2601.75
Wellcome Trust,2017,28630074,PMC5563575,10.1128/iai.00244-17,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,2581.26
Wellcome Trust,2017,27512068,PMC5044818,10.1128/jvi.01056-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2566.91
Wellcome Trust,2017,28739825,PMC5607398,10.1128/iai.00305-17,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,2557.25
Wellcome Trust,2017,28835501,PMC5660504,10.1128/jvi.01137-17,American Society for Microbiology,Journal of Virology,"0022-538X, 1098-5514",TRUE,2524.91
Wellcome Trust,2017,27852850,PMC5215335,10.1128/jvi.02196-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2485.97
Wellcome Trust,2017,27881647,PMC5244346,10.1128/jvi.01656-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2458.8
Wellcome Trust,2017,28122973,PMC5355620,10.1128/jvi.02467-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2457.58
Wellcome Trust,2017,28069818,PMC5328493,10.1128/iai.00010-17,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,2447.62
Wellcome Trust,2017,28100610,PMC5355598,10.1128/jvi.02255-16,American Society for Microbiology,Journal of virology,"0022-538X, 1098-5514",TRUE,2414.44
Wellcome Trust,2017,27677790,PMC5040112,10.1128/mbio.01053-16,American Society for Microbiology,mBio,2150-7511,FALSE,1943.41
Wellcome Trust,2017,28265004,PMC5440651,10.1128/mcb.00536-16,American Society for Microbiology,Molecular and cellular biology,"0270-7306, 1098-5549",TRUE,2403.67
Wellcome Trust,2017,28396352,PMC5472812,10.1128/jb.00135-17,American Society for Microbiology,Journal of bacteriology,"0021-9193, 1098-5530",TRUE,2386.11
Wellcome Trust,2017,28159786,PMC5377504,10.1128/aem.03229-16,American Society for Microbiology,Applied and Environmental Microbiology,"0099-2240, 1098-5336",TRUE,2386.1
Wellcome Trust,2017,28167670,PMC5364305,10.1128/iai.01021-16,American Society for Microbiology,Infection and Immunity,"0019-9567, 1098-5522",TRUE,2252.12
Wellcome Trust,2017,27795299,PMC5192081,10.1128/mcb.00454-16,American Society for Microbiology,Molecular and cellular biology,"0270-7306, 1098-5549",TRUE,2082.76
Wellcome Trust,2017,28827366,PMC5649026,10.1128/iai.00541-17,American Society for Microbiology,Infection and immunity,"0019-9567, 1098-5522",TRUE,1774.29
Wellcome Trust,2017,27507828,PMC4981727,10.1128/mBio.01228-16,American Society for Microbiology,mBio,,FALSE,1262.74
Wellcome Trust,2017,27974636,PMC5198516,10.1124/mol.116.106054,American Society for Pharmacology & Experimental Therapeutics (ASPET),Molecular pharmacology,"0026-895X, 1521-0111",TRUE,3311.42
Wellcome Trust,2017,28351863,PMC5394920,10.1124/pr.116.013441,American Society for Pharmacology & Experimental Therapeutics (ASPET),Pharmacological reviews,"0031-6997, 1521-0081",TRUE,3294.62
Wellcome Trust,2017,28360334,PMC5443320,10.1124/jpet.116.239574,American Society for Pharmacology & Experimental Therapeutics (ASPET),The Journal of pharmacology and experimental therapeutics,"0022-3565, 1521-0103",TRUE,3287.53
Wellcome Trust,2017,28877931,PMC5635517,10.1124/mol.117.109249,American Society for Pharmacology & Experimental Therapeutics (ASPET),Molecular pharmacology,"0026-895X, 1521-0111",TRUE,3173.44
Wellcome Trust,2017,28798097,PMC5588548,10.1124/mol.117.109397,American Society for Pharmacology & Experimental Therapeutics (ASPET),Molecular pharmacology,"0026-895X, 1521-0111",TRUE,3123.7
Wellcome Trust,2017,27756789,PMC5193068,10.1124/dmd.116.073437,American Society for Pharmacology & Experimental Therapeutics (ASPET),Drug metabolism and disposition: the biological fate of chemicals,"0090-9556, 1521-009X",TRUE,2769.41
Wellcome Trust,2017,28646079,PMC5539585,10.1124/dmd.117.076612,American Society for Pharmacology & Experimental Therapeutics (ASPET),Drug metabolism and disposition: the biological fate of chemicals,"0090-9556, 1521-009X",TRUE,2682.65
Wellcome Trust,2017,28029312,PMC5455424 ,10.1200/JCO.2016.69.8944,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,,TRUE,5601.67
Wellcome Trust,2017,28375714,PMC5455458,10.1200/jco.2016.70.0062,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,5514.55
Wellcome Trust,2017,28240969,PMC5455461,10.1200/jco.2016.69.9330,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,4643.66
Wellcome Trust,2017,28448241,Unknown,10.1200/jco.2016.69.4935,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,5561.92
Wellcome Trust,2017,28388291,Unknown,10.1200/jco.2016.71.3230,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,5453.46
Wellcome Trust,2017,,Unknown,10.1200/jco.2016.70.7794,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,5367.9
Wellcome Trust,2017,28661758,Unknown,10.1200/jco.2016.71.7439,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,5314.46
Wellcome Trust,2017,28945501,Unknown,10.1200/jco.2017.72.5465,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,5261.96
Wellcome Trust,2017,28300506,Unknown,10.1200/jco.2016.69.0677,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,4603.81
Wellcome Trust,2017,28240967,Unknown,10.1200/jco.2016.69.7391,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,4555.99
Wellcome Trust,2017,28686534,Unknown,10.1200/jco.2017.72.7578,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,4441.44
Wellcome Trust,2017,28384078,Unknown,10.1200/jco.2016.70.9709,American Society of Clinical Oncology (ASCO),Journal of clinical oncology : official journal of the American Society of Clinical Oncology,"0732-183X, 1527-7755",TRUE,4317.93
Wellcome Trust,2017,27528712,PMC5271173,10.1182/blood-2016-01-695692,American Society of Hematology,Blood,"0006-4971, 1528-0020",TRUE,2599.2
Wellcome Trust,2017,29140241,Unknown,10.4269/ajtmh.17-0365,American Society of Tropical Medicine and Hygiene,The American journal of tropical medicine and hygiene,"0002-9637, 1476-1645",TRUE,2650.68
Wellcome Trust,2017,29031289,Unknown,10.4269/ajtmh.16-0961,American Society of Tropical Medicine and Hygiene,The American journal of tropical medicine and hygiene,"0002-9637, 1476-1645",TRUE,2633.94
Wellcome Trust,2017,29140232,Unknown,10.4269/ajtmh.17-0021,American Society of Tropical Medicine and Hygiene,The American journal of tropical medicine and hygiene,"0002-9637, 1476-1645",TRUE,2187.55
Wellcome Trust,2017,28138054,PMC5392636,10.4269/ajtmh.16-0842,American Society of Tropical Medicine and Hygiene,The American journal of tropical medicine and hygiene,"0002-9637, 1476-1645",TRUE,2836.97
Wellcome Trust,2017,28500823,PMC5392618,10.4269/ajtmh.16-0730,American Society of Tropical Medicine and Hygiene,The American journal of tropical medicine and hygiene,"0002-9637, 1476-1645",TRUE,2745.77
Wellcome Trust,2017,28114584,Unknown,10.1167/iovs.16-20523,Association for Research in Vision and Ophthalmology (ARVO),Investigative ophthalmology & visual science,"0146-0404, 1552-5783",TRUE,2107.1
Wellcome Trust,2017,27978549,PMC5172160,10.1167/16.15.14,Association for Research in Vision and Ophthalmology (ARVO),Journal of vision,1534-7362,FALSE,2095.38
Wellcome Trust,2017,28460376,PMC5412969,10.1167/17.5.1,Association for Research in Vision and Ophthalmology (ARVO),Journal of vision,1534-7362,FALSE,1958.76
Wellcome Trust,2017,27820953,PMC5102568,10.1167/iovs.16-19835,Association for Research in Vision and Ophthalmology (ARVO),Investigative ophthalmology & visual science,"0146-0404, 1552-5783",TRUE,2083.36
Wellcome Trust,2017,27668130,PMC5032847,10.1167/tvst.5.5.6,Association for Research in Vision and Ophthalmology (ARVO),Translational vision science & technology,2164-2591,TRUE,1999.74
Wellcome Trust,2017,28245296,PMC5341622,10.1167/iovs.16-20894,Association for Research in Vision and Ophthalmology (ARVO),Investigative ophthalmology & visual science,"0146-0404, 1552-5783",TRUE,1734.89
Wellcome Trust,2017,28900576,PMC5588909,10.1167/tvst.6.5.3,Association for Research in Vision and Ophthalmology (ARVO),Translational vision science & technology,2164-2591,TRUE,1619.75
Wellcome Trust,2017,27760272,PMC5072540,10.1167/iovs.16-19247,Association for Research in Vision and Ophthalmology (ARVO),Investigative ophthalmology & visual science,"0146-0404, 1552-5783",TRUE,1397.95
Wellcome Trust,2017,Unknown,Unknown,10.2174/1573403X12666161014094738,Bentham Science Publishers Ltd.,Current Cardiology Reviews,1573-403X,TRUE,1340.09
Wellcome Trust,2017,28522730,PMC5457506,10.1530/joe-16-0501,BioScientifica,The Journal of endocrinology,"0022-0795, 1479-6805",TRUE,3700.92
Wellcome Trust,2017,27390302,PMC5064771,10.1530/joe-15-0376,BioScientifica,The Journal of endocrinology,"0022-0795, 1479-6805",TRUE,3695.22
Wellcome Trust,2017,28566439,PMC5510573,10.1530/eje-17-0124,BioScientifica,European journal of endocrinology,"0804-4643, 1479-683X",TRUE,2267.6
Wellcome Trust,2017,27754854,PMC5118949,10.1530/erc-16-0095,BioScientifica,Endocrine-related cancer,"1351-0088, 1479-6821",TRUE,1984.47
Wellcome Trust,2017,27885053,PMC5184774,10.1530/joe-16-0578,BioScientifica,The Journal of endocrinology,"0022-0795, 1479-6805",TRUE,1853.31
Wellcome Trust,2017,28729468,PMC5527372,10.1530/ERC-17-0206,Bioscientifica,Endocrine-Related cancer,,TRUE,1853.31
Wellcome Trust,2017,27553202,PMC5148800,10.1530/jme-16-0128,BioScientifica,Journal of molecular endocrinology,"0952-5041, 1479-6813",TRUE,1847.61
Wellcome Trust,2017,27647861,PMC5118938,10.1530/joe-16-0125,BioScientifica,The Journal of endocrinology,"0022-0795, 1479-6805",TRUE,1847.61
Wellcome Trust,2017,28860310,PMC5594414,10.1136/bmj.j3394,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,4105.8
Wellcome Trust,2017,28860141,PMC5594419,10.1136/bmj.j3395,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,4105.8
Wellcome Trust,2017,28860109,PMC5594412,10.1136/bmj.j3397,BMJ,BMJ (Clinical research ed.),1756-1833,TRUE,4105.8
Wellcome Trust,2017,28860138,PMC5594415,10.1136/bmj.j3347,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,4105.8
Wellcome Trust,2017,28246084,PMC5330195,10.1136/bmj.j813,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,4105.8
Wellcome Trust,2017,28588963,PMC5321361,10.1136/bmjgh-2016-000108,BMJ,BMJ global health,2059-7908,TRUE,4105.8
Wellcome Trust,2017,28939590,PMC5609092,10.1136/bmj.j3984,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,4105.8
Wellcome Trust,2017,28860129,PMC5594420,10.1136/bmj.j3339,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,4105.8
Wellcome Trust,2017,27965194,PMC5154976,10.1136/bmj.i6267,BMJ,BMJ (Clinical research ed.),"0959-8138, 1756-1833",TRUE,3489.93
Wellcome Trust,2017,28077438,Unknown,10.1136/gutjnl-2016-311954,BMJ,Gut,"0017-5749, 1468-3288",TRUE,3016.62
