"Publisher","Journal title","Currency","APC","Date Payment Completed","institution","period","euro","doi","is_hybrid"
"American Society for Microbiology","Antimicrobial Agents and Chemotherapy","USD","2400","2019-04-25T02:01:00.000+02:00","Bill & Melinda Gates Foundation","2019","2157.69","10.1128/AAC.02661-18",""
"American Society for Microbiology","Antimicrobial Agents and Chemotherapy","USD","2400","2019-04-25T01:59:00.000+02:00","Bill & Melinda Gates Foundation","2019","2157.69","10.1128/AAC.00021-19",""
"American Society for Microbiology","Applied and Environmental Microbiology","USD","2450","2017-01-24T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2279.49","10.1128/AEM.02449-16",""
"American Society for Microbiology","Applied and Environmental Microbiology","USD","3150","2018-03-14T12:30:08.827+01:00","Bill & Melinda Gates Foundation","2018","2546.69","10.1128/AEM.02150-17",""
"American Society for Microbiology","Applied and Environmental Microbiology","USD","3150","2017-12-20T16:01:07.910+01:00","Bill & Melinda Gates Foundation","2017","2659.35","10.1128/AEM.01712-17",""
"American Society for Microbiology","Clinical and Vaccine Immunology","USD","3000","2017-08-26T19:13:36.920+02:00","Bill & Melinda Gates Foundation","2017","2515.72","10.1128/CVI.00140-17",""
"American Society for Microbiology","EcoSal Plus","USD","1000","2019-02-22T02:01:00.000+01:00","Bill & Melinda Gates Foundation","2019","883.0","10.1128/ecosalplus.8.6.2.2",""
"American Society for Microbiology","Infection and Immunity","USD","3300","2017-05-01T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","3023.36","10.1128/IAI.00705-16 PMCID: PMC5116730",""
"American Society for Microbiology","Infection and Immunity","USD","2250","2017-09-13T16:22:11.870+02:00","Bill & Melinda Gates Foundation","2017","1878.29","10.1128/IAI.00101-17",""
"American Society for Microbiology","Infection and Immunity","USD","3150","2018-05-16T02:29:00.000+02:00","Bill & Melinda Gates Foundation","2018","2673.12","10.1128/IAI.00183-18",""
"","","","","","","","","",""
"American Society for Microbiology","Infection and Immunity","USD","3150","2018-06-20T03:06:00.000+02:00","Bill & Melinda Gates Foundation","2018","2720.68","10.1128/IAI.00920-17",""
"American Society for Microbiology","Journal of Bacteriology","USD","2450","2017-06-23T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2017","2192.79","10.1128/JB.00872-16",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","3000","2017-01-26T23:00:00.000+01:00","Bill & Melinda Gates Foundation","2017","2803.74","10.1128/JCM.01904-16",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","2250","2016-08-24T23:00:00.000+02:00","Bill & Melinda Gates Foundation","2016","1996.81","10.1128/CVI.00251-16",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","2450","2017-08-02T02:35:43.407+02:00","Bill & Melinda Gates Foundation","2017","2071.18","10.1128/JCM.00144-17",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","3150","2018-08-21T01:52:00.000+02:00","Bill & Melinda Gates Foundation","2018","2738.65","10.1128/JCM.00702-18",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","3150","2018-08-21T01:55:00.000+02:00","Bill & Melinda Gates Foundation","2018","2738.65","10.1128/JCM.00781-18",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","2300","2017-11-29T12:32:41.270+01:00","Bill & Melinda Gates Foundation","2017","1944.7","10.1128/JCM.01374-17",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","3300","2019-04-25T02:00:00.000+02:00","Bill & Melinda Gates Foundation","2019","2966.83","10.1128/JCM.00190-19",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","3150","2018-11-06T12:03:00.000+01:00","Bill & Melinda Gates Foundation","2018","2756.39","10.1128/JCM.01338-18",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","3300","2018-12-19T01:42:00.000+01:00","Bill & Melinda Gates Foundation","2018","2893.47","10.1128/JCM.00948-18",""
"American Society for Microbiology","Journal of Clinical Microbiology","USD","2400","2019-01-15T12:49:00.000+01:00","Bill & Melinda Gates Foundation","2019","2100.84","10.1128/JCM.01847-18",""
"American Society for Microbiology","Journal of Virology","USD","2400","2019-03-05T03:11:00.000+01:00","Bill & Melinda Gates Foundation","2019","2118.46","10.1128/JVI.02084-18",""
"American Society for Microbiology","Journal of Virology","USD","3150","2019-02-01T03:19:00.000+01:00","Bill & Melinda Gates Foundation","2019","2746.06","10.1128/JVI.00384-18",""
"American Society for Microbiology","Journal of Virology","USD","3150","2018-02-26T10:00:00.000+01:00","Bill & Melinda Gates Foundation","2018","2556.82","10.1128/JVI.01957-17",""
"American Society for Microbiology","Journal of Virology","USD","3150","2018-04-20T12:40:00.000+02:00","Bill & Melinda Gates Foundation","2018","2559.1","10.1128/JVI.01552-17",""
"American Society for Microbiology","Journal of Virology","USD","2300","2018-04-20T12:40:00.000+02:00","Bill & Melinda Gates Foundation","2018","1868.55","10.1128/JVI.01843-17",""
"American Society for Microbiology","Journal of Virology","USD","3150","2018-05-16T02:29:00.000+02:00","Bill & Melinda Gates Foundation","2018","2673.12","10.1128/JVI.00381-18",""
"American Society for Microbiology","Journal of Virology","USD","3150","2018-06-20T03:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2720.68","10.1128/JVI.00141-18",""
"American Society for Microbiology","Journal of Virology","USD","3150","2018-06-20T03:06:00.000+02:00","Bill & Melinda Gates Foundation","2018","2720.68","10.1128/JVI.00432-18",""
"American Society for Microbiology","Journal of Virology","USD","3300","2017-08-17T00:33:48.903+02:00","Bill & Melinda Gates Foundation","2017","2821.24","10.1128/JVI.00991-17",""
"American Society for Microbiology","Journal of Virology","USD","2250","2017-08-08T23:49:55.123+02:00","Bill & Melinda Gates Foundation","2017","1904.52","10.1128/JVI.00677-17",""
"American Society for Microbiology","mBio","USD","3150","2018-09-11T01:10:00.000+02:00","Bill & Melinda Gates Foundation","2018","2721.62","10.1128/mBio.01668-18",""
"American Society for Microbiology","Microbiology Resource Announcements","USD","1000","2019-01-15T12:53:00.000+01:00","Bill & Melinda Gates Foundation","2019","875.35","10.1128/MRA.01607-18",""
"American Society for Microbiology","mSphere","USD","3150","2018-06-20T03:02:00.000+02:00","Bill & Melinda Gates Foundation","2018","2720.68","10.1128/mSphere.00124-18",""
"American Society for Nutrition","Current Developments in Nutrition","USD","3000","2018-06-28T01:56:00.000+02:00","Bill & Melinda Gates Foundation","2018","2590.0","10.3945/cdn.117.001958",""
"American Society for Nutrition","Current Developments in Nutrition","USD","3000","2018-08-21T01:21:00.000+02:00","Bill & Melinda Gates Foundation","2018","2608.24","10.1093/cdn/nzy071",""
"American Society for Nutrition","Current Developments in Nutrition","USD","3300","2019-04-25T02:19:00.000+02:00","Bill & Melinda Gates Foundation","2019","2966.83","10.1093/cdn/nzz024",""
"American Society for Nutrition","Current Developments in Nutrition","USD","3300","2019-04-08T03:33:00.000+02:00","Bill & Melinda Gates Foundation","2019","2934.38","10.1093/cdn/nzy092",""
"","","","","","","","","",""
"American Society of Andrology","Andrology","USD","3000","2019-04-08T04:20:00.000+02:00","Bill & Melinda Gates Foundation","2019","2667.62","10.1111/andr.12621",""
"American Society of Mechanical Engineers","Journal of Medical Devices, Transactions of the ASME","USD","3000","2017-11-29T12:00:44.013+01:00","Bill & Melinda Gates Foundation","2017","2536.57","10.1115/1.4037935",""
"American Society of Nephrology","Journal of the American Society of Nephrology : JASN","USD","6910","2017-08-07T14:47:44.437+02:00","Bill & Melinda Gates Foundation","2017","5857.42","10.1681/ASN.2016050562",""
"American Society of Plant Biologists","Plant Physiology","USD","3900","2018-12-19T02:07:00.000+01:00","Bill & Melinda Gates Foundation","2018","3419.55","10.1104/pp.17.01005",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-12-04T01:12:00.000+01:00","Bill & Melinda Gates Foundation","2018","2191.25","10.4269/ajtmh.18-0570",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-11-15T14:13:00.000+01:00","Bill & Melinda Gates Foundation","2018","2211.41","10.4269/ajtmh.18-0469",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-11-15T14:13:00.000+01:00","Bill & Melinda Gates Foundation","2018","2211.41","10.4269/ajtmh.18-0759",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-11-20T02:07:00.000+01:00","Bill & Melinda Gates Foundation","2018","2188.95","10.4269/ajtmh.18-0450",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-12-19T02:17:00.000+01:00","Bill & Melinda Gates Foundation","2018","2192.02","10.4269/ajtmh.18-0547",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-12-19T02:17:00.000+01:00","Bill & Melinda Gates Foundation","2018","2192.02","10.4269/ajtmh.18-0644",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-12-19T02:19:00.000+01:00","Bill & Melinda Gates Foundation","2018","2192.02","10.4269/ajtmh.18-0829",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-12-19T02:19:00.000+01:00","Bill & Melinda Gates Foundation","2018","2192.02","10.4269/ajtmh.18-0846",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-12-19T02:20:00.000+01:00","Bill & Melinda Gates Foundation","2018","2192.02","10.4269/ajtmh.18-0773",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-01-03T10:10:00.000+01:00","Bill & Melinda Gates Foundation","2019","2203.03","10.4269/ajtmh.17-1008",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T04:16:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0612",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T04:29:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0671",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T04:30:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0649",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","450","2018-10-11T02:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","388.77","10.4269/ajtmh.18-0500",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0032",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:00:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0034",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:01:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0106",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:01:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0125",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:03:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0139",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:03:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0045",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0145",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0182",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0046",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0035",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0110",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-10-11T02:04:00.000+02:00","Bill & Melinda Gates Foundation","2018","2159.83","10.4269/ajtmh.18-0111",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2018-09-18T02:11:00.000+02:00","Bill & Melinda Gates Foundation","2018","2137.3","10.4269/ajtmh.18-0320",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","3895","2018-10-31T13:46:00.000+01:00","Bill & Melinda Gates Foundation","2018","3441.42","10.4269/ajtmh.18-0428",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-04-17T09:12:08.490+02:00","Bill & Melinda Gates Foundation","2019","2212.19","10.4269/ajtmh.19-0094",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-04-25T03:58:00.000+02:00","Bill & Melinda Gates Foundation","2019","2247.6","10.4269/ajtmh.17-0688",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-04-17T09:13:03.683+02:00","Bill & Melinda Gates Foundation","2019","2212.19","10.4269/AJTMH.18-0961",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-02-22T03:04:00.000+01:00","Bill & Melinda Gates Foundation","2019","2207.51","10.4269/ajtmh.18-1003",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-02-22T03:06:00.000+01:00","Bill & Melinda Gates Foundation","2019","2207.51","10.4269/ajtmh.18-1004",""
"American Society of Tropical Medicine and Hygiene","American Journal of Tropical Medicine and Hygiene","USD","2500","2019-01-23T01:36:00.000+01:00","Bill & Melinda Gates Foundation","2019","2199.35","10.4269/ajtmh.18-0840",""
