institution;period;euro;doi;is_hybrid;journal_full_title
Medical University of Vienna;2017;NA;10.1007/s11812-017-0089-1;TRUE;Wiener klinische Wochenschrift Education
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10354-017-0613-z;TRUE;Wiener Medizinische Wochenschrift
TU Wien (TUW);2017;NA;10.1007/s00707-017-2006-1;TRUE;Acta Mechanica
TU Wien (TUW);2017;NA;10.1007/s00707-017-1984-3;TRUE;Acta Mechanica
Medical University of Graz;2017;NA;10.1007/s00132-017-3505-4;TRUE;Der Orthopäde
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10516-017-9364-0;TRUE;Axiomathes
University of Vienna;2017;NA;10.1007/s10677-017-9854-6;TRUE;Ethical Theory and Moral Practice
TU Wien (TUW);2017;NA;10.1007/s10237-017-0996-1;TRUE;Biomechanics and Modeling in Mechanobiology
Medical University of Graz;2017;NA;10.1007/s00428-017-2277-x;TRUE;Virchows Archiv
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s00217-017-3017-9;TRUE;European Food Research and Technology
Medical University of Vienna;2017;NA;10.1007/s00066-017-1246-2;TRUE;Strahlentherapie und Onkologie
Graz University of Technology;2017;NA;10.1007/s10270-017-0647-0;TRUE;Software & Systems Modeling
Paracelsus Medical University;2017;NA;10.1007/s12254-017-0371-z;TRUE;memo - Magazine of European Medical Oncology
University of Vienna;2017;NA;10.1007/s00706-017-2108-4;TRUE;Monatshefte für Chemie - Chemical Monthly
Medical University of Vienna;2017;NA;10.1007/s00117-017-0335-7;TRUE;Der Radiologe
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00337-017-0357-2;TRUE;Manuelle Medizin
University of Vienna;2017;NA;10.1007/s11059-017-0418-5;TRUE;Neohelicon
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s00404-017-4623-2;TRUE;Archives of Gynecology and Obstetrics
University of Graz;2017;NA;10.1007/s12078-017-9242-6;TRUE;Chemosensory Perception
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1007/s10544-017-0250-8;TRUE;Biomedical Microdevices
University of Vienna;2017;NA;10.1007/s12161-017-1101-1;TRUE;Food Analytical Methods
University of Applied Sciences Wiener Neustadt for Business and Engineering;2017;NA;10.1007/s00707-017-2007-0;TRUE;Acta Mechanica
University of Vienna;2017;NA;10.1007/s00706-017-2058-x;TRUE;Monatshefte für Chemie - Chemical Monthly
TU Wien (TUW);2017;NA;10.1007/s00707-017-1998-x;TRUE;Acta Mechanica
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10661-017-6360-1;TRUE;Environmental Monitoring and Assessment
Medical University of Vienna;2017;NA;10.1007/s42001-017-0010-9;TRUE;Journal of Computational Social Science
Paracelsus Medical University;2017;NA;10.1007/s00391-017-1351-y;TRUE;Zeitschrift für Gerontologie und Geriatrie
Medical University of Graz;2017;NA;10.1007/s00115-017-0462-4;TRUE;Der Nervenarzt
University of Innsbruck and Medical University of Innsbruck;2017;NA;10.1140/epjd/e2017-80308-2;TRUE;The European Physical Journal D
University of Natural Resources and Life Sciences Vienna (BOKU);2017;NA;10.1007/s10113-017-1229-y;TRUE;Regional Environmental Change
