institution,period,euro,doi,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,snsf_title
Swiss National Science Foundation (SNSF),2020-12-18,4885.044371788883,10.1038/s41467-020-20049-8,Nature Communications,,FALSE,2041-1723,NA,5229.44,1.0705,105108 - 10674 - 18.12.2020,31AC-0_201894,179418,Nonlinear mechanics of lamin filaments and the meshwork topology build an emergent nuclear lamina
Swiss National Science Foundation (SNSF),2020-12-15,512.8444652031761,10.7717/peerj.10475,PeerJ,,NA,NA,NA,549,1.0705,105019 - 1603 - 15.12.2020,20AC-1_202203,178780,A review of the carotid artery and facial nerve canal systems in extant turtles
Swiss National Science Foundation (SNSF),2020-12-15,667.4451191032227,10.1016/j.dib.2020.106615,Data in Brief,Elsevier,NA,NA,NA,714.5,1.0705,105016 - 10822 - 15.12.2020,10AC--_202170,169584,Imputation of missing information in worldwide patent data
Swiss National Science Foundation (SNSF),2020-12-15,704.2503503035964,10.3390/molecules25235702,Molecules,MDPI,NA,NA,NA,753.9,1.0705,105002 - 10415 - 15.12.2020,31AC-0_201799,"185898, 189246",From Phenotypic Hit to Chemical Probe: Chemical Biology Approaches to Elucidate Small Molecule Action in Complex Biological Systems
Swiss National Science Foundation (SNSF),2020-12-15,704.2503503035964,10.3390/sym12122031,Symmetry,MDPI,NA,2073-8994,NA,753.9,1.0705,105025 - 10415 - 15.12.2020,51AC-0_202134,185901,Optimization of the Mixture Transition Distribution Model Using the March Package for R
Swiss National Science Foundation (SNSF),2020-12-15,855.0490425035031,10.3389/fsufs.2020.606845,Frontiers in Sustainable Food Systems,Frontiers,NA,NA,NA,915.33,1.0705,105015 - 10239 - 15.12.2020,20AC-1_202173,160047,"Physics-based digital twin identifies trade-offs between drying time, fruit quality and energy use for solar drying"
Swiss National Science Foundation (SNSF),2020-12-15,855.1611396543672,10.3390/ijms21217944,International Journal of Molecular Sciences,MDPI,NA,NA,NA,915.45,1.0705,105012 - 10415 - 15.12.2020,31AC-0_201855,188524,Enzymatic Dissociation Induces Transcriptional and Proteotype Bias in Brain Cell Populations
Swiss National Science Foundation (SNSF),2020-12-15,1110.5931807566558,10.1186/s40878-020-00215-z,Comparative Migration Studies,Springer Nature,NA,NA,NA,1188.89,1.0705,105008 - 10752 - 15.12.2020,10AC--_201798,198575,Regular Matters: Credibility Determination and the Institutional Habitus in a Swiss Asylum Office (Der Titel auf der Rechnung: Deciding Who Can Stay: Institutional Habitus and the Shaping of Administr
Swiss National Science Foundation (SNSF),2020-12-15,1481.5506772536198,10.1101/2020.04.24.059337,PLOS ONE,,NA,1932-6203,NA,1586,1.0705,105024 - 10670 - 15.12.2020,31AC-0_201848,189136,Repetitive transcranial magnetic stimulation activates glial cells and inhibits neurogenesis after pneumococcal meningitis
Swiss National Science Foundation (SNSF),2020-12-15,1509.1078935077066,10.3390/molecules25235572,Molecules,MDPI,NA,1420-3049,NA,1615.5,1.0705,105013 - 10415 - 15.12.2020,PZAC-2_201860,173636,Triglycerides as Novel Phase-Change Materials: A Review and Assessment of Their Thermal Properties
Swiss National Science Foundation (SNSF),2020-12-15,1665.1004203643158,10.3389/fpsyg.2020.544544,Frontiers in Psychology ,,NA,NA,NA,1782.49,1.0705,105007 - 10239 - 15.12.2020,P1AC-1_201888,"181383, 160837",Asomatognosia: structured interview and assessment of visuo-motor imagery
Swiss National Science Foundation (SNSF),2020-12-15,1735.478748248482,10.3390/ijerph17228466,Int. J. Environ. Res. Public Health,MDPI,FALSE,NA,NA,1857.83,1.0705,104996 - 10415 - 15.12.2020,PZAC-1_201795,174082,"Influences of animal-assisted therapy on episodic memory in patients with acquired brain injuries"""
Swiss National Science Foundation (SNSF),2020-12-15,1737.5058383932742,10.1038/s41598-020-76524-1,Scientific Report ,,FALSE,NA,NA,1860,1.0705,105014 - 11348 - 15.12.2020,PMAC-3_201887,171352,Exploring blood alterations in chronic kidney disease and haemodialysis using metabolomics 
Swiss National Science Foundation (SNSF),2020-12-15,1750.6772536198037,10.1016/j.wroa.2020.100075,Water Research X,,FALSE,NA,NA,1874.1,1.0705,105005 - 10822 - 15.12.2020,20AC-1_201893,176022,Particulate substrate retention in plug-flow and fully-mixed conditions during operation of aerobic granular sludge systems
Swiss National Science Foundation (SNSF),2020-12-15,1843.8486688463333,10.3389/fped.2020.604918,Frontiers in Pediatrics-Pediatric Cardiology,Frontiers Media SA,FALSE,2296-2360,NA,1973.84,1.0705,105022 - 10239 - 15.12.2020,32AC-0_202142,172914,Social and behavioral difficulties in 10-year-old children with congenital heart disease: Prevalence and risk factors
Swiss National Science Foundation (SNSF),2020-12-15,2093.4142923867353,10.1101/2020.04.17.046482,PLOS Pathogens,PLOS,FALSE,NA,NA,2241,1.0705,104998 - 10669 - 15.12.2020,31AC-0_201980,132979,Bartonella effector protein C mediates actin stress fiber formation via recruitment of GEF-H1 to the plasma membrane
Swiss National Science Foundation (SNSF),2020-12-15,2188.696870621205,10.1002/aisy.202000177,Advanced Intelligent Systems,,FALSE,2640-4567,NA,2343,1.0705,105011 - 10676 - 15.12.2020,IZAC-0_201853,177995,Exploiting Phase Transitions in Polymer Bilayer Actuators
Swiss National Science Foundation (SNSF),2020-12-15,2241.13031293788,10.3389/fpubh.2020.521355,“Frontiers in Public Health-Digital Public Health”,,FALSE,NA,NA,2399.13,1.0705,104995 - 10239 - 15.12.2020,10AC--_201793,173165,"Title “A digital tool to build the capacity of leaders to improve working conditions related to psychological health and wellbeing in teams: Intervention approach, prototype, and evaluation design of "
Swiss National Science Foundation (SNSF),2020-12-15,2241.13031293788,10.3389/fmed.2020.595450,Frontiers in Medicine,,FALSE,NA,NA,2399.13,1.0705,105027 - 10239 - 15.12.2020,32AC-0_201982,172980,Effect of high-flow oxygen on exercise performance in COPD patients. Randomized trial.
Swiss National Science Foundation (SNSF),2020-12-15,2655.1517982251285,10.3389/fphys.2020.600551,Frontiers in Physiology,,FALSE,NA,NA,2842.34,1.0705,104997 - 10239 - 15.12.2020,32AC-0_201978,172980,Validation of a portable blood gas analyzer for use in challenging field conditions at high altitude
Swiss National Science Foundation (SNSF),2020-12-15,2655.1517982251285,10.3389/feart.2020.574106,“Frontiers in Earth Science-Volcanology,Frontiers Media SA,FALSE,NA,NA,2842.34,1.0705,104999 - 10239 - 15.12.2020,20AC-1_201979,156255,Modelling the effect of electrification on volcanic ash aggregation
Swiss National Science Foundation (SNSF),2020-12-15,2655.1517982251285,10.3389/fnhum.2020.611691,rontiers in Human Neuroscience-Health”,,FALSE,NA,NA,2842.34,1.0705,105023 - 10239 - 15.12.2020,40AC-0_202138,177394,Development and Health of Adults Formerly Placed in Infant Care Institutions – Study protocol of the LifeStories project
Swiss National Science Foundation (SNSF),2020-12-15,2655.1517982251285,10.3389/fvets.2020.625921,Frontiers in Veterinary Science-Animal Reproduction - Theriogenology,Frontiers,FALSE,NA,NA,2842.34,1.0705,105028 - 10239 - 15.12.2020,31AC-0_201984,182481,Uterine immune events associated with the establishment of pregnancy in the dog.
Swiss National Science Foundation (SNSF),2020-12-15,2763.194768799626,10.3389/fpsyg.2020.582369,Frontiers in Psychology-Eating Behavior,Frontiers Media SA,FALSE,NA,NA,2958,1.0705,105017 - 10670 - 15.12.2020,40AC-0_202174,145189,A Dieting Facilitator on the Fridge Door: Can Dieters Deliberately Apply Environmental Dieting Cues to Lose Weight?
Swiss National Science Foundation (SNSF),2020-12-15,2798.6921999065858,10.3389/fimmu.2020.566781,Frontiers in Immunology,,FALSE,1664-3224,NA,2996,1.0705,105009 - 10334 - 15.12.2020,31AC-0_201885,"175569, 182880",Vitamin D and IFN-β Modulate the Inflammatory Gene Expression Program of Primary Human T Lymphocytes
Swiss National Science Foundation (SNSF),2020-12-15,2816.4409154600653,10.3389/fcimb.2020.590657,Frontiers in Cellular and Infection Microbiology,Frontiers,FALSE,2235-2988,NA,3015,1.0705,105006 - 10670 - 15.12.2020,31AC-0_201880,189136,Pathogenic Differences of Type 1 Restriction-Modification Allele Variants in Experimental Listeria monocytogenes Meningitis
Swiss National Science Foundation (SNSF),2020-12-15,2946.2400747314337,10.1002/hbm.25309,Human Brain Mapping,Wiley,FALSE,NA,NA,3153.95,1.0705,105018 - 11349 - 15.12.2020,PPAC-1_202171,183711,Categorizing human vocal signals depends on an integrated auditory-frontal cortical network
Swiss National Science Foundation (SNSF),2020-12-15,4050.238206445586,10.1126/sciadv.abe-4208,Science Advances,Copyright Clearance Center RightsLink,FALSE,NA,NA,4335.78,1.0705,105026 - 10815 - 15.12.2020,51AC-0_201983,141825,Systematic Engineering of Artificial Metalloenzymes for New-1 to-Nature Reactions
Swiss National Science Foundation (SNSF),2020-12-15,4792.480149462868,10.1038/s41467-020-20328-4,Nature Communications,Springer Nature Limited,FALSE,NA,NA,5130.35,1.0705,105001 - 10859 - 15.12.2020,31AC-0_201801,"166815, 170085",Transcriptional and morphological profiling of parvalbumin interneuron subpopulations in the mouse hippocampus
Swiss National Science Foundation (SNSF),2020-12-15,4895.114432508174,10.1038/s41467-020-18919-2,Nature Communications,SpringerNature,FALSE,2041-1723,NA,5240.22,1.0705,105003 - 10679 - 15.12.2020,31AC-0_201988,176404,NOTCH1 gene amplification promotes expansion of Cancer Associated Fibroblast populations in human skin
Swiss National Science Foundation (SNSF),2020-12-08,917.5992526856609,10.1186/s12913-020-05930-y,Health Services Research,BMC,NA,NA,NA,982.29,1.0705,104866 - 11340 - 08.12.2020,40AC-0_201709,167349,Regional variation and effects of health insurance-related factors on the utilization of 24 diverse healthcare services - a cross-sectional study
Swiss National Science Foundation (SNSF),2020-12-08,1160.0373657169546,10.1186/s13358-020-00212-w,Swiss Journal of Palaeontology,Springer Nature,NA,NA,NA,1241.82,1.0705,104859 - 10752 - 08.12.2020,20AC-1_201705,184894,A large Middle Devonian eubrachythoracid placoderm (Arthrodira) jaw from northern Gondwana
Swiss National Science Foundation (SNSF),2020-12-08,1411.4899579635685,10.1080/20008198.2020.1804119,European Journal of Psychotraumatology,,NA,2000-8066,NA,1511,1.0705,104861 - 10674 - 08.12.2020,32AC-0_201752,140960,Myocardial infarction-induced acute stress and post-traumatic stress symptoms: the moderating role of an alexithymia trait – difficulties identifying feelings
Swiss National Science Foundation (SNSF),2020-12-08,1534.684726763195,10.1371/journal.pone.0241797,PLOS One,PLOS,NA,NA,NA,1642.88,1.0705,104867 - 10850 - 08.12.2020,40AC-0_201754,167326,Patent Citation Network Analysis: A Perspective from Descriptive Statistics and ERGMs
Swiss National Science Foundation (SNSF),2020-12-08,1509.1078935077066,10.3390/molecules25235643,Molecules,MDPI,NA,1420-3049,NA,1615.5,1.0705,104860 - 10415 - 08.12.2020,20AC-1_201753,178998,Synergistic Effect of Propidium Iodide and Small Molecule Antibiotics with the Antimicrobial Peptide Dendrimer G3KL against Gram-Negative Bacteria
Swiss National Science Foundation (SNSF),2020-12-08,1509.1078935077066,10.3390/nu12123630,Nutrients,,NA,2072-6643,NA,1615.5,1.0705,104865 - 10415 - 08.12.2020,33AC-0_201723,166826,Verbal Memory Performance in Depressed Children and Adolescents: Associations with EPA but Not DHA and Depression Severity
Swiss National Science Foundation (SNSF),2020-12-08,3336.7585240541803,10.1126/sciadv.abb0260,Physical Review X,AAAS,FALSE,NA,NA,3572,1.0705,104864 - 10179 - 08.12.2020,PPAC-2_201704,170684,Bell correlations between light and vibration
Swiss National Science Foundation (SNSF),2020-12-04,2732.554880896777,10.3389/fchem.2020.608296,Front. Chem. ,Frontiers Media SA,FALSE,NA,NA,2925.2,1.0705,104834 - 10239 - 04.12.2020,31AC-0_201643,173003,Necator americanus Ancylostoma secreted protein-2 (Na-ASP-2) binds an ascaroside (ascr#3) in its fatty acid binding site
Swiss National Science Foundation (SNSF),2020-12-04,4776.27276973377,10.1038/s41467-020-19689-7,Nature Communications,Nature Publishing Group,FALSE,NA,NA,5113,1.0705,104832 - 10674 - 04.12.2020,20AC-1_201645,165789,Sensing the Allosteric Force
Swiss National Science Foundation (SNSF),2020-12-01,1248.9490892106492,10.1177/2633105520973991,Neuroscience Insights,SAGE,NA,NA,NA,1337,1.0705,104750 - 10676 - 01.12.2020,31AC-0_201461,"110005, 132465, 61857, 149643",Cutaneous Inputs to Dorsal Column Nuclei in Adult Macaque Monkeys Subjected to Unilateral Lesion of the Primary Motor Cortex or of the Cervical Spinal Cord and Treatments Promoting Axonal Growth
Swiss National Science Foundation (SNSF),2020-12-01,1477.4404483886033,10.1371/journal.pone.0243129,PLOS ONE,Public Library of Science PLOS (USA),NA,1932-620,NA,1581.6,1.0705,104744 - 10850 - 01.12.2020,10AC--_201472,164071,"New data on settlement and environment at the Pleistocene/Holocene boundary in Sudano-Sahelian West Africa: interdisciplinary investigation at Fatandi V, Eastern Senegal"
Swiss National Science Foundation (SNSF),2020-12-01,1570.07006071929,10.1371/journal.pone.0242027,PLOS ONE,Public Library of Science (États-Unis),NA,1932-620,NA,1680.76,1.0705,104742 - 10850 - 01.12.2020,10AC--_201462,163022,Compositional and provenance study of glass beads from archaeological sites in Mali and Senegal at the time of the first Sahelian states
Swiss National Science Foundation (SNSF),2020-12-01,1488.986454927604,10.3390/biom10111543,Biomolecules,,NA,2218-273X,NA,1593.96,1.0705,104748 - 10415 - 01.12.2020,31AC-0_201459,166625,Mitochondrial Carriers Regulating Insulin Secretion Profiled in Human Islets upon Metabolic Stress
Swiss National Science Foundation (SNSF),2020-12-01,1884.3904717421765,10.1088/1748-9326/abcdd5,Environmental Research Letters,IOP Publishing Ltd,FALSE,1748-9326,NA,2017.24,1.0705,104749 - 10835 - 01.12.2020,P2AC-2_201490,184267,Quantifying carbon flows in Switzerland: Top-down meets bottom-up modelling
Swiss National Science Foundation (SNSF),2020-12-01,2306.464269033162,10.3389/fpubh.2020.596887,Frontiers in Public Health,Frontiers Media SA,FALSE,NA,NA,2469.07,1.0705,104747 - 10239 - 01.12.2020,10AC--_201489,182208,The impact of the Covid-19 pandemic and the lockdown on the health and living conditions of undocumented migrants and migrants undergoing legal status regularization
Swiss National Science Foundation (SNSF),2020-12-01,2732.554880896777,10.3389/fpsyg.2020.571394,Frontiers in Psychology,Frontiers Media,FALSE,NA,NA,2925.2,1.0705,104743 - 10239 - 01.12.2020,10AC--_201470,165481,Path integration and cognitive mapping capacities in Down and Williams syndromes
Swiss National Science Foundation (SNSF),2020-12-01,2732.554880896777,10.3389/fpsyt.2020.568997,Frontiers in Psychiatry,,FALSE,NA,NA,2925.2,1.0705,104746 - 10239 - 01.12.2020,PPAC-3_201491,190084,Emotional versus neutral face exploration and habituation: an eye-tracking study of preschoolers with ASD
Swiss National Science Foundation (SNSF),2020-12-01,4895.28257823447,10.1038/s41467-020-19076-2,Nature Communications,,FALSE,2041-1723,NA,5240.4,1.0705,104751 - 10670 - 01.12.2020,31AC-0_201460,188761,A role for spindles in the onset of rapid eye movement sleep
Swiss National Science Foundation (SNSF),2020-11-25,1391.872956562354,10.1186/s00015-020-00368-0,Swiss Journal of Geosciences,,NA,1661-8734,NA,1490,1.0705,104714 - 10670 - 25.11.2020,20AC-1_201464,196927,"The role of the antigorite + brucite to olivine reaction in subducted serpentinites (Zermatt, Switzerland)"
Swiss National Science Foundation (SNSF),2020-11-25,1494.6286781877627,10.1242/bio.052936,Biology Open,The Company of Biologists,NA,2046-6390,NA,1600,1.0705,104717 - 10237 - 25.11.2020,51AC-0_198633,182880,A fully automated deep learning pipeline for high-throughput colony segmentation and classification
Swiss National Science Foundation (SNSF),2020-11-25,1609.7150864082205,10.3390/ijms21113982,International Journal of Molecular Sciences,MDPI,NA,1422-0067,NA,1723.2,1.0705,104719 - 10415 - 25.11.2020,31AC-0_198592,166625,AMPK Profiling in Rodent and Human Pancreatic Beta-Cells under Nutrient-Rich Metabolic Stress
Swiss National Science Foundation (SNSF),2020-11-25,1920.5978514712751,10.1101/773192,"Evolution, Medicine, and Public Health",,TRUE,2050-6201,NA,2056,1.0705,104715 - 10565 - 25.11.2020,31AC-0_196998,188888,An African origin for Mycobacterium bovis
Swiss National Science Foundation (SNSF),2020-11-25,3539.252685660906,10.1126/sciadv.abc3465,Science Advances,,FALSE,2375-2548,NA,3788.77,1.0705,104720 - 10815 - 25.11.2020,31AC-0_201455,175576,Caspase-8–dependent gasdermin D cleavage promotes antimicrobial defense but confers susceptibility to TNF-induced lethality
