institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,issn,url,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2021,1061.8186864014801,10.3390/info12090348,Impresso Inspect and Compare. Visual Comparison of Semantically Enriched Historical Newspaper Articles,2021-11-18,Information,MDPI,FALSE,NA,NA,1147.826,1.081,1321515,NA,173719,Chronoshub
Swiss National Science Foundation (SNSF),2021,1908.517113783534,10.1093/ijnp/pyab057,Selective effects of methylphenidate on attention and inhibition in 22q11.2 deletion syndrome: results from a clinical trial,2021-11-18,International Journal of Neuropsychopharmacology,Oxford University Press,FALSE,NA,NA,2063.107,1.081,E14729325,NA,144260,Chronoshub
Swiss National Science Foundation (SNSF),2021,1659.5800185013877,10.1093/scan/nsab101,Reconciling psychological and neuroscientific accounts of reduced motivation in aging,2021-11-18,Social Cognitive and Affective Neuroscience,Oxford University Press,FALSE,NA,NA,1794.006,1.081,E14744681,NA,"165884, 176016",Chronoshub
Swiss National Science Foundation (SNSF),2021,2650.446808510638,10.1093/molbev/msab276,Faster rates of molecular sequence evolution in reproduction-related genes and in species with hypodermic sperm morphologies,2021-11-18,Molecular Biology and Evolution,Oxford University Press,TRUE,NA,NA,2865.133,1.081,E14736093,NA,"162543, 184916",Chronoshub
Swiss National Science Foundation (SNSF),2021,2153.528214616096,10.7554/eLife.59811,Characterization and Prediction of Clinical Pathways of Vulnerability to Psychosis through Graph Signal Processing,2021-11-18,eLife,eLife Sciences Publications,FALSE,NA,NA,2327.964,1.081,P007850,NA,"144260, 185897",Chronoshub
Swiss National Science Foundation (SNSF),2021,1703.4024051803885,10.1088/1367-2630/ac231d,Cold ion chemistry within a Rydberg–electron orbit: Test of the spectator role of the Rydberg electron in the He(n) + CO - C(n'') + O + He reaction,2021-11-18,New Journal of Physics,IOP Publishing,FALSE,NA,NA,1841.378,1.081,8188390,NA,200478,Chronoshub
Swiss National Science Foundation (SNSF),2021,2527.798334875116,10.1186/s12302-021-00551-6,Drawing the line between sustainable and unsustainable fish: product differentiation that supports sustainable development through trade measures,2021-11-18,Environmental Sciences Europe,Springer Nature,FALSE,NA,NA,2732.55,1.081,Reimbursement 6106508182,NA,185603,Chronoshub
Swiss National Science Foundation (SNSF),2021,1494.0333024976874,10.3389/fenvs.2021.730106,"Rewetting and Drainage of Nutrient-Poor Peatlands Indicated by Specific Bacterial Membrane Fatty Acids and a Repeated Sampling of Stable Isotopes (d15N, d13C)",2021-11-18,Frontiers in Environmental Science,Frontiers Media,FALSE,NA,NA,1615.05,1.081,Reimbursement 2021-0428278-3,NA,169556,Chronoshub
Swiss National Science Foundation (SNSF),2021,1630.2932469935245,10.1088/1367-2630/ac2d72,Fast batch processing of semidefinite programs with feedforward neural networks,2021-11-18,New Journal of Physics,IOP Publishing,FALSE,NA,NA,1762.347,1.081,8188207,NA,155818,Chronoshub
Swiss National Science Foundation (SNSF),2021,1906.5642923219243,10.5194/acp-21-15081-2021,Time-dependent source apportionment of submicron organic aerosol for a rural site in an alpine valley using a rolling positive matrix factorisation (PMF) window,2021-11-18,Atmospheric Chemistry and Physics,Copernicus GmbH,FALSE,NA,NA,2060.996,1.081,ACP-PUC-2021-909,NA,177063,Chronoshub
Swiss National Science Foundation (SNSF),2021,1898.7548566142461,10.1088/1748-9326/ac30f9,Effect of nitrogen deposition on centennial forest water-use efficiency,2021-11-18,Environmental Research Letters,IOP Publishing,FALSE,NA,NA,2052.554,1.081,8188311,NA,173691,Chronoshub
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/molecules26216393,Assessment of the Activity of Decoquinate and Its Quinoline‐ O‐Carbamate Derivatives Against Toxoplasma gondii In Vitro and in Pregnant Mice Infected with T. gondii Oocysts,2021-11-18,Molecules,MDPI,FALSE,NA,NA,1723.2,1.081,1401068,NA,184662,Chronoshub
Swiss National Science Foundation (SNSF),2021,2218.1332099907495,10.1371/journal.ppat.1010013,Novel regulators of PrPC biosynthesis revealed by genome-wide RNA interference,2021-11-18,PLoS Pathogens,Public Library of Science (PLoS),FALSE,NA,NA,2397.802,1.081,PAB327782,NA,179040,Chronoshub
Swiss National Science Foundation (SNSF),2021,1825.4856614246069,10.1038/s41598-021-00651-6,Energy transfer between the nicotinamide nucleotide transhydrogenase and ATP synthase of Escherichia coli,2021-11-18,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1973.35,1.081,Reimbursement 2676279047,NA,176154,Chronoshub
Swiss National Science Foundation (SNSF),2021,2291.4893617021276,10.3389/ijph.2021.1604073,Change in Colorectal Cancer Tests Submitted for Reimbursement in Switzerland 2012–2018: Evidence from Claims Data of a Large Insurance,2021-11-18,International Journal of Public Health,Frontiers Media,FALSE,NA,NA,2477.1,1.081,2021-SSPH0346268-5,NA,167519,Chronoshub
Swiss National Science Foundation (SNSF),2021,588.7799259944496,10.1016/j.jgar.2021.10.012,Repatriation of patient with COVID-19 contributed to the importation of an emerging carbapenemase producer,2021-11-18,Journal of Global Antimicrobial Resistance,Elsevier,FALSE,NA,NA,636.4711,1.081,OAD0000161447,NA,192514,Chronoshub
Swiss National Science Foundation (SNSF),2021,2543.842738205365,10.1186/s13613-021-00940-3,Practices and intravascular catheter infection during on- and off-hours in critically ill patients.,2021-11-18,Annals of Intensive Care,Springer Nature,FALSE,NA,NA,2749.894,1.081,6106524544,NA,194449,Chronoshub
Swiss National Science Foundation (SNSF),2021,1594.0795559666976,10.3390/antiox10111742,Dysregulated Autophagy Leads to Oxidative Stress and Aberrant Expression of ABC Transporters in Women with Early Miscarriage,2021-11-18,Antioxidants,MDPI,FALSE,NA,NA,1723.2,1.081,1390931,NA,185544,Chronoshub
Swiss National Science Foundation (SNSF),2021,1309.604070305273,10.3390/f12111523,Investigating masking effects of age trends on the correlations among tree ring proxies,2021-11-18,Forests,MDPI,FALSE,NA,NA,1415.682,1.081,1435338,NA,172550,Chronoshub
Swiss National Science Foundation (SNSF),2021,1506.6077705827938,https://doi.org/10.1371/journal.pone.0258700,Regular testing of asymptomatic healthcare workers identifies cost-efficient SARS-CoV-2 preventive measures,2021-11-18,PLOS ONE,Public Library of Science (PLoS),FALSE,NA,NA,1628.643,1.081,PAB328397,NA,196059,Chronoshub
Swiss National Science Foundation (SNSF),2021,1776.8538390379279,10.1038/s41598-021-01178-6,PER2 mediates CREB-dependent light induction of the clock gene Per1,2021-11-18,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1920.779,1.081,2676283783,NA,184667,Chronoshub
Swiss National Science Foundation (SNSF),2021,1665.1248843663275,https://doi.org/10.3390/d13110570,Genetic structure and gene flow in eastern grey kangaroos in an isolated conservation reserve,2021-11-18,Diversity,MDPI,FALSE,NA,NA,1800,1.081,1453889,NA,178540,Chronoshub
Swiss National Science Foundation (SNSF),2021,2736.832562442183,10.3389/fcell.2021.630166,"Granule leakage induces cell-intrinsic, granzyme B-mediated apoptosis in mast cells",2021-11-18,Frontiers in Cell and Developmental Biology,Frontiers Media,FALSE,NA,NA,2958.516,1.081,2020-0336103-4,NA,"149790, 173137",Chronoshub
Swiss National Science Foundation (SNSF),2021,3186.393154486587,10.1093/nar/gkab1055,SPICA: Swiss Portal for Immune Cell Analysis,2021-11-18,Nucleic Acids Research,Oxford University Press,FALSE,NA,NA,3444.491,1.081,E14733772,NA,180010,Chronoshub
Swiss National Science Foundation (SNSF),2021,4762.809435707678,10.1038/s41467-021-26863-y,Distinct RPA domains promote recruitment and the helicase-nuclease activities of Dna2,2021-11-18,Nature Communications,Nature Publishing Group,FALSE,NA,NA,5148.597,1.081,2676281013,NA,175444,Chronoshub
Swiss National Science Foundation (SNSF),2021,1776.8538390379279,10.1038/s41598-021-01785-3,Spatiotemporal endometrial transcriptome analysis revealed the luminal epithelium as key player during initial maternal recognition of pregnancy in the mare,2021-11-18,Scientific Reports,Nature Publishing Group,FALSE,NA,NA,1920.779,1.081,2676282764,NA,173171,Chronoshub
Swiss National Science Foundation (SNSF),2021,1976.8529139685477,10.1093/iob/obab023,Exceptional changes in skeletal anatomy under domestication: the case of brachycephaly,2021-11-18,Integrative Organismal Biology,Oxford University Press,FALSE,NA,NA,2136.978,1.081,E14739804,NA,169395,Chronoshub
Swiss National Science Foundation (SNSF),2021,2310.0721554116562,10.3389/fevo.2021.768263,Sex-Specific Stress Tolerance in Embryos of Lake Char (Salvelinus umbla),2021-11-18,Frontiers in Ecology and Evolution,Frontiers Media,FALSE,NA,NA,2497.188,1.081,2021-0465000-4,NA,"159579, 182265",Chronoshub
Swiss National Science Foundation (SNSF),2021,2736.832562442183,10.3389/fphys.2021.773719,Hypoxia Induces Renal Epithelial Injury and Activates Fibrotic Signaling Through Up-Regulation of Arginase-II,2021-11-18,Frontiers in Physiology,Frontiers Media,FALSE,NA,NA,2958.516,1.081,2021-0470581-3,NA,179261,Chronoshub
Swiss National Science Foundation (SNSF),2021,1610.8390379278446,10.1785/0320210031,Precise Locating of the Great 1897 Shillong Plateau Earthquake using Teleseismic and Regional Seismic Phase Data,2021-11-18,The Seismic Record,Seismological Society of America,TRUE,NA,NA,1741.317,1.081,T21-031,NA,187199,Chronoshub
Swiss National Science Foundation (SNSF),2021,1708.8788159111934,10.1088/1748-9326/ac36f6,Reservoir regulation affects droughts and floods at local and regional scales,2021-11-18,Environmental Research Letters,IOP Publishing,FALSE,NA,NA,1847.298,1.081,8189373,NA,183844,Chronoshub
Swiss National Science Foundation (SNSF),2021,1413.2654949121184,10.1177/20402066211061063,Clinical severe acute respiratory syndrome coronavirus 2 isolation and antiviral testing,2021-11-18,Antiviral Chemistry and Chemotherapy,International Medical Press,FALSE,NA,NA,1527.74,1.081,SOA21LT006983,NA,193289,Chronoshub
Swiss National Science Foundation (SNSF),2021,2533.2997224791857,10.1080/2162402X.2021.2003533,Tumor cell-derived IL-10 promotes cell-autonomous growth and immune escape in diffuse large B-cell lymphoma,2021-11-18,OncoImmunology,Taylor & Francis,FALSE,NA,NA,2738.497,1.081,6687276926,NA,192490,Chronoshub
Swiss National Science Foundation (SNSF),2021,3096.3561517113785,10.1186/s12916-021-02166-3,ROB-MEN: A tool to assess risk of bias due to missing evidence in network meta-analysis,2021-11-18,BMC Medicine,BioMed Central,FALSE,NA,NA,3347.161,1.081,6106524294,NA,179158,Chronoshub
Swiss National Science Foundation (SNSF),2021,1609.6207215541167,10.5194/bg-18-5447-2021,Modeling the marine chromium cycle: new constraints on global-scale processes,2021-11-15,Biogeosciences,Copernicus.org,FALSE,1726-4189,http://doi.org/10.5194/bg-18-5447-2021,1740,1.081,109920 - 10670 - 15.11.2021,20AC-1_208418,200492,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1901.9426456984274,10.1016/j.jbc.2021.100977,Elimination of GPI2 suppresses glycosylphosphatidylinositol GlcNAc transferase activity and alters GPI glycan modification in Trypanosoma brucei,2021-11-15,Journal of Biological Chemistry,Elsevier,FALSE,NA,http://doi.org/10.1016/j.jbc.2021.100977,2056,1.081,109917 - 10670 - 15.11.2021,31AC-0_208419,"170923, 149353, 169355",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2738.6956521739135,10.3389/fphys.2021.749776,Tenascin-C: Friend or Foe in Lung Aging?,2021-11-15,Frontiers in Physiology,Frontiers Media SA,FALSE,1664-042X,http://doi.org/10.3389/fphys.2021.749776,2960.53,1.081,109918 - 10239 - 15.11.2021,31AC-0_208415,"68256, 175953, 125397, 153468, 109874",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,970.749306197965,10.1139/facets-2021-0073,Language of citation and publishing performance of graduate students in French-speaking countries with different economic and linguistic advantages,2021-11-11,Facets,,FALSE,NA,NA,1049.38,1.081,109818 - 12874 - 11.11.2021,P4AC-3_208367,191139,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1036.077705827937,10.3390/medsci9040070,Removal of A Giant Cyst of the Left Ovary from a Pregnant Woman in the First Trimester by Laparoscopic Surgery under Spinal Anesthesia during the COVID-19 Pandemic,2021-11-08,Medical Sciences,MDPI,FALSE,2076-3271,NA,1120,1.081,109798 - 10415 - 08.11.2021,32AC-0_208366,64029,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1607.5300647548568,10.1371/journal.pone.0259292,The first Late Cretaceous mawsoniid coelacanth (Sarcopterygii: Actinistia) from North America: evidence of a lineage of extinct ‘living fossils’,2021-11-08,PlosOne,,FALSE,NA,NA,1737.74,1.081,109794 - 10850 - 08.11.2021,20AC-1_208368,172700,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1797.335800185014,10.5194/tc-15-3839-2021,Investigating the internal structure of the Antarctic ice sheet: the utility of isochrones for spatiotemporal ice-sheet model calibration,2021-11-08,The Cryosphere,,FALSE,1994-0424,http://doi.org/10.5194/tc-15-3839-2021,1942.92,1.081,109795 - 10754 - 08.11.2021,20AC-1_208370,"200328, 189533, 172506",SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,1793.0804810360778,10.1038/s41598-021-00751-3,Grip strength as a predictor of depressive symptoms among vulnerable elderly Europeans with musculoskeletal conditions,2021-11-08,Scientific Reports,Springer Nature,FALSE,2045-2322,http://doi.org/10.1038/s41598-021-00751-3,1938.32,1.081,109801 - 10859 - 08.11.2021,51AC-0_208369,185901,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2203.5152636447733,10.7554/eLife.67991,Circular RNA repertoires are associated with evolutionarily young transposable elements,2021-11-08,eLife,,FALSE,2050-084X,http://doi.org/10.7554/eLife.67991,2382,1.081,109796 - 10679 - 08.11.2021,31AC-0_208363,179190,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2757.345050878816,10.7554/eLife.69884,Presynaptic stochasticity improves energy efficiency and helps alleviate the stability-plasticity dilemma,2021-11-08,eLife,eLife Sciences Publications Ltd.,FALSE,2050-084X,http://doi.org/10.7554/eLife.69884,2980.69,1.081,109802 - 10821 - 08.11.2021,PZAC-3_208365,186027,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,3246.6604995374655,10.1016/j.eclinm.2021.101188,"Post-exposure Lopinavir-Ritonavir Prophylaxis versus Surveillance for Individuals Exposed to SARS-CoV-2: The COPEP Pragmatic Open-Label, Cluster Randomized trial",2021-11-08,EClinicalMedicine,,FALSE,NA,NA,3509.64,1.081,109799 - 10822 - 08.11.2021,33AC-0_208356,166819,SNSF-OA-Grants
Swiss National Science Foundation (SNSF),2021,2263.8427382053655,10.1186/s12877-021-02465-7,Effects of an interprofessional deprescribing intervention in Swiss nursing homes: the Individual Deprescribing Intervention (IDeI) randomised controlled trial,2021-11-02,BMC Geriatrics,BioMed Central,FALSE,NA,NA,2447.214,1.081,6106510033,NA,167509,Chronoshub
Swiss National Science Foundation (SNSF),2021,3345.6253469010176,10.1038/s41398-021-01384-w,The role of the orbitofrontal cortex and the nucleus accumbens for craving in alcohol use disorder,2021-11-02,Translational Psychiatry,Springer Nature,FALSE,NA,NA,3616.621,1.081,Reimbursement 2676242057,NA,159286,Chronoshub
Swiss National Science Foundation (SNSF),2021,1479.7187789084182,10.1016/j.ijid.2021.07.010,Diagnostic accuracy of a SARS-CoV-2 rapid antigen test in real-life clinical settings,2021-11-02,International Journal of Infectious Diseases,Elsevier,FALSE,NA,NA,1599.576,1.081,OAD0000155432,NA,179334,Chronoshub
Swiss National Science Foundation (SNSF),2021,1438.649398704903,10.5194/soil-7-477-2021,Whole-soil warming decreases abundance and modifies the community structure of microorganisms in the subsoil but not in surface soil,2021-11-02,SOIL,Copernicus Publications,FALSE,NA,NA,1555.18,1.081,Reimbursement SOIL-PUC-2021-29,NA,"157778, 172744",Chronoshub
Swiss National Science Foundation (SNSF),2021,1841.68177613321,10.1186/s13643-021-01801-7,Process evaluation of complex interventions in chronic and neglected tropical diseases in low- and middleincome countries—a scoping review protocol,2021-11-02,Systematic Reviews,BioMed Central,FALSE,NA,NA,1990.858,1.081,6106519968,NA,160366,Chronoshub
Swiss National Science Foundation (SNSF),2021,4749.309898242368,10.1016/j.celrep.2021.109773,Robust innate responses to SARS-CoV-2 in children resolve faster than in adults without compromising adaptive immunity,2021-11-02,Cell Reports,Elsevier,FALSE,NA,NA,5134.004,1.081,OAD0000153705,NA,196732,Chronoshub
