"period","Institution - Abbrv","institution","ArticleTitle","JournalTitle","ISSN","NSD Level","DOI","euro"
2016,"HiOA","Oslo and Akershus university college","A Low-Intensity Mobile Health Intervention With and Without Health Counseling for Persons With Type 2 Diabetes, Part 1: Baseline and Short-Term Results From a Randomized Controlled Trial in the Norwegian Part of RENEWING HEALTH","JMIR mHealth and uHealth","2291-5222",1,"10.2196/mhealth.3535",1061.06
2016,"HiOA","Oslo and Akershus university college","Models of intercultural Communication: Identities, Styles of Acculturation and Premises for Enjoying the Company of One Another. Empirical data from the Public Sector in Norway”","Sage Open","2158-2440",1,"10.1177/2158244015577795",86.46
2016,"HiOA","Oslo and Akershus university college","Health Related Quality of life in Adolescents with Chronic Fatigue Syndrome; a case-control, cross-sectional study","Health and Quality of Life Outcomes","1477-7525",1,"10.1186/s12955-015-0288-3",1824.92
2016,"HiOA","Oslo and Akershus university college","Health and educational success in adolescents: a longitudinal study","BMC Public Health","1471-2458",1,"10.1186/s12889-015-1966-0",1828.24
"","","","","","","","",""
2016,"HiOA","Oslo and Akershus university college","Role performance and role valuation among occupational therapy students in Norway","Open Journal of Occupational Therapy","2168-6408",1,"10.15453/2168-6408.1180",194.83
2016,"HiOA","Oslo and Akershus university college","Pregnancy intendedness and the association with physical, sexual and emotional abuse – a European multi-country cross-sectional study","BMC Pregnancy and Childbirth ","1471-2393",1,"10.1186/s12884-015-0558-4",1692.45
2016,"HiOA","Oslo and Akershus university college","Does the Role Checklist Measure Occupational Participation?","Open Journal of Occupational Therapy","2168-6408",1,"http://dx.doi.org/10.15453/2168-6408.1175",388.15
2016,"HiOA","Oslo and Akershus university college","Patent-holders on expert committees. Can there be a conflict of interest?","Etikk i praksis ","1890-4009",1,"10.5324/eip.v9i1.1833",538.5
2016,"HiOA","Oslo and Akershus university college","Effect of a high-intensity exercise program on physical function and mental health in nursing home residents with dementia: an assessor blinded randomized controlled trial","PlosOne","1932-6203",1,"10.1371/journal.pone.0126102",1171.88
2016,"HiOA","Oslo and Akershus university college","Body mass index is associated with impaired semen characteristics and reduced levels of anti-Müllerian hormone across a wide weight range","PlosOne","1932-6203",1,"10.1371/journal.pone.0130210",1159.53
2016,"HiOA","Oslo and Akershus university college","Social capital and student achievement: exploring the influence of social relationships on school success in Norway and Romania","Creative Education","2151-4771",1,"http://dx.doi.org/10.4236/ce.2015.615166 ",843.82
2016,"HiOA","Oslo and Akershus university college","Inter-rater reliability of Berg Balance Scale, 30-seconds chair stand test and 6 meters walking test and construct validity of Berg Balance Scale in nursing home residents with mild and moderate dementia","BMJ Open","2044-6055",1,"10.1136/bmjopen-2015-008321",2160.93
2016,"HiOA","Oslo and Akershus university college","What Is Professional Integrity?","Etikk i praksis - Nordic Journal of Applied Ethics","1890-3991",1,"http://dx.doi.org/10.5324/eip.v9i2.1836",538.5
2016,"HiOA","Oslo and Akershus university college","Educating the Roma; the struggles for cultural autonomy in a semi-nomadic group in Norway","Social Inclusion ","2183-2803",1,"http://dx.doi.org/10.17645/si.v3i5.275",798.66
2016,"HiOA","Oslo and Akershus university college","Cumulative (Dis)advantage and the Matthew Effect in Life-Course Analysis","PlosOne","1932-6203",1,"10.1371/journal.pone.0142447",1238.47
2016,"HiOA","Oslo and Akershus university college","Anxiety mediates the effect of smoking on insomnia in people with asthma: Evidence from the Hunt study ","Journal of Multidisciplinary Healthcare","1178-2390",1,"http://dx.doi.org/10.2147/JMDH.S98784",1768.7
2015,"HiOA","Oslo and Akershus university college","Everyday uses of standardized test information in a geriatric setting: a qualitative study exploring occupational therapist and physiotherapist test administrators","BMC Health Services Research","1472-6963",2,"10.1186/1472-6963-14-72",1530.95
2015,"HiOA","Oslo and Akershus university college"," Immersion in water for pain relief and the risk of intrapartum transfer among low risk nulliparous women: secondary analysis of the Birthplace national BMC Pregnancy and Childbirth 1471-2393 JA 1 10.1186/1471-2393-14-60 13 595,00","BMC Pregnancy and Childbirth 1471-2393 JA 1 10.1186/1471-2393-14-60 13 595,00","1471-2393",1,"10.1186/1471-2393-14-60",1521.28
2015,"HiOA","Oslo and Akershus university college"," Important periods of weight development in childhood: A population-based longitudinal study BMC Public Health 1471-2458 JA 1 10.1186/1471-2458-14-160 13 119,30"," BMC Public Health 1471-2458 JA 1 10.1186/1471-2458-14-160 13 119,30","1471-2458",1,"10.1186/1471-2458-14-160",1468.05
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
2015,"HiOA","Oslo and Akershus university college","The relationships of self-efficacy, physical activity, and paid work to health-related quality of life among patients with chronic obstructive pulmonary disease Journal of Multidisciplinary Healthcare 1178-2390 JA 1 10.2147/JMDH.S62476 14 566,75"," Journal of Multidisciplinary Healthcare 1178-2390 JA 1 10.2147/JMDH.S62476 14 566,75","1178-2390",1,"10.2147/JMDH.S62476",1630.02
2015,"HiOA","Oslo and Akershus university college","Utilization of Norway’s Emergency Wards: The Second 5 Years","International Journal","1660-4601",1,"10.3390/ijerph110303375",1088.34
2015,"HiOA","Oslo and Akershus university college","The role of civic engagement for men´s health and well being in Norway- A contribution to Public Health International Journal of Environmental Research and Public Health 1660-4601 JA 1 10.3390/ijerph110606375 9 606,38","International Journal of Environmental Research and Public Health JA 1 10.3390/ijerph110606375 9 606,38","1660-4601",1,"10.3390/ijerph110606375",1074.95
2015,"HiOA","Oslo and Akershus university college","Antenatal maternal emotional distress and duration of pregnancy","Plos ONE","1932-6203",1,"10.1371/journal.pone.0101682",1154.22
2015,"HiOA","Oslo and Akershus university college"," New directions in evidence-based policy research: a critical analysis of the literature Health Research Policy and Systems","Health Research Policy and Systems 1478-4505 JA 1 10.1186/1478-4505-12-34 13 052,18","1478-4505",1,"10.1186/1478-4505-12-34",1460.54
2015,"HiOA","Oslo and Akershus university college"," Mental health in women experiencing preterm birth BMC Pregnancy and Childbirth"," BMC Pregnancy and Childbirth 1471-2393 JA 1 10.1186/1471-2393-14-263 14 575,00","1471-2393",1,"10.1186/1471-2393-14-263",1630.94
2015,"HiOA","Oslo and Akershus university college"," Pain and pressure pain thresholds in adolescents with chronic fatigue syndrome and healthy controls: a cross-sectional study"," BMJ Open 2044-6055 JA 1 10.1136/bmjopen-2014-005920 17 625,04","2044-6055",1,"10.1136/bmjopen-2014-005920",1972.24
2015,"HiOA","Oslo and Akershus university college","Mari Holm Ingelsrud Reorganization increases long-term sickness absence at all levels of hospital staff: Panel data analysis of employees of Norwegian public hospitals","BMC Health Services Research 1472-6963 JA 2 10.1186/1472-6963-14-411 14 258,75","1472-6963",2,"10.1186/1472-6963-14-411",1595.55
2015,"HiOA","Oslo and Akershus university college"," Fish consumption and its possible preventive role on the development and prevalence of metabolic syndrome - a systematic review Diabetology and Metabolic Syndrome","Diabetology and Metabolic Syndrome 1758-5996 JA 1 10.1186/1758-5996-6-112 14 258,75","1758-5996",1,"10.1186/1758-5996-6-112",1595.55
2015,"HiOA","Oslo and Akershus university college","Intensive training of motor function and functional skills among young children with cerebral palsy: a systematic review and meta-analysis"," BMC Pediatrics 1471-2431 JA 1 10.1186/s12887-014-0292-5 14 547,50","1471-2431",1,"10.1186/s12887-014-0292-5",1627.87
2015,"HiOA","Oslo and Akershus university college","The Outcomes of a 12-Week Internet Intervention Aimed at Improving Fitness and Health-Related Quality of life: The young and active controlled trial","PLoS ONE","1932-6203",1,"10.1371/journal.pone.0114732",990.99
2015,"HiOA","Oslo and Akershus university college"," A Mobile Health Intervention for Self-Management and Lifestyle Change for Persons With Type 2 Diabetes, Part 2: One-Year Results From the Norwegian Journal of Medical Internet Research","Journal of Medical Internet Research 1438-8871 JA 2 10.2196/mhealth.3882 10 460,10","1438-8871",2,"10.2196/mhealth.3882",1170.49
2015,"HiOA","Oslo and Akershus university college","Development and pilot testing of 24-hour multiple-pass recall to assess dietary intake of toddlers of Somali- and Iraqi-born mothers living in Norway","Nutrients 2072-6643 JA 1 10.3390/nu6062333 8 170,00","2072-6643",1,"10.3390/nu6062333",914.22
2015,"HiOA","Oslo and Akershus university college","Validation of miRNA genes suitable as reference genes in qPCR analyses of miRNA gene expression in Atlantic salmon (Salmo salar)","BMC Research Notes 1756-0500 JA 1 10.1186/1756-0500-7-945 11 810,00","1756-0500",1,"10.1186/1756-0500-7-945",1321.54
2015,"HiOA","Oslo and Akershus university college","Evolutionary Optimization Algorithms for Sunlight-based Positioning Sensor Networks"," International Journal of Distributed Sensor Networks 1550-1477 JA 1 http://dx.doi.org/10.1155/2014/564072 10 555,56","1550-1477",1,"http://dx.doi.org/10.1155/2014/564072",1181.17
"","","","","","","","",""
2016,"HiT","University College of Southeast Norway","Striving to maintain a dignified life for the patient in transition: Next of kin’s experiences during the transition process of an older person in transition from hospital to home","International Journal of Qualitative Studies on Health and Well-being","1748-2623",1,"http://dx.doi.org/10.3402/qhw.v10.26554",1077.77
2016,"HiT","University College of Southeast Norway","Disordered eating behavior among group fitness instructors: a health-threatening secret?","Journal of Eating Disorders","2050-2974",1,"http://dx.doi.org/10.1186/s40337-015-0059-x",1970.45
2016,"HiT","University College of Southeast Norway","Nursing staff interactions during the older residents' transition into long-term care facility in a nursing home in rural Norway: an ethnographic study","BMC Health Services Research","1472-6963",2,"http://dx.doi.org/10.1186/s12913-015-0818-z",2155.2
2016,"HiT","University College of Southeast Norway","Echinococcus multilocularis Detection in Live Eurasian Beavers (Castor fiber) Using a Combination of Laparoscopy and Abdominal Ultrasound under Field Conditions","PLoS ONE ","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0130842",1522.56
2016,"HiT","University College of Southeast Norway","Will Trespassers Be Prosecuted or Assessed According to Their Merits? A Consilient Interpretation of Territoriality in a Group-Living Carnivore, the European Badger (Meles meles)","PLoS ONE ","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0132432",1419.98
2016,"HiT","University College of Southeast Norway","The Use of Acceleration to Code for Animal Behaviours; A Case Study in Free-Ranging Eurasian Beavers Castor fiber","PLoS ONE ","1932-6203",1,"http://dx.doi.org/10.1371/journal.pone.0136751",1472.96
2016,"HiT","University College of Southeast Norway","Culture and Creativity: Examining Variations in Divergent Thinking Within Norwegian and Canadian Communities","Sage Open","2158-2440",1,"http://dx.doi.org/10.1177/2158244015611448",112.22
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
2016,"Nansen","Nansen Environmental and Remote Sensing Center","neXtSIM: a new Lagrangian sea-ice model","The Cryosphere discussion","1994-0440",1,"doi:10.5194/tcd-9-5885-2015",1655.0
2016,"Nansen","Nansen Environmental and Remote Sensing Center","Sea ice cover in Isfjorden and Hornsund, Svalbard (2000–2014) from remote sensing data","The Cryosphere ","1994-0416",2,"doi:10.5194/tc-10-149-2016",582.0
2016,"Nansen","Nansen Environmental and Remote Sensing Center","Sea ice drift from Sentinel-1 SAR imagery using open source feature tracking","The Cryosphere discussion","1994-0440",1,"10.5194/tcd-9-6937-2015",586.77
