ID,Title,Type,Language,PrimarySubject,Status,PublisherName,PublisherIdentifier,PublicationPlace,LicenseAgreement,Binding,RoundName,EUR Price,UnlatchingDate,LicenseURL,PublicationDate,IsbnHardback,IsbnPaperback,IsbnEpdf,IsbnEpub,Doi
2975,Mainstream Culture Refocused,book,en,Media & Communications,unlatched,University of Hawai'i Press,,"Honolulu, HI",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-06,"cc-by-nc-nd,",2010-07-31,9780824834173,,,,
2111,Manuscripts of the Latin Classics 800-1200,book,en,History,unlatched,Leiden University Press,,Leiden,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc,",2015-04-01,,9789087282264,9789087283278,9789400602113,
1935,Martyrdom in the Modern Middle East,book,en,Theology & Religion,unlatched,Ergon,,Baden-Baden,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2014-01-01,,9783956500305,,,
3054,Media and Education in the Digital Age,book,en,Media & Communications,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-06,"cc-by-nc-nd,",2014-07-28,9783653044379,9783631651544,9783653044379,9783653986426,10.3726/9783653044379
2633,"""Me Write Myself""",book,en,History,unlatched,Monash University Publishing,,"Melbourne, Australia",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-19,"cc-by-nc-nd,",2017-09-01,,9781925495638,9781925523867,,
3022,Microfoundations of the Arab Uprisings,book,en,Political Science,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-31,"cc-by-nc-nd,",2017-05-10,9789462985131,,9789048536160,,10.5117/9789462985131
2298,Migration and Social Pathways,book,en,Sociology,unlatched,Verlag Barbara Budrich,,"Leverkusen-Opladen, Germany",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-07,"cc-by-sa,",2017-10-02,,9783847421184,9783847411062,,10.3224/84742118
2269,Modern Islamic Thinking and Activism,book,en,Sociology,unlatched,Leuven University Press,,"Leuven, Belgium",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-02-02,"cc-by-nc,",2014-05-22,,9789058679994,,,10.11116/MITA_CII
2247,Modern Slavery,book,en,Political Science,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-08-08,"cc-by-nc,",2014-10-28,9789004281066,,9789004281073,,10.1163/9789004281073
2401,Nature and Antiquities,book,en,Archaeology,unlatched,University of Arizona Press,,"Tucson, AZ",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2014-12-04,9780816531127,,,9780816539253,10.2458/azu_uapress_9780816539253
2402,Nature Inc.,book,en,Anthropology,unlatched,University of Arizona Press,,"Tucson, AZ",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2014-05-29,9780816530953,,,9780816539215,10.2458/azu_uapress_9780816539215
2270,New Multicultural Identities in Europe,book,en,Sociology,unlatched,Leuven University Press,,"Leuven, Belgium",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-02-02,"cc-by-nc,",2014-01-30,,9789058679819,,,10.11116/NMIE_CII
2578,Orchestrating Public Opinion,book,en,Music,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-31,"cc-by-nc-nd,",2017-12-21,9789462981881,,,,
3091,Origins of Human Language,book,en,Languages,unlatched,Peter Lang International Academic Publishers,,"Frankfurt am Main, Germany",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-05,"cc-by-nc-nd,",2017-12-01,9783631737262,,9783631738078,9783631738085,10.3726/b12405
2546,Ovid on Cosmetics,book,en,Classics,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by,",2016-01-28,9781472514424,,9781472506740,9781472507495,
2403,Paleonutrition,book,en,Archaeology,unlatched,University of Arizona Press,,"Tucson, AZ",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2010-04-15,9780816527946,,,9780816539222,10.2458/azu_uapress_9780816539222
1895,Pastoral poetry of the English Renaissance,book,en,Literature,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-05,"cc-by-nc-nd,",2016-04-20,9780719096822,,,,
4863,Patrons of Women,book,en,Anthropology,unlatched,Berghahn Books,,"Brooklyn, NY",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-07-26,"cc-by-nc-nd,",2011-05-01,9781845457686,,9781789206418,,
2658,Persons and Their Minds,book,en,Psychology,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-06,"cc-by-nc-nd,",2017-07-05,9781138653696,,9781315623658,,
2280,Plutarch's Science of Natural Problems,book,en,Classics,unlatched,Leuven University Press,,Leuven,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2020-01-22,"cc-by-nc,",2017-02-10,9789462700840,,9789461662293,,
2229,Political Landscapes of Capital Cities,book,en,Archaeology,unlatched,University Press of Colorado,,"Boulder, CO",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-18,"cc-by-nc-nd,",2016-08-08,9781607324683,,9781607324690,,
2666,"Power, Knowledge and Feminist Scholarship",book,en,Sociology,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc-nd,",2017-03-13,9781138911499,,978131569262,,
2013,Punishment and Political Order,book,en,Political Science,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-07,"cc-by-nc-nd,",2007-06-08,9780472099825,,9780472901135,9780472901135,10.3998/mpub.133501
2550,Queering the Shakespeare Film,book,en,Literature,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by,",2016-11-17,9781474237031,,9781474237055,9781474237048,
2552,"Race, Tea and Colonial Resettlement",book,en,History,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by,",2017-05-04,9781474299503,,781474299527,781474299510,
2284,Radical Approaches to Political Science,book,en,Political Science,unlatched,Verlag Barbara Budrich,,"Leverkusen-Opladen, Germany",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-07,"cc-by-sa,",2012-06-27,9783847400288,,9783866495364,,10.3224/84740028
2664,Rampage Shootings and Gun Control,book,en,Political Science,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc-nd,",2017-05-10,9781138630437,,9781315209425,,
2559,Reading by Numbers,book,en,Literature,unlatched,Anthem Press,,"London, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-26,"cc-by,",2012-07-01,9780857284549,,,,
1896,Reading Shakespeare's mind,book,en,Literature,unlatched,Manchester University Press,,Manchester,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-05,"cc-by-nc-nd,",2017-01-03,9781526113276,,,,
2662,Refugees and the Ethics of Forced Displacement ,book,en,Philosophy,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc-nd,",2016-11-11,9780415712613,,9781315883854,,
2404,Reimagining Marginalized Foods,book,en,Anthropology,unlatched,University of Arizona Press,,"Tucson, AZ",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2012-04-01,9780816502363,,,9780816539239,10.2458/azu_uapress_9780816539239
2347,Religion in China,book,en,Theology & Religion,unlatched,Verlag der Österreichischen Akademie der Wissenschaften,,Vienna,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-26,"cc-by,",2015-02-24,9783700177593,,,,
2898,Return of the Jew,book,en,Sociology,unlatched,Academic Studies Press,,"Boston, MA",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-06,"cc-by-nc,",2013-02-15,9781618112460,,9781644690420,,
2035,Rhythms of the Afro-Atlantic World,book,en,Music,unlatched,University of Michigan Press,,Ann Arbor,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-07,"cc-by-nc-nd,",2010-11-03,9780472070961,,9780472901203,9780472901203,https://doi.org/10.3998/mpub.317074
3759,Robotics in Germany and Japan,book,en,Philosophy,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-16,"cc-by,",2014-02-11,9783653039764,,9783653039764,9783653999648,10.3726/978-3-653-03976-4
1839,Scientific Competition,book,en,Economics,unlatched,Mohr Siebeck,,Tübingen,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-11,"cc-by-nc-nd,",2008-01-01,9783161494130,,783161560378,,
4862,Selling the Economic Miracle,book,en,History,unlatched,Berghahn Books,,"Brooklyn, NY",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-07-26,"cc-by-nc-nd,",2007-01-01,9781845452230,,9781789206401,,
2887,Settling for Less,book,en,Anthropology,unlatched,Berghahn Books,,USA,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-05-08,"cc-by-nc-nd,",2010-11-01,9781845457624,,9781789201093,9781789201093,
2810,"Slavery, Agriculture, and Malaria in the Arabian Peninsula",book,en,History,unlatched,Ohio University Press,,"Athens, Ohio",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2015-10-29,9780821421819,9780821421826,9780821445402,,
2931,Social inclusion and higher education,book,en,Sociology,unlatched,Policy Press,,Bristol,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-05-04,"cc-by-nc,",2012-01-25,9781847427977,,9781447354734,,
1950,Spaces and Identities in Border Regions,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-27,"cc-by-nc-nd,",2015-12-15,,9783837626506,9783839426500,,http://dx.doi.org/10.14361/9783839426500
2671,Stalin’s Constitution,book,en,History,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc-nd,",2017-11-13,9781138721845,,9781315194004,,
3057,Storytelling and Education in the Digital Age,book,en,Media & Communications,unlatched,Peter Lang International Academic Publishers,,"Frankfurt am Main, Germany",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-05,"cc-by-nc-nd,",2016-11-02,9783653069761,9783631675441,9783653069761,9783631701263,10.3726/9783653069761
2112,Terrorists on Trial,book,en,Political Science,unlatched,Leiden University Press,,Leiden,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc,",2016-05-01,,9789087282400,9789087283285,9789400602366,
1948,The Berlin Reader,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-27,"cc-by-nc-nd,",2013-08-15,,9783837624786,9783839424780,,http://dx.doi.org/10.14361/transcript.9783839424780
2755,The Cultural Set-up of Comedy,book,en,Media & Communications,unlatched,Intellect,,Bristol,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-04-18,"cc-by-nc-nd,",2013-12-07,,9781783200313,9781783201457,9781783201440,
2652,The Emergence of the Digital Humanities,book,en,Media & Communications,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc-nd,",2013-08-28,9780415635516,,9780203093085,,
2767,The Future of Land Warfare,book,en,Political Science,unlatched,Brookings Institution Press,,"Washington, DC",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by-nc-nd,",2015-08-31,9780815726890,,9780815726913,9780815726906,
2940,The governance of female drug users,book,en,Sociology,unlatched,Policy Press,,Bristol,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-05-04,"cc-by-nc,",2015-05-27,9781847426727,,9781447354727,,
2555,The League of Nations and the Refugees from Nazi Germany,book,en,History,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by,",2016-10-20,9781474276610,,781474276634,781474276627,
2977,The Other Women's Lib,book,en,Literature,unlatched,University of Hawai'i Press,,"Honolulu, HI",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-06,"cc-by-nc-nd,",2010-04-30,9780824833879,,,,
2425,The Purpose of the First World War,book,en,History,unlatched,De Gruyter Oldenbourg,,"Berlin, Boston",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-25,"cc-by-nc-nd,",2015-06-26,9783110346220,,9783110443486,9783110435993,
2695,The Rise of Democracy,book,en,Political Science,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-25,"cc-by-nc,",2015-10-07,9780748692811,,,,
3071,Thinking Media Aesthetics,book,en,Languages,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-06,"cc-by-nc-nd,",2013-11-15,9783631642979,,9783653031621,,10.3726/978-3-653-03162-1
2445,Three Centuries of Conflict in East Timor,book,en,Anthropology,unlatched,Rutgers University Press,,New Brunswick,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-07,"cc-by-nc-nd,",2015-08-20,9780813574103,,9780813574127,9780813574110,
2176,Topographies of the Early Modern City,book,en,History,unlatched,V&R unipress GmbH,,Göttingen,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-08-08,"cc-by-nc-nd,",2008-11-19,9783899715354,,9783862345359,,10.14220/9783862345359
1943,Totalitarian Communication,book,en,Sociology,unlatched,transcript Verlag,,"Bielefeld, Germany",=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-27,"cc-by-nc-nd,",2010-05-15,,9783837613933,9783839413937,,http://dx.doi.org/10.14361/transcript.9783839413937
2048,Towards a Feminist Cinematic Ethics,book,en,Media & Communications,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-25,"cc-by-nc,",2015-12-11,9781474403276,,9781474403283,9781474409520,
1866,Towards Sustainable Innovation,book,en,Economics,unlatched,Tectum Wissenschaftsverlag,,Baden-Baden,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-12-05,"cc-by-nc-nd,",2017-02-17,,9783828839038,9783828866553,,
2663,Trust and Terror,book,en,Political Science,unlatched,Taylor & Francis,,"Abingdon, UK",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-26,"cc-by-nc-nd,",2017-05-02,9781138201736,,9781315505817,,
3078,Understanding Body Movement,book,en,Psychology,unlatched,Peter Lang International Academic Publishers,,Frankfurt am Main,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-03-06,"cc-by-nc-nd,",2013-12-19,9783653042085,9783631582497,9783653042085,,10.3726/9783653042085
2907,Under the Shadow of the Rising Sun,book,en,History,unlatched,Academic Studies Press,,"Boston, MA",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-11,"cc-by-nc,",2016-10-15,9781618115225,,9781644690246,,
2582,Unpopular Culture,book,en,Media & Communications,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-31,"cc-by-nc-nd,",2016-10-14,9789089649669,,,,
2580,Urban Memory and Visual Culture in Berlin,book,en,Arts,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-31,"cc-by-nc-nd,",2016-06-13,9789089648532,,,,
2792,Violent Modernists,book,en,Literature,unlatched,Northwestern University Press,,"Evanston, Illinois",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-08-07,"cc-by-nc-nd,",2013-10-31,9780810129627,9780810129306,,,
2275,Virtues for the People,book,en,Classics,unlatched,Leuven University Press,,"Leuven, Belgium",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-02-02,"cc-by-nc,",2011-05-06,9789058678584,,,,10.11116/VP_PLU
2255,War and Law in the Islamic World,book,en,Political Science,unlatched,Brill,,Leiden,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-10-17,"cc-by-nc,",2015-06-05,9789004298255,,9789004298248,,10.1163/9789004298248
2558,War and Peace in the Western Political Imagination,book,en,History,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by,",2016-03-10,9781474258708,,9781474258722,9781474258715,
2419,We Are Not Amused,book,en,Linguistics,unlatched,De Gruyter Mouton,,"Berlin, Boston",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-25,"cc-by-nc-nd,",2015-03-30,9781501510526,,9781501501586,9781501501647,
2884,Weary Warriors,book,en,History,unlatched,Berghahn Books,,USA,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-05-08,"cc-by-nc-nd,",2014-06-01,9781782383468,,9781789201109,9781789201109,
2088,What’s Left of the Left?,book,en,Political Science,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"arr,",2008-08-01,9780822350613,,9780822394518,,
2414,Why Be Moral?,book,en,Philosophy,unlatched,De Gruyter,,"Berlin, Boston",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-25,"cc-by-nc-nd,",2015-09-25,9783110370454,,9783110366396,9783110386332,
2358,Women in Southeast Asian Nationalist Movements,book,en,History,unlatched,NUS Press,,Singapore,=TRUE(),paperback,KU Select 2018: HSS Backlist Books,1875,2019-01-13,"cc-by-nc-nd,",2013-07-31,,9789971696740,9789971696870,,
2560,"Women’s Activism and ""Second Wave"" Feminism",book,en,History,unlatched,Bloomsbury Academic,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"cc-by,",2017-01-01,9781474250511,,9781474250535,9781474250528,
2084,Women's Experimental Cinema ,book,en,Media & Communications,unlatched,Duke University Press,,"Durham, NC",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-03-08,"arr,",2007-10-01,9780822340232,,9780822392088,,
2406,Women Who Stay Behind,book,en,Anthropology,unlatched,University of Arizona Press,,"Tucson, AZ",=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-04-10,"cc-by-nc-nd,",2015-03-19,9780816531455,,,9780816539246,10.2458/azu_uapress_9780816539246
2183,Working the Phones,book,en,Sociology,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-19,"cc-by-nc-nd,",2016-11-20,9780745399089,,9781786800145,9781786800152,
2191,"Work, Sex and Power",book,en,History,unlatched,Pluto Press,,London,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-19,"cc-by-nc-nd,",2015-02-20,9780745333410,,9781783712724,9781783712731,
2577,World Building,book,en,Media & Communications,unlatched,Amsterdam University Press,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-31,"cc-by-nc-nd,",2017-09-13,9789089647566,,,,
2128,Writing(s) at the Crossroads,book,en,Linguistics,unlatched,John Benjamins Publishing Company,,Amsterdam,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-31,"cc-by-nc-nd,",2015-08-05,9789027212238,,9789027268570,,10.1075/z.194
2136,Young American Muslims,book,en,Theology & Religion,unlatched,Edinburgh University Press,,Edinburgh,=TRUE(),hardback,KU Select 2018: HSS Backlist Books,1875,2019-01-25,"cc-by-nc,",2012-12-05,9780748669936,,,,
